printedYear,startMonth,startDay,endMonth,endDay,parish,cause,count,parishTotal,parishPlague,canonicalDBN
1669,September,21,September,28,"Botolph, without Bishopsgate",Aged,1.0,14.0,,St Botolph Bishopsgate
1669,September,21,September,28,"Botolph, without Bishopsgate",Dropsy,1.0,14.0,,St Botolph Bishopsgate
1669,September,21,September,28,"Botolph, without Bishopsgate",fflux,1.0,14.0,,St Botolph Bishopsgate
1669,September,21,September,28,"Botolph, without Bishopsgate",Rupture,1.0,14.0,,St Botolph Bishopsgate
1669,September,21,September,28,"Botolph, without Bishopsgate",Wormes,1.0,14.0,,St Botolph Bishopsgate
1669,October,5,October,12,"Botolph, without Bishopsgate",Abortive,1.0,25.0,,St Botolph Bishopsgate
1669,October,5,October,12,"Botolph, without Bishopsgate",Consumpcon,3.0,25.0,,St Botolph Bishopsgate
1669,October,5,October,12,"Botolph, without Bishopsgate",ffeaver,3.0,25.0,,St Botolph Bishopsgate
1669,October,5,October,12,"Botolph, without Bishopsgate",Ricketts,3.0,25.0,,St Botolph Bishopsgate
1669,October,5,October,12,"Botolph, without Bishopsgate",Gripes,7.0,25.0,,St Botolph Bishopsgate
1669,October,5,October,12,"Botolph, without Bishopsgate",fflux,3.0,25.0,,St Botolph Bishopsgate
1669,October,5,October,12,"Botolph, without Bishopsgate",Small pox,1.0,25.0,,St Botolph Bishopsgate
1669,October,5,October,12,"Botolph, without Bishopsgate",Lunatick,1.0,25.0,,St Botolph Bishopsgate
1669,October,5,October,12,"Botolph, without Bishopsgate",Riseing of ye lights,1.0,25.0,,St Botolph Bishopsgate
1669,October,5,October,12,"Botolph, without Bishopsgate",Spotted ffeaver,1.0,25.0,,St Botolph Bishopsgate
1669,November,16,November,23,"Botolph, without Bishopsgate",Consumpcon,1.0,13.0,,St Botolph Bishopsgate
1669,November,16,November,23,"Botolph, without Bishopsgate",Convulcon,2.0,13.0,,St Botolph Bishopsgate
1669,November,16,November,23,"Botolph, without Bishopsgate",fflox,1.0,13.0,,St Botolph Bishopsgate
1669,November,16,November,23,"Botolph, without Bishopsgate",fflux,1.0,13.0,,St Botolph Bishopsgate
1669,November,16,November,23,"Botolph, without Bishopsgate",Gripes,4.0,13.0,,St Botolph Bishopsgate
1669,November,16,November,23,"Botolph, without Bishopsgate",Dropsy,1.0,13.0,,St Botolph Bishopsgate
1669,November,16,November,23,"Botolph, without Bishopsgate",Lunatick,1.0,13.0,,St Botolph Bishopsgate
1669,November,16,November,23,"Botolph, without Bishopsgate",Purples,1.0,13.0,,St Botolph Bishopsgate
1669,November,16,November,23,"Botolph, without Bishopsgate",Stilborne,1.0,13.0,,St Botolph Bishopsgate
1669,December,7,December,14,"Botolph, without Bishopsgate",Consumpcon,1.0,7.0,,St Botolph Bishopsgate
1669,December,7,December,14,"Botolph, without Bishopsgate",ffeaver,2.0,7.0,,St Botolph Bishopsgate
1669,December,7,December,14,"Botolph, without Bishopsgate",fflux,3.0,7.0,,St Botolph Bishopsgate
1669,December,7,December,14,"Botolph, without Bishopsgate",Ricketts,1.0,7.0,,St Botolph Bishopsgate
1669,December,14,December,21,"Botolph, without Bishopsgate",Consumpcon,2.0,12.0,,St Botolph Bishopsgate
1669,December,14,December,21,"Botolph, without Bishopsgate",Convulcon,3.0,12.0,,St Botolph Bishopsgate
1669,December,14,December,21,"Botolph, without Bishopsgate",Overlayd,1.0,12.0,,St Botolph Bishopsgate
1669,December,14,December,21,"Botolph, without Bishopsgate",ffeaver,3.0,12.0,,St Botolph Bishopsgate
1669,December,14,December,21,"Botolph, without Bishopsgate",fflux,1.0,12.0,,St Botolph Bishopsgate
1669,December,14,December,21,"Botolph, without Bishopsgate",Tissick,1.0,12.0,,St Botolph Bishopsgate
1669,December,14,December,21,"Botolph, without Bishopsgate",Ricketts,1.0,12.0,,St Botolph Bishopsgate
1669,December,21,December,28,"Botolph, without Bishopsgate",Aged,2.0,13.0,,St Botolph Bishopsgate
1669,December,21,December,28,"Botolph, without Bishopsgate",Consumpcon,2.0,13.0,,St Botolph Bishopsgate
1669,December,21,December,28,"Botolph, without Bishopsgate",Convulcon,4.0,13.0,,St Botolph Bishopsgate
1669,December,21,December,28,"Botolph, without Bishopsgate",Dropsy,2.0,13.0,,St Botolph Bishopsgate
1669,December,21,December,28,"Botolph, without Bishopsgate",ffeaver,3.0,13.0,,St Botolph Bishopsgate
1665,March,13,March,20,"Dunstans-West, in Fleetstreet",Abortive,1.0,3.0,,St Dunstan West
1665,March,13,March,20,"Dunstans-West, in Fleetstreet",ffeaver,1.0,3.0,,St Dunstan West
1665,March,13,March,20,"Dunstans-West, in Fleetstreet",Overlaid,1.0,3.0,,St Dunstan West
1666,April,10,April,17,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,5.0,1.0,St Dunstan West
1666,April,10,April,17,"Dunstans-West, in Fleetstreet",Convulcon,1.0,5.0,1.0,St Dunstan West
1666,April,10,April,17,"Dunstans-West, in Fleetstreet",Plague,1.0,5.0,1.0,St Dunstan West
1666,April,10,April,17,"Dunstans-West, in Fleetstreet",Ricketts,1.0,5.0,1.0,St Dunstan West
1666,April,10,April,17,"Dunstans-West, in Fleetstreet",Teeth,1.0,5.0,1.0,St Dunstan West
1666,May,22,May,29,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,3.0,,St Dunstan West
1666,May,22,May,29,"Dunstans-West, in Fleetstreet",Scurvy,1.0,3.0,,St Dunstan West
1666,May,22,May,29,"Dunstans-West, in Fleetstreet",Tissick,1.0,3.0,,St Dunstan West
1666,July,10,July,17,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,1.0,,St Dunstan West
1666,January,1,January,8,"Dunstans-West, in Fleetstreet",Consumpcon,2.0,5.0,,St Dunstan West
1666,January,1,January,8,"Dunstans-West, in Fleetstreet",Cough,1.0,5.0,,St Dunstan West
1666,January,1,January,8,"Dunstans-West, in Fleetstreet",Aged,1.0,5.0,,St Dunstan West
1666,January,1,January,8,"Dunstans-West, in Fleetstreet",fflox,1.0,5.0,,St Dunstan West
1666,January,1,January,8,"Dunstans-West, in Fleetstreet",Consumpcon,2.0,5.0,,St Dunstan West
1666,January,1,January,8,"Dunstans-West, in Fleetstreet",Cough,1.0,5.0,,St Dunstan West
1666,January,1,January,8,"Dunstans-West, in Fleetstreet",Aged,1.0,5.0,,St Dunstan West
1666,January,1,January,8,"Dunstans-West, in Fleetstreet",fflox,1.0,5.0,,St Dunstan West
1666,January,8,January,15,"Dunstans-West, in Fleetstreet",Aged,1.0,6.0,,St Dunstan West
1666,January,8,January,15,"Dunstans-West, in Fleetstreet",Consumpcon,2.0,6.0,,St Dunstan West
1666,January,8,January,15,"Dunstans-West, in Fleetstreet",Cough,1.0,6.0,,St Dunstan West
1666,January,8,January,15,"Dunstans-West, in Fleetstreet",Jaundies,1.0,6.0,,St Dunstan West
1666,January,8,January,15,"Dunstans-West, in Fleetstreet",Scurvy,1.0,6.0,,St Dunstan West
1666,January,15,January,22,"Dunstans-West, in Fleetstreet",ffeaver,1.0,3.0,,St Dunstan West
1666,January,15,January,22,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,3.0,,St Dunstan West
1666,January,15,January,22,"Dunstans-West, in Fleetstreet",Stoping of ye Stomack,1.0,3.0,,St Dunstan West
1666,January,22,January,29,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,7.0,,St Dunstan West
1666,January,22,January,29,"Dunstans-West, in Fleetstreet",Convulcon,1.0,7.0,,St Dunstan West
1666,January,22,January,29,"Dunstans-West, in Fleetstreet",Dropsy,1.0,7.0,,St Dunstan West
1666,January,22,January,29,"Dunstans-West, in Fleetstreet",ffeaver,2.0,7.0,,St Dunstan West
1666,January,22,January,29,"Dunstans-West, in Fleetstreet",fflox,1.0,7.0,,St Dunstan West
1666,January,22,January,29,"Dunstans-West, in Fleetstreet",Tissick,1.0,7.0,,St Dunstan West
1666,February,12,February,19,"Dunstans-West, in Fleetstreet",Dropsy,1.0,3.0,,St Dunstan West
1666,February,12,February,19,"Dunstans-West, in Fleetstreet",fflox,1.0,3.0,,St Dunstan West
1666,February,12,February,19,"Dunstans-West, in Fleetstreet",Thrush,1.0,3.0,,St Dunstan West
1667,March,10,March,17,"Dunstans-West, in Fleetstreet",Aged,1.0,1.0,,St Dunstan West
1667,April,23,April,30,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,2.0,,St Dunstan West
1667,April,23,April,30,"Dunstans-West, in Fleetstreet",Surfett,1.0,2.0,,St Dunstan West
1667,May,21,May,28,"Dunstans-West, in Fleetstreet",Aged,1.0,2.0,,St Dunstan West
1667,May,21,May,28,"Dunstans-West, in Fleetstreet",Measles,1.0,2.0,,St Dunstan West
1668,December,15,December,22,"Dunstans-West, in Fleetstreet",Consumpcon,3.0,5.0,,St Dunstan West
1668,December,15,December,22,"Dunstans-West, in Fleetstreet",Small pox,1.0,5.0,,St Dunstan West
1668,December,15,December,22,"Dunstans-West, in Fleetstreet",Teeth,1.0,5.0,,St Dunstan West
1668,April,14,April,21,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,5.0,,St Dunstan West
1668,April,14,April,21,"Dunstans-West, in Fleetstreet",Convulcon,3.0,5.0,,St Dunstan West
1668,April,14,April,21,"Dunstans-West, in Fleetstreet",Dropsy,1.0,5.0,,St Dunstan West
1668,May,26,June,2,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,3.0,,St Dunstan West
1668,May,26,June,2,"Dunstans-West, in Fleetstreet",Small pox,2.0,3.0,,St Dunstan West
1668,June,2,June,9,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,4.0,,St Dunstan West
1668,June,2,June,9,"Dunstans-West, in Fleetstreet",Measles,1.0,4.0,,St Dunstan West
1668,June,2,June,9,"Dunstans-West, in Fleetstreet",Gripes,1.0,4.0,,St Dunstan West
1668,June,2,June,9,"Dunstans-West, in Fleetstreet",Surfett,1.0,4.0,,St Dunstan West
1668,August,18,August,25,"Dunstans-West, in Fleetstreet",Gripeing in ye gutts,3.0,3.0,,St Dunstan West
1668,January,26,February,2,"Dunstans-West, in Fleetstreet",Aged,1.0,4.0,,St Dunstan West
1668,January,26,February,2,"Dunstans-West, in Fleetstreet",ffeaver,1.0,4.0,,St Dunstan West
1668,January,26,February,2,"Dunstans-West, in Fleetstreet",Riseing of ye lights,1.0,4.0,,St Dunstan West
1668,January,26,February,2,"Dunstans-West, in Fleetstreet",Surfett,1.0,4.0,,St Dunstan West
1669,June,1,June,8,"Dunstans-West, in Fleetstreet",Aged,1.0,4.0,,St Dunstan West
1669,June,1,June,8,"Dunstans-West, in Fleetstreet",Chrisoms,1.0,4.0,,St Dunstan West
1669,June,1,June,8,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,4.0,,St Dunstan West
1669,June,1,June,8,"Dunstans-West, in Fleetstreet",Convulcon,1.0,4.0,,St Dunstan West
1669,June,15,June,22,"Dunstans-West, in Fleetstreet",Gripeing in ye gutts,1.0,3.0,,St Dunstan West
1669,June,15,June,22,"Dunstans-West, in Fleetstreet",Jaundies,1.0,3.0,,St Dunstan West
1669,June,15,June,22,"Dunstans-West, in Fleetstreet",Surfett,1.0,3.0,,St Dunstan West
1669,July,13,July,20,"Dunstans-West, in Fleetstreet",Teeth,1.0,1.0,,St Dunstan West
1669,July,27,August,3,"Dunstans-West, in Fleetstreet",Chrisoms,1.0,2.0,,St Dunstan West
1669,July,27,August,3,"Dunstans-West, in Fleetstreet",Gripeing in ye gutts,1.0,2.0,,St Dunstan West
1669,August,3,August,10,"Dunstans-West, in Fleetstreet",Spotted ffeaver,1.0,1.0,,St Dunstan West
1669,August,17,August,24,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,5.0,,St Dunstan West
1669,August,17,August,24,"Dunstans-West, in Fleetstreet",Gripes,2.0,5.0,,St Dunstan West
1669,August,17,August,24,"Dunstans-West, in Fleetstreet",fflox,1.0,5.0,,St Dunstan West
1669,August,17,August,24,"Dunstans-West, in Fleetstreet",Teeth,1.0,5.0,,St Dunstan West
1669,August,24,August,31,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,4.0,,St Dunstan West
1669,August,24,August,31,"Dunstans-West, in Fleetstreet",ffeaver,2.0,4.0,,St Dunstan West
1669,August,24,August,31,"Dunstans-West, in Fleetstreet",Gripes,1.0,4.0,,St Dunstan West
1669,September,21,September,28,"Dunstans-West, in Fleetstreet",Childbed,1.0,5.0,,St Dunstan West
1669,September,21,September,28,"Dunstans-West, in Fleetstreet",Gripes,3.0,5.0,,St Dunstan West
1669,September,21,September,28,"Dunstans-West, in Fleetstreet",Surfett,1.0,5.0,,St Dunstan West
1669,October,5,October,12,"Dunstans-West, in Fleetstreet",Gripeing in ye gutts,2.0,2.0,,St Dunstan West
1669,November,16,November,23,"Dunstans-West, in Fleetstreet",Aged,1.0,6.0,,St Dunstan West
1669,November,16,November,23,"Dunstans-West, in Fleetstreet",Consumpcon,2.0,6.0,,St Dunstan West
1669,November,16,November,23,"Dunstans-West, in Fleetstreet",ffeaver,2.0,6.0,,St Dunstan West
1669,November,16,November,23,"Dunstans-West, in Fleetstreet",Suddenly,1.0,6.0,,St Dunstan West
1669,December,7,December,14,"Dunstans-West, in Fleetstreet",Consumpcon,1.0,2.0,,St Dunstan West
1669,December,7,December,14,"Dunstans-West, in Fleetstreet",Dropsy,1.0,2.0,,St Dunstan West
1669,December,14,December,21,"Dunstans-West, in Fleetstreet",Consumpcon,2.0,3.0,,St Dunstan West
1669,December,14,December,21,"Dunstans-West, in Fleetstreet",Dropsy,1.0,3.0,,St Dunstan West
1669,December,21,December,28,"Dunstans-West, in Fleetstreet",Consumpcon,2.0,7.0,,St Dunstan West
1669,December,21,December,28,"Dunstans-West, in Fleetstreet",ffeaver,2.0,7.0,,St Dunstan West
1669,December,21,December,28,"Dunstans-West, in Fleetstreet",fflox,1.0,7.0,,St Dunstan West
1669,December,21,December,28,"Dunstans-West, in Fleetstreet",Teeth,1.0,7.0,,St Dunstan West
1669,December,21,December,28,"Dunstans-West, in Fleetstreet",Tissick,1.0,7.0,,St Dunstan West
1665,March,13,March,20,"George, in Southwark",Stilborne,1.0,2.0,,St George Southwark
1665,March,13,March,20,"George, in Southwark",Teeth,1.0,2.0,,St George Southwark
1666,April,10,April,17,"George, in Southwark",Aged,2.0,6.0,1.0,St George Southwark
1666,April,10,April,17,"George, in Southwark",Cancer,1.0,6.0,1.0,St George Southwark
1666,April,10,April,17,"George, in Southwark",Plague,1.0,6.0,1.0,St George Southwark
1666,April,10,April,17,"George, in Southwark",Teeth,2.0,6.0,1.0,St George Southwark
1666,May,22,May,29,"George, in Southwark",Consumpcon,1.0,1.0,,St George Southwark
1666,July,10,July,17,"George, in Southwark",Consumpcon,2.0,6.0,,St George Southwark
1666,July,10,July,17,"George, in Southwark",Infant,4.0,6.0,,St George Southwark
1666,September,18,September,25,"George, in Southwark",Aged,2.0,4.0,,St George Southwark
1666,September,18,September,25,"George, in Southwark",ffeaver,2.0,4.0,,St George Southwark
1666,January,1,January,8,"George, in Southwark",Consumpcon,1.0,3.0,,St George Southwark
1666,January,1,January,8,"George, in Southwark",Dropsy,1.0,3.0,,St George Southwark
1666,January,1,January,8,"George, in Southwark",ffeaver,1.0,3.0,,St George Southwark
1666,January,1,January,8,"George, in Southwark",Consumpcon,1.0,3.0,,St George Southwark
1666,January,1,January,8,"George, in Southwark",Dropsy,1.0,3.0,,St George Southwark
1666,January,1,January,8,"George, in Southwark",ffeaver,1.0,3.0,,St George Southwark
1666,January,8,January,15,"George, in Southwark",Consumpcon,1.0,2.0,,St George Southwark
1666,January,8,January,15,"George, in Southwark",Stilborne,1.0,2.0,,St George Southwark
1666,January,15,January,22,"George, in Southwark",Abortive,3.0,11.0,,St George Southwark
1666,January,15,January,22,"George, in Southwark",Aged,3.0,11.0,,St George Southwark
1666,January,15,January,22,"George, in Southwark",Consumpcon,1.0,11.0,,St George Southwark
1666,January,15,January,22,"George, in Southwark",Surfett,1.0,11.0,,St George Southwark
1666,January,15,January,22,"George, in Southwark",ffeaver,1.0,11.0,,St George Southwark
1666,January,15,January,22,"George, in Southwark",Teeth,2.0,11.0,,St George Southwark
1666,January,22,January,29,"George, in Southwark",Aged,2.0,5.0,,St George Southwark
1666,January,22,January,29,"George, in Southwark",Consumpcon,1.0,5.0,,St George Southwark
1666,January,22,January,29,"George, in Southwark",Infant,2.0,5.0,,St George Southwark
1666,February,12,February,19,"George, in Southwark",Infants,2.0,4.0,1.0,St George Southwark
1666,February,12,February,19,"George, in Southwark",Plague,1.0,4.0,1.0,St George Southwark
1666,February,12,February,19,"George, in Southwark",Poysoned herselfe,1.0,4.0,1.0,St George Southwark
1667,March,10,March,17,"George, in Southwark",Consumpcon,1.0,3.0,,St George Southwark
1667,March,10,March,17,"George, in Southwark",Gripes,1.0,3.0,,St George Southwark
1667,March,10,March,17,"George, in Southwark",Dropsy,1.0,3.0,,St George Southwark
1667,April,23,April,30,"George, in Southwark",Aged,1.0,4.0,,St George Southwark
1667,April,23,April,30,"George, in Southwark",Consumpcon,1.0,4.0,,St George Southwark
1667,April,23,April,30,"George, in Southwark",Stilborne,1.0,4.0,,St George Southwark
1667,April,23,April,30,"George, in Southwark",Suddenly ,1.0,4.0,,St George Southwark
1667,May,21,May,28,"George, in Southwark",Aged,1.0,1.0,,St George Southwark
1668,December,15,December,22,"George, in Southwark",Abortive,1.0,4.0,,St George Southwark
1668,December,15,December,22,"George, in Southwark",Griefe,1.0,4.0,,St George Southwark
1668,December,15,December,22,"George, in Southwark",Scurvy,1.0,4.0,,St George Southwark
1668,December,15,December,22,"George, in Southwark",Teeth,1.0,4.0,,St George Southwark
1668,April,14,April,21,"George, in Southwark",Consumpcon,1.0,4.0,,St George Southwark
1668,April,14,April,21,"George, in Southwark",Small pox,3.0,4.0,,St George Southwark
1668,May,26,June,2,"George, in Southwark",ffeaver,2.0,5.0,,St George Southwark
1668,May,26,June,2,"George, in Southwark",fflox,2.0,5.0,,St George Southwark
1668,May,26,June,2,"George, in Southwark",Teeth,1.0,5.0,,St George Southwark
1668,June,2,June,9,"George, in Southwark",Aged,1.0,3.0,,St George Southwark
1668,June,2,June,9,"George, in Southwark",Small pox,2.0,3.0,,St George Southwark
1668,August,18,August,25,"George, in Southwark",Childbed,1.0,2.0,,St George Southwark
1668,August,18,August,25,"George, in Southwark",Infants,1.0,2.0,,St George Southwark
1668,January,26,February,2,"George, in Southwark",Aged,2.0,10.0,,St George Southwark
1668,January,26,February,2,"George, in Southwark",Consumpcon,4.0,10.0,,St George Southwark
1668,January,26,February,2,"George, in Southwark",Dropsy,2.0,10.0,,St George Southwark
1668,January,26,February,2,"George, in Southwark",Infants,2.0,10.0,,St George Southwark
1669,June,1,June,8,"George, in Southwark",Consumpcon,3.0,7.0,,St George Southwark
1669,June,1,June,8,"George, in Southwark",Gripeing in ye gutts,2.0,7.0,,St George Southwark
1669,June,1,June,8,"George, in Southwark",Teeth,2.0,7.0,,St George Southwark
1669,June,15,June,22,"George, in Southwark",Infants,2.0,3.0,,St George Southwark
1669,June,15,June,22,"George, in Southwark",Spotted ffeaver,1.0,3.0,,St George Southwark
1669,June,22,June,29,"George, in Southwark",Consumpcon,,1.0,,St George Southwark
1669,July,13,July,20,"George, in Southwark",Consumpcon,1.0,2.0,,St George Southwark
1669,July,13,July,20,"George, in Southwark",Teeth,1.0,2.0,,St George Southwark
1669,July,20,July,27,"George, in Southwark",Consumpcon,1.0,3.0,,St George Southwark
1669,July,20,July,27,"George, in Southwark",Dropsy,2.0,3.0,,St George Southwark
1669,July,27,August,3,"George, in Southwark",Overlaid,1.0,1.0,,St George Southwark
1669,August,3,August,10,"George, in Southwark",Aged,1.0,6.0,,St George Southwark
1669,August,3,August,10,"George, in Southwark",Infants,2.0,6.0,,St George Southwark
1669,August,3,August,10,"George, in Southwark",Gripes,2.0,6.0,,St George Southwark
1669,August,3,August,10,"George, in Southwark",Teeth,1.0,6.0,,St George Southwark
1669,August,17,August,24,"George, in Southwark",Consumpcon,2.0,8.0,,St George Southwark
1669,August,17,August,24,"George, in Southwark",Dropsy,1.0,8.0,,St George Southwark
1669,August,17,August,24,"George, in Southwark",Gripes,3.0,8.0,,St George Southwark
1669,August,17,August,24,"George, in Southwark",fflox,1.0,8.0,,St George Southwark
1669,August,17,August,24,"George, in Southwark",Teeth,1.0,8.0,,St George Southwark
1669,August,24,August,31,"George, in Southwark",Consumpcon,2.0,9.0,,St George Southwark
1669,August,24,August,31,"George, in Southwark",Dropsy,3.0,9.0,,St George Southwark
1669,August,24,August,31,"George, in Southwark",Gripes,4.0,9.0,,St George Southwark
1669,September,21,September,28,"George, in Southwark",Childbed,1.0,13.0,,St George Southwark
1669,September,21,September,28,"George, in Southwark",Chrisoms,1.0,13.0,,St George Southwark
1669,September,21,September,28,"George, in Southwark",Consumpcon,2.0,13.0,,St George Southwark
1669,September,21,September,28,"George, in Southwark",Gripes,9.0,13.0,,St George Southwark
1669,October,5,October,12,"George, in Southwark",Consumpcon,2.0,15.0,,St George Southwark
1669,October,5,October,12,"George, in Southwark",Dropsy,2.0,15.0,,St George Southwark
1669,October,5,October,12,"George, in Southwark",Gripes,9.0,15.0,,St George Southwark
1669,October,5,October,12,"George, in Southwark",Meagrims,1.0,15.0,,St George Southwark
1669,October,5,October,12,"George, in Southwark",Teeth,1.0,15.0,,St George Southwark
1669,November,16,November,23,"George, in Southwark",Dropsy,3.0,3.0,,St George Southwark
1669,December,7,December,14,"George, in Southwark",Chrisoms,1.0,8.0,,St George Southwark
1669,December,7,December,14,"George, in Southwark",Gripes,3.0,8.0,,St George Southwark
1669,December,7,December,14,"George, in Southwark",fflox,2.0,8.0,,St George Southwark
1669,December,7,December,14,"George, in Southwark",Infants,1.0,8.0,,St George Southwark
1669,December,7,December,14,"George, in Southwark",Kild by the mother,1.0,8.0,,St George Southwark
1669,December,14,December,21,"George, in Southwark",Dropsy,1.0,5.0,,St George Southwark
1669,December,14,December,21,"George, in Southwark",Small pox,3.0,5.0,,St George Southwark
1669,December,14,December,21,"George, in Southwark",Tooth,1.0,5.0,,St George Southwark
1669,December,21,December,28,"George, in Southwark",Consumpcon,3.0,10.0,,St George Southwark
1669,December,21,December,28,"George, in Southwark",Dropsy,3.0,10.0,,St George Southwark
1669,December,21,December,28,"George, in Southwark",Gripes,1.0,10.0,,St George Southwark
1669,December,21,December,28,"George, in Southwark",fflox,3.0,10.0,,St George Southwark
1665,March,13,March,20,"Giles, without Cripplegate",Aged,2.0,11.0,3.0,St Giles Cripplegate
1665,March,13,March,20,"Giles, without Cripplegate",Consumpcon,3.0,11.0,3.0,St Giles Cripplegate
1665,March,13,March,20,"Giles, without Cripplegate",Dropsy,3.0,11.0,3.0,St Giles Cripplegate
1665,March,13,March,20,"Giles, without Cripplegate",Gripeing in ye gutts,3.0,11.0,3.0,St Giles Cripplegate
1666,April,10,April,17,"Giles, without Cripplegate",Consumpcon,1.0,7.0,,St Giles Cripplegate
1666,April,10,April,17,"Giles, without Cripplegate",Convulcon,2.0,7.0,,St Giles Cripplegate
1666,April,10,April,17,"Giles, without Cripplegate",Dropsy,2.0,7.0,,St Giles Cripplegate
1666,April,10,April,17,"Giles, without Cripplegate",Stilborne,1.0,7.0,,St Giles Cripplegate
1666,April,10,April,17,"Giles, without Cripplegate",Surfett,1.0,7.0,,St Giles Cripplegate
1666,May,22,May,29,"Giles, without Cripplegate",Aged,2.0,13.0,,St Giles Cripplegate
1666,May,22,May,29,"Giles, without Cripplegate",Consumpcon,2.0,13.0,,St Giles Cripplegate
1666,May,22,May,29,"Giles, without Cripplegate",Convulcon,1.0,13.0,,St Giles Cripplegate
1666,May,22,May,29,"Giles, without Cripplegate",Dropsy,4.0,13.0,,St Giles Cripplegate
1666,May,22,May,29,"Giles, without Cripplegate",Gripeing in ye gutts,1.0,13.0,,St Giles Cripplegate
1666,May,22,May,29,"Giles, without Cripplegate",Infant,1.0,13.0,,St Giles Cripplegate
1666,May,22,May,29,"Giles, without Cripplegate",Quinsy,1.0,13.0,,St Giles Cripplegate
1666,May,22,May,29,"Giles, without Cripplegate",Stone,1.0,13.0,,St Giles Cripplegate
1666,July,10,July,17,"Giles, without Cripplegate",Consumpcon,4.0,14.0,,St Giles Cripplegate
1666,July,10,July,17,"Giles, without Cripplegate",Convulcon,1.0,14.0,,St Giles Cripplegate
1666,July,10,July,17,"Giles, without Cripplegate",Dropsy,3.0,14.0,,St Giles Cripplegate
1666,July,10,July,17,"Giles, without Cripplegate",Gripeing in ye gutts,1.0,14.0,,St Giles Cripplegate
1666,July,10,July,17,"Giles, without Cripplegate",Spotted ffeaver,1.0,14.0,,St Giles Cripplegate
1666,July,10,July,17,"Giles, without Cripplegate",Surfett,1.0,14.0,,St Giles Cripplegate
1666,July,10,July,17,"Giles, without Cripplegate",Teeth,3.0,14.0,,St Giles Cripplegate
1666,September,18,September,25,"Giles, without Cripplegate",Aged,3.0,19.0,2.0,St Giles Cripplegate
1666,September,18,September,25,"Giles, without Cripplegate",Childbed,1.0,19.0,2.0,St Giles Cripplegate
1666,September,18,September,25,"Giles, without Cripplegate",Consumpcon,6.0,19.0,2.0,St Giles Cripplegate
1666,September,18,September,25,"Giles, without Cripplegate",ffeaver,1.0,19.0,2.0,St Giles Cripplegate
1666,September,18,September,25,"Giles, without Cripplegate",ffrighted,1.0,19.0,2.0,St Giles Cripplegate
1666,September,18,September,25,"Giles, without Cripplegate",Gripeing in ye gutts,2.0,19.0,2.0,St Giles Cripplegate
1666,September,18,September,25,"Giles, without Cripplegate",Plague,2.0,19.0,2.0,St Giles Cripplegate
1666,September,18,September,25,"Giles, without Cripplegate",Surfett,1.0,19.0,2.0,St Giles Cripplegate
1666,September,18,September,25,"Giles, without Cripplegate",Teeth,2.0,19.0,2.0,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Aged,3.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Childbed,1.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Consumpcon,11.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Cough,1.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Dropsy,3.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",ffeaver,1.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Gripeing in ye gutts,5.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Overlaid,1.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Stilborne,2.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Stone,1.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Stoping of ye Stomack,1.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Surfett,1.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Aged,3.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Childbed,1.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Consumpcon,11.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Cough,1.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Dropsy,3.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",ffeaver,1.0,31.0,,St Giles Cripplegate
1666,January,1,January,8,"Giles, without Cripplegate",Gripeing in ye gutts,5.0,31.0,,St Giles Cripplegate
