unique_identifier,death,count,year,week_id,year_range,split_year,id
Laxton-1702-50-verso,French-Pox,,1702,1701-1702-50,1701-1702,1701/1702,7132
Laxton-1702-50-verso,Frets,,1702,1701-1702-50,1701-1702,1701/1702,7133
Laxton-1702-50-verso,Gangreen,,1702,1701-1702-50,1701-1702,1701/1702,7134
Laxton-1702-50-verso,Gout,,1702,1701-1702-50,1701-1702,1701/1702,7135
Laxton-1702-50-verso,Gravel,,1702,1701-1702-50,1701-1702,1701/1702,7136
Laxton-1702-50-verso,Grief,,1702,1701-1702-50,1701-1702,1701/1702,7137
Laxton-1702-50-verso,Griping in the Guts,15,1702,1701-1702-50,1701-1702,1701/1702,7138
Laxton-1702-50-verso,Headache,,1702,1701-1702-50,1701-1702,1701/1702,7139
Laxton-1702-50-verso,Headmouldshot,,1702,1701-1702-50,1701-1702,1701/1702,7140
Laxton-1702-50-verso,Hooping Cough,,1702,1701-1702-50,1701-1702,1701/1702,7141
Laxton-1702-50-verso,Hiccough,,1702,1701-1702-50,1701-1702,1701/1702,7142
Laxton-1702-50-verso,Horshoehead,,1702,1701-1702-50,1701-1702,1701/1702,7143
Laxton-1702-50-verso,Impostume,2,1702,1701-1702-50,1701-1702,1701/1702,7144
Laxton-1702-50-verso,Infants,,1702,1701-1702-50,1701-1702,1701/1702,7145
Laxton-1702-50-verso,Inflammation,,1702,1701-1702-50,1701-1702,1701/1702,7146
Laxton-1702-50-verso,Itch,,1702,1701-1702-50,1701-1702,1701/1702,7147
Laxton-1702-50-verso,Jaundies,1,1702,1701-1702-50,1701-1702,1701/1702,7148
Laxton-1702-50-verso,Jaw-fallen,,1702,1701-1702-50,1701-1702,1701/1702,7149
Laxton-1702-50-verso,Kings Evil,3,1702,1701-1702-50,1701-1702,1701/1702,7150
Laxton-1702-50-verso,Leprosie,,1702,1701-1702-50,1701-1702,1701/1702,7151
Laxton-1702-50-verso,Lethargy,1,1702,1701-1702-50,1701-1702,1701/1702,7152
Laxton-1702-50-verso,Liver-grown,,1702,1701-1702-50,1701-1702,1701/1702,7153
Laxton-1702-50-verso,Looseness,,1702,1701-1702-50,1701-1702,1701/1702,7154
Laxton-1702-50-verso,Lunatick and Frenzy,,1702,1701-1702-50,1701-1702,1701/1702,7155
Laxton-1702-50-verso,Malignant Fever,,1702,1701-1702-50,1701-1702,1701/1702,7156
Laxton-1702-50-verso,Meagrim,,1702,1701-1702-50,1701-1702,1701/1702,7157
Laxton-1702-50-verso,Measles,3,1702,1701-1702-50,1701-1702,1701/1702,7158
Laxton-1702-50-verso,Miscarriage,,1702,1701-1702-50,1701-1702,1701/1702,7159
Laxton-1702-50-verso,Mortification,1,1702,1701-1702-50,1701-1702,1701/1702,7160
Laxton-1702-50-verso,Mother,,1702,1701-1702-50,1701-1702,1701/1702,7161
Laxton-1702-50-verso,Noli me tangere,,1702,1701-1702-50,1701-1702,1701/1702,7162
Laxton-1702-50-verso,Palsie,,1702,1701-1702-50,1701-1702,1701/1702,7163
Laxton-1702-50-verso,Plague,,1702,1701-1702-50,1701-1702,1701/1702,7164
Laxton-1702-50-verso,Planet,,1702,1701-1702-50,1701-1702,1701/1702,7165
Laxton-1702-50-verso,Plurisie,,1702,1701-1702-50,1701-1702,1701/1702,7166
Laxton-1702-50-verso,Purples,1,1702,1701-1702-50,1701-1702,1701/1702,7167
Laxton-1702-50-verso,Quinsie,,1702,1701-1702-50,1701-1702,1701/1702,7168
Laxton-1702-50-verso,Rash,,1702,1701-1702-50,1701-1702,1701/1702,7169
Laxton-1702-50-verso,Rheumatism,1,1702,1701-1702-50,1701-1702,1701/1702,7170
Laxton-1702-50-verso,Rickets,5,1702,1701-1702-50,1701-1702,1701/1702,7171
Laxton-1702-50-verso,Rising of the Lights,4,1702,1701-1702-50,1701-1702,1701/1702,7172
Laxton-1702-50-verso,Running of the Reins,,1702,1701-1702-50,1701-1702,1701/1702,7173
Laxton-1702-50-verso,Rupture,,1702,1701-1702-50,1701-1702,1701/1702,7174
Laxton-1702-50-verso,Scald Head,1,1702,1701-1702-50,1701-1702,1701/1702,7175
Laxton-1702-50-verso,Scarlet Fever,,1702,1701-1702-50,1701-1702,1701/1702,7176
Laxton-1702-50-verso,Sciatica,,1702,1701-1702-50,1701-1702,1701/1702,7177
Laxton-1702-50-verso,Scowring,,1702,1701-1702-50,1701-1702,1701/1702,7178
Laxton-1702-50-verso,Scurvy,,1702,1701-1702-50,1701-1702,1701/1702,7179
Laxton-1702-50-verso,Sores,,1702,1701-1702-50,1701-1702,1701/1702,7180
Laxton-1702-50-verso,Shingles,,1702,1701-1702-50,1701-1702,1701/1702,7181
Laxton-1702-50-verso,Spleen,,1702,1701-1702-50,1701-1702,1701/1702,7182
Laxton-1702-50-verso,Spotted-Fever,1,1702,1701-1702-50,1701-1702,1701/1702,7183
Laxton-1702-50-verso,St. Anthony's Fire,,1702,1701-1702-50,1701-1702,1701/1702,7184
Laxton-1702-50-verso,Starved,,1702,1701-1702-50,1701-1702,1701/1702,7185
Laxton-1702-50-verso,Stone,2,1702,1701-1702-50,1701-1702,1701/1702,7186
Laxton-1702-50-verso,Stopping of the Stomach,4,1702,1701-1702-50,1701-1702,1701/1702,7187
Laxton-1702-50-verso,Strangury,,1702,1701-1702-50,1701-1702,1701/1702,7188
Laxton-1702-50-verso,Strongullion,,1702,1701-1702-50,1701-1702,1701/1702,7189
Laxton-1702-50-verso,Suddenly,2,1702,1701-1702-50,1701-1702,1701/1702,7190
Laxton-1702-50-verso,Surfeit,2,1702,1701-1702-50,1701-1702,1701/1702,7191
Laxton-1702-50-verso,Swelling in the Throat,,1702,1701-1702-50,1701-1702,1701/1702,7192
Laxton-1702-50-verso,Swine-Pox,,1702,1701-1702-50,1701-1702,1701/1702,7193
Laxton-1702-50-verso,Teeth,20,1702,1701-1702-50,1701-1702,1701/1702,7194
Laxton-1702-50-verso,Thrush,,1702,1701-1702-50,1701-1702,1701/1702,7195
Laxton-1702-50-verso,Tissick,8,1702,1701-1702-50,1701-1702,1701/1702,7196
Laxton-1702-50-verso,Tympany,2,1702,1701-1702-50,1701-1702,1701/1702,7197
Laxton-1702-50-verso,Twisting of the Guts,,1702,1701-1702-50,1701-1702,1701/1702,7198
Laxton-1702-50-verso,Ulcer,1,1702,1701-1702-50,1701-1702,1701/1702,7199
Laxton-1702-50-verso,Vapours,,1702,1701-1702-50,1701-1702,1701/1702,7200
Laxton-1702-50-verso,Vomiting,,1702,1701-1702-50,1701-1702,1701/1702,7201
Laxton-1702-50-verso,Water in the Head,,1702,1701-1702-50,1701-1702,1701/1702,7202
Laxton-1702-50-verso,Wen,,1702,1701-1702-50,1701-1702,1701/1702,7203
Laxton-1702-50-verso,Wind,,1702,1701-1702-50,1701-1702,1701/1702,7204
Laxton-1702-50-verso,Wolf,,1702,1701-1702-50,1701-1702,1701/1702,7205
Laxton-1702-50-verso,Worms,3,1702,1701-1702-50,1701-1702,1701/1702,7206
Laxton-1702-50-verso,Abortive,1,1702,1701-1702-50,1701-1702,1701/1702,7207
Laxton-1702-50-verso,Overlaid,2,1702,1701-1702-50,1701-1702,1701/1702,7208
Laxton-1702-50-verso,Still-born,10,1702,1701-1702-50,1701-1702,1701/1702,7209
Laxton-1702-50-verso,Drowned,1,1702,1701-1702-50,1701-1702,1701/1702,7210
Laxton-1702-50-verso,Found Dead,1,1702,1701-1702-50,1701-1702,1701/1702,7211
Laxton-1702-50-verso,Executed,,1702,1701-1702-50,1701-1702,1701/1702,7212
Laxton-1702-50-verso,Killed,,1702,1701-1702-50,1701-1702,1701/1702,7213
Laxton-1702-50-verso,Suicide,1,1702,1701-1702-50,1701-1702,1701/1702,7214
Laxton-1702-50-verso,Other,,1702,1701-1702-50,1701-1702,1701/1702,7215
Laxton-1702-51-verso,Aged,37,1702,1701-1702-51,1701-1702,1701/1702,7216
Laxton-1702-51-verso,Ague,,1702,1701-1702-51,1701-1702,1701/1702,7217
Laxton-1702-51-verso,Apoplexy,,1702,1701-1702-51,1701-1702,1701/1702,7218
Laxton-1702-51-verso,Asthma,,1702,1701-1702-51,1701-1702,1701/1702,7219
Laxton-1702-51-verso,Bed-ridden,,1702,1701-1702-51,1701-1702,1701/1702,7220
Laxton-1702-51-verso,Blasted,,1702,1701-1702-51,1701-1702,1701/1702,7221
Laxton-1702-51-verso,Bleeding,,1702,1701-1702-51,1701-1702,1701/1702,7222
Laxton-1702-51-verso,Bloody-flux,,1702,1701-1702-51,1701-1702,1701/1702,7223
Laxton-1702-51-verso,Calenture,,1702,1701-1702-51,1701-1702,1701/1702,7224
Laxton-1702-51-verso,Cancer,,1702,1701-1702-51,1701-1702,1701/1702,7225
Laxton-1702-51-verso,Canker,,1702,1701-1702-51,1701-1702,1701/1702,7226
Laxton-1702-51-verso,Chicken Pox,,1702,1701-1702-51,1701-1702,1701/1702,7227
Laxton-1702-51-verso,Child-Bed,4,1702,1701-1702-51,1701-1702,1701/1702,7228
Laxton-1702-51-verso,Chrisoms,2,1702,1701-1702-51,1701-1702,1701/1702,7229
Laxton-1702-51-verso,Cold,,1702,1701-1702-51,1701-1702,1701/1702,7230
Laxton-1702-51-verso,Colick,1,1702,1701-1702-51,1701-1702,1701/1702,7231
Laxton-1702-51-verso,Consumption,59,1702,1701-1702-51,1701-1702,1701/1702,7232
Laxton-1702-51-verso,Convulsion,92,1702,1701-1702-51,1701-1702,1701/1702,7233
Laxton-1702-51-verso,Cough,1,1702,1701-1702-51,1701-1702,1701/1702,7234
Laxton-1702-51-verso,Cramp,,1702,1701-1702-51,1701-1702,1701/1702,7235
Laxton-1702-51-verso,Diabetes,,1702,1701-1702-51,1701-1702,1701/1702,7236
Laxton-1702-51-verso,Dropsie,21,1702,1701-1702-51,1701-1702,1701/1702,7237
Laxton-1702-51-verso,Falling-sickness,,1702,1701-1702-51,1701-1702,1701/1702,7238
Laxton-1702-51-verso,Fever,55,1702,1701-1702-51,1701-1702,1701/1702,7239
Laxton-1702-51-verso,Fistula,,1702,1701-1702-51,1701-1702,1701/1702,7240
Laxton-1702-51-verso,Flox and Small-Pox,10,1702,1701-1702-51,1701-1702,1701/1702,7241
Laxton-1702-51-verso,Flux,,1702,1701-1702-51,1701-1702,1701/1702,7242
Laxton-1702-51-verso,French-Pox,1,1702,1701-1702-51,1701-1702,1701/1702,7243
Laxton-1702-51-verso,Frets,,1702,1701-1702-51,1701-1702,1701/1702,7244
Laxton-1702-51-verso,Gangreen,,1702,1701-1702-51,1701-1702,1701/1702,7245
Laxton-1702-51-verso,Gout,,1702,1701-1702-51,1701-1702,1701/1702,7246
Laxton-1702-51-verso,Gravel,,1702,1701-1702-51,1701-1702,1701/1702,7247
Laxton-1702-51-verso,Grief,,1702,1701-1702-51,1701-1702,1701/1702,7248
Laxton-1702-51-verso,Griping in the Guts,5,1702,1701-1702-51,1701-1702,1701/1702,7249
Laxton-1702-51-verso,Headache,,1702,1701-1702-51,1701-1702,1701/1702,7250
Laxton-1702-51-verso,Headmouldshot,,1702,1701-1702-51,1701-1702,1701/1702,7251
Laxton-1702-51-verso,Hooping Cough,,1702,1701-1702-51,1701-1702,1701/1702,7252
Laxton-1702-51-verso,Hiccough,,1702,1701-1702-51,1701-1702,1701/1702,7253
Laxton-1702-51-verso,Horshoehead,,1702,1701-1702-51,1701-1702,1701/1702,7254
Laxton-1702-51-verso,Impostume,1,1702,1701-1702-51,1701-1702,1701/1702,7255
Laxton-1702-51-verso,Infants,,1702,1701-1702-51,1701-1702,1701/1702,7256
Laxton-1702-51-verso,Inflammation,,1702,1701-1702-51,1701-1702,1701/1702,7257
Laxton-1702-51-verso,Itch,,1702,1701-1702-51,1701-1702,1701/1702,7258
Laxton-1702-51-verso,Jaundies,,1702,1701-1702-51,1701-1702,1701/1702,7259
Laxton-1702-51-verso,Jaw-fallen,,1702,1701-1702-51,1701-1702,1701/1702,7260
Laxton-1702-51-verso,Kings Evil,,1702,1701-1702-51,1701-1702,1701/1702,7261
Laxton-1702-51-verso,Leprosie,,1702,1701-1702-51,1701-1702,1701/1702,7262
Laxton-1702-51-verso,Lethargy,,1702,1701-1702-51,1701-1702,1701/1702,7263
Laxton-1702-51-verso,Liver-grown,,1702,1701-1702-51,1701-1702,1701/1702,7264
Laxton-1702-51-verso,Looseness,,1702,1701-1702-51,1701-1702,1701/1702,7265
Laxton-1702-51-verso,Lunatick and Frenzy,1,1702,1701-1702-51,1701-1702,1701/1702,7266
Laxton-1702-51-verso,Malignant Fever,,1702,1701-1702-51,1701-1702,1701/1702,7267
Laxton-1702-51-verso,Meagrim,,1702,1701-1702-51,1701-1702,1701/1702,7268
Laxton-1702-51-verso,Measles,,1702,1701-1702-51,1701-1702,1701/1702,7269
Laxton-1702-51-verso,Miscarriage,,1702,1701-1702-51,1701-1702,1701/1702,7270
Laxton-1702-51-verso,Mortification,,1702,1701-1702-51,1701-1702,1701/1702,7271
Laxton-1702-51-verso,Mother,,1702,1701-1702-51,1701-1702,1701/1702,7272
Laxton-1702-51-verso,Noli me tangere,,1702,1701-1702-51,1701-1702,1701/1702,7273
Laxton-1702-51-verso,Palsie,2,1702,1701-1702-51,1701-1702,1701/1702,7274
Laxton-1702-51-verso,Plague,,1702,1701-1702-51,1701-1702,1701/1702,7275
Laxton-1702-51-verso,Planet,,1702,1701-1702-51,1701-1702,1701/1702,7276
Laxton-1702-51-verso,Plurisie,1,1702,1701-1702-51,1701-1702,1701/1702,7277
Laxton-1702-51-verso,Purples,,1702,1701-1702-51,1701-1702,1701/1702,7278
Laxton-1702-51-verso,Quinsie,,1702,1701-1702-51,1701-1702,1701/1702,7279
Laxton-1702-51-verso,Rash,,1702,1701-1702-51,1701-1702,1701/1702,7280
Laxton-1702-51-verso,Rheumatism,,1702,1701-1702-51,1701-1702,1701/1702,7281
Laxton-1702-51-verso,Rickets,5,1702,1701-1702-51,1701-1702,1701/1702,7282
Laxton-1702-51-verso,Rising of the Lights,1,1702,1701-1702-51,1701-1702,1701/1702,7283
Laxton-1702-51-verso,Running of the Reins,,1702,1701-1702-51,1701-1702,1701/1702,7284
Laxton-1702-51-verso,Rupture,,1702,1701-1702-51,1701-1702,1701/1702,7285
Laxton-1702-51-verso,Scald Head,,1702,1701-1702-51,1701-1702,1701/1702,7286
Laxton-1702-51-verso,Scarlet Fever,,1702,1701-1702-51,1701-1702,1701/1702,7287
Laxton-1702-51-verso,Sciatica,,1702,1701-1702-51,1701-1702,1701/1702,7288
Laxton-1702-51-verso,Scowring,,1702,1701-1702-51,1701-1702,1701/1702,7289
Laxton-1702-51-verso,Scurvy,,1702,1701-1702-51,1701-1702,1701/1702,7290
Laxton-1702-51-verso,Sores,,1702,1701-1702-51,1701-1702,1701/1702,7291
Laxton-1702-51-verso,Shingles,,1702,1701-1702-51,1701-1702,1701/1702,7292
Laxton-1702-51-verso,Spleen,,1702,1701-1702-51,1701-1702,1701/1702,7293
Laxton-1702-51-verso,Spotted-Fever,1,1702,1701-1702-51,1701-1702,1701/1702,7294
Laxton-1702-51-verso,St. Anthony's Fire,,1702,1701-1702-51,1701-1702,1701/1702,7295
Laxton-1702-51-verso,Starved,,1702,1701-1702-51,1701-1702,1701/1702,7296
Laxton-1702-51-verso,Stone,,1702,1701-1702-51,1701-1702,1701/1702,7297
Laxton-1702-51-verso,Stopping of the Stomach,3,1702,1701-1702-51,1701-1702,1701/1702,7298
Laxton-1702-51-verso,Strangury,,1702,1701-1702-51,1701-1702,1701/1702,7299
Laxton-1702-51-verso,Strongullion,,1702,1701-1702-51,1701-1702,1701/1702,7300
Laxton-1702-51-verso,Suddenly,2,1702,1701-1702-51,1701-1702,1701/1702,7301
Laxton-1702-51-verso,Surfeit,1,1702,1701-1702-51,1701-1702,1701/1702,7302
Laxton-1702-51-verso,Swelling in the Throat,,1702,1701-1702-51,1701-1702,1701/1702,7303
Laxton-1702-51-verso,Swine-Pox,,1702,1701-1702-51,1701-1702,1701/1702,7304
Laxton-1702-51-verso,Teeth,20,1702,1701-1702-51,1701-1702,1701/1702,7305
Laxton-1702-51-verso,Thrush,1,1702,1701-1702-51,1701-1702,1701/1702,7306
Laxton-1702-51-verso,Tissick,2,1702,1701-1702-51,1701-1702,1701/1702,7307
Laxton-1702-51-verso,Tympany,2,1702,1701-1702-51,1701-1702,1701/1702,7308
Laxton-1702-51-verso,Twisting of the Guts,,1702,1701-1702-51,1701-1702,1701/1702,7309
Laxton-1702-51-verso,Ulcer,2,1702,1701-1702-51,1701-1702,1701/1702,7310
Laxton-1702-51-verso,Vapours,,1702,1701-1702-51,1701-1702,1701/1702,7311
Laxton-1702-51-verso,Vomiting,,1702,1701-1702-51,1701-1702,1701/1702,7312
Laxton-1702-51-verso,Water in the Head,,1702,1701-1702-51,1701-1702,1701/1702,7313
Laxton-1702-51-verso,Wen,,1702,1701-1702-51,1701-1702,1701/1702,7314
Laxton-1702-51-verso,Wind,,1702,1701-1702-51,1701-1702,1701/1702,7315
Laxton-1702-51-verso,Wolf,,1702,1701-1702-51,1701-1702,1701/1702,7316
Laxton-1702-51-verso,Worms,4,1702,1701-1702-51,1701-1702,1701/1702,7317
Laxton-1702-51-verso,Abortive,3,1702,1701-1702-51,1701-1702,1701/1702,7318
Laxton-1702-51-verso,Overlaid,3,1702,1701-1702-51,1701-1702,1701/1702,7319
Laxton-1702-51-verso,Still-born,11,1702,1701-1702-51,1701-1702,1701/1702,7320
Laxton-1702-51-verso,Drowned,3,1702,1701-1702-51,1701-1702,1701/1702,7321
Laxton-1702-51-verso,Found Dead,,1702,1701-1702-51,1701-1702,1701/1702,7322
Laxton-1702-51-verso,Executed,,1702,1701-1702-51,1701-1702,1701/1702,7323
Laxton-1702-51-verso,Killed,,1702,1701-1702-51,1701-1702,1701/1702,7324
Laxton-1702-51-verso,Suicide,1,1702,1701-1702-51,1701-1702,1701/1702,7325
Laxton-1702-51-verso,Other,2,1702,1701-1702-51,1701-1702,1701/1702,7326
Laxton-1702-52-verso,Aged,29,1702,1701-1702-52,1701-1702,1701/1702,7327
Laxton-1702-52-verso,Ague,,1702,1701-1702-52,1701-1702,1701/1702,7328
Laxton-1702-52-verso,Apoplexy,1,1702,1701-1702-52,1701-1702,1701/1702,7329
Laxton-1702-52-verso,Asthma,,1702,1701-1702-52,1701-1702,1701/1702,7330
Laxton-1702-52-verso,Bed-ridden,,1702,1701-1702-52,1701-1702,1701/1702,7331
Laxton-1702-52-verso,Blasted,,1702,1701-1702-52,1701-1702,1701/1702,7332
Laxton-1702-52-verso,Bleeding,,1702,1701-1702-52,1701-1702,1701/1702,7333
Laxton-1702-52-verso,Bloody-flux,,1702,1701-1702-52,1701-1702,1701/1702,7334
Laxton-1702-52-verso,Calenture,,1702,1701-1702-52,1701-1702,1701/1702,7335
Laxton-1702-52-verso,Cancer,1,1702,1701-1702-52,1701-1702,1701/1702,7336
Laxton-1702-52-verso,Canker,,1702,1701-1702-52,1701-1702,1701/1702,7337
Laxton-1702-52-verso,Chicken Pox,,1702,1701-1702-52,1701-1702,1701/1702,7338
Laxton-1702-52-verso,Child-Bed,6,1702,1701-1702-52,1701-1702,1701/1702,7339
Laxton-1702-52-verso,Chrisoms,,1702,1701-1702-52,1701-1702,1701/1702,7340
Laxton-1702-52-verso,Cold,,1702,1701-1702-52,1701-1702,1701/1702,7341
Laxton-1702-52-verso,Colick,3,1702,1701-1702-52,1701-1702,1701/1702,7342
Laxton-1702-52-verso,Consumption,65,1702,1701-1702-52,1701-1702,1701/1702,7343
Laxton-1702-52-verso,Convulsion,113,1702,1701-1702-52,1701-1702,1701/1702,7344
Laxton-1702-52-verso,Cough,,1702,1701-1702-52,1701-1702,1701/1702,7345
Laxton-1702-52-verso,Cramp,,1702,1701-1702-52,1701-1702,1701/1702,7346
Laxton-1702-52-verso,Diabetes,,1702,1701-1702-52,1701-1702,1701/1702,7347
Laxton-1702-52-verso,Dropsie,19,1702,1701-1702-52,1701-1702,1701/1702,7348
Laxton-1702-52-verso,Falling-sickness,,1702,1701-1702-52,1701-1702,1701/1702,7349
Laxton-1702-52-verso,Fever,60,1702,1701-1702-52,1701-1702,1701/1702,7350
Laxton-1702-52-verso,Fistula,,1702,1701-1702-52,1701-1702,1701/1702,7351
Laxton-1702-52-verso,Flox and Small-Pox,6,1702,1701-1702-52,1701-1702,1701/1702,7352
Laxton-1702-52-verso,Flux,,1702,1701-1702-52,1701-1702,1701/1702,7353
Laxton-1702-52-verso,French-Pox,1,1702,1701-1702-52,1701-1702,1701/1702,7354
Laxton-1702-52-verso,Frets,,1702,1701-1702-52,1701-1702,1701/1702,7355
Laxton-1702-52-verso,Gangreen,,1702,1701-1702-52,1701-1702,1701/1702,7356
Laxton-1702-52-verso,Gout,1,1702,1701-1702-52,1701-1702,1701/1702,7357
Laxton-1702-52-verso,Gravel,,1702,1701-1702-52,1701-1702,1701/1702,7358
Laxton-1702-52-verso,Grief,,1702,1701-1702-52,1701-1702,1701/1702,7359
Laxton-1702-52-verso,Griping in the Guts,18,1702,1701-1702-52,1701-1702,1701/1702,7360
Laxton-1702-52-verso,Headache,,1702,1701-1702-52,1701-1702,1701/1702,7361
Laxton-1702-52-verso,Headmouldshot,,1702,1701-1702-52,1701-1702,1701/1702,7362
Laxton-1702-52-verso,Hooping Cough,,1702,1701-1702-52,1701-1702,1701/1702,7363
Laxton-1702-52-verso,Hiccough,,1702,1701-1702-52,1701-1702,1701/1702,7364
Laxton-1702-52-verso,Horshoehead,,1702,1701-1702-52,1701-1702,1701/1702,7365
Laxton-1702-52-verso,Impostume,,1702,1701-1702-52,1701-1702,1701/1702,7366
Laxton-1702-52-verso,Infants,,1702,1701-1702-52,1701-1702,1701/1702,7367
Laxton-1702-52-verso,Inflammation,,1702,1701-1702-52,1701-1702,1701/1702,7368
Laxton-1702-52-verso,Itch,,1702,1701-1702-52,1701-1702,1701/1702,7369
Laxton-1702-52-verso,Jaundies,,1702,1701-1702-52,1701-1702,1701/1702,7370
Laxton-1702-52-verso,Jaw-fallen,,1702,1701-1702-52,1701-1702,1701/1702,7371
Laxton-1702-52-verso,Kings Evil,1,1702,1701-1702-52,1701-1702,1701/1702,7372
Laxton-1702-52-verso,Leprosie,,1702,1701-1702-52,1701-1702,1701/1702,7373
Laxton-1702-52-verso,Lethargy,,1702,1701-1702-52,1701-1702,1701/1702,7374
Laxton-1702-52-verso,Liver-grown,,1702,1701-1702-52,1701-1702,1701/1702,7375
Laxton-1702-52-verso,Looseness,,1702,1701-1702-52,1701-1702,1701/1702,7376
Laxton-1702-52-verso,Lunatick and Frenzy,,1702,1701-1702-52,1701-1702,1701/1702,7377
Laxton-1702-52-verso,Malignant Fever,,1702,1701-1702-52,1701-1702,1701/1702,7378
Laxton-1702-52-verso,Meagrim,,1702,1701-1702-52,1701-1702,1701/1702,7379
Laxton-1702-52-verso,Measles,,1702,1701-1702-52,1701-1702,1701/1702,7380
Laxton-1702-52-verso,Miscarriage,,1702,1701-1702-52,1701-1702,1701/1702,7381
Laxton-1702-52-verso,Mortification,,1702,1701-1702-52,1701-1702,1701/1702,7382
Laxton-1702-52-verso,Mother,,1702,1701-1702-52,1701-1702,1701/1702,7383
Laxton-1702-52-verso,Noli me tangere,,1702,1701-1702-52,1701-1702,1701/1702,7384
Laxton-1702-52-verso,Palsie,,1702,1701-1702-52,1701-1702,1701/1702,7385
Laxton-1702-52-verso,Plague,,1702,1701-1702-52,1701-1702,1701/1702,7386
Laxton-1702-52-verso,Planet,,1702,1701-1702-52,1701-1702,1701/1702,7387
Laxton-1702-52-verso,Plurisie,,1702,1701-1702-52,1701-1702,1701/1702,7388
Laxton-1702-52-verso,Purples,,1702,1701-1702-52,1701-1702,1701/1702,7389
Laxton-1702-52-verso,Quinsie,,1702,1701-1702-52,1701-1702,1701/1702,7390
Laxton-1702-52-verso,Rash,,1702,1701-1702-52,1701-1702,1701/1702,7391
Laxton-1702-52-verso,Rheumatism,,1702,1701-1702-52,1701-1702,1701/1702,7392
Laxton-1702-52-verso,Rickets,8,1702,1701-1702-52,1701-1702,1701/1702,7393
Laxton-1702-52-verso,Rising of the Lights,1,1702,1701-1702-52,1701-1702,1701/1702,7394
Laxton-1702-52-verso,Running of the Reins,,1702,1701-1702-52,1701-1702,1701/1702,7395
Laxton-1702-52-verso,Rupture,1,1702,1701-1702-52,1701-1702,1701/1702,7396
Laxton-1702-52-verso,Scald Head,,1702,1701-1702-52,1701-1702,1701/1702,7397
Laxton-1702-52-verso,Scarlet Fever,,1702,1701-1702-52,1701-1702,1701/1702,7398
Laxton-1702-52-verso,Sciatica,,1702,1701-1702-52,1701-1702,1701/1702,7399
Laxton-1702-52-verso,Scowring,,1702,1701-1702-52,1701-1702,1701/1702,7400
Laxton-1702-52-verso,Scurvy,,1702,1701-1702-52,1701-1702,1701/1702,7401
Laxton-1702-52-verso,Sores,,1702,1701-1702-52,1701-1702,1701/1702,7402
Laxton-1702-52-verso,Shingles,,1702,1701-1702-52,1701-1702,1701/1702,7403
Laxton-1702-52-verso,Spleen,,1702,1701-1702-52,1701-1702,1701/1702,7404
Laxton-1702-52-verso,Spotted-Fever,,1702,1701-1702-52,1701-1702,1701/1702,7405
Laxton-1702-52-verso,St. Anthony's Fire,,1702,1701-1702-52,1701-1702,1701/1702,7406
Laxton-1702-52-verso,Starved,,1702,1701-1702-52,1701-1702,1701/1702,7407
Laxton-1702-52-verso,Stone,,1702,1701-1702-52,1701-1702,1701/1702,7408
Laxton-1702-52-verso,Stopping of the Stomach,6,1702,1701-1702-52,1701-1702,1701/1702,7409
Laxton-1702-52-verso,Strangury,,1702,1701-1702-52,1701-1702,1701/1702,7410
Laxton-1702-52-verso,Strongullion,,1702,1701-1702-52,1701-1702,1701/1702,7411
Laxton-1702-52-verso,Suddenly,3,1702,1701-1702-52,1701-1702,1701/1702,7412
Laxton-1702-52-verso,Surfeit,5,1702,1701-1702-52,1701-1702,1701/1702,7413
Laxton-1702-52-verso,Swelling in the Throat,,1702,1701-1702-52,1701-1702,1701/1702,7414
Laxton-1702-52-verso,Swine-Pox,,1702,1701-1702-52,1701-1702,1701/1702,7415
Laxton-1702-52-verso,Teeth,28,1702,1701-1702-52,1701-1702,1701/1702,7416
Laxton-1702-52-verso,Thrush,1,1702,1701-1702-52,1701-1702,1701/1702,7417
Laxton-1702-52-verso,Tissick,7,1702,1701-1702-52,1701-1702,1701/1702,7418
Laxton-1702-52-verso,Tympany,,1702,1701-1702-52,1701-1702,1701/1702,7419
Laxton-1702-52-verso,Twisting of the Guts,,1702,1701-1702-52,1701-1702,1701/1702,7420
Laxton-1702-52-verso,Ulcer,,1702,1701-1702-52,1701-1702,1701/1702,7421
Laxton-1702-52-verso,Vapours,,1702,1701-1702-52,1701-1702,1701/1702,7422
Laxton-1702-52-verso,Vomiting,,1702,1701-1702-52,1701-1702,1701/1702,7423
Laxton-1702-52-verso,Water in the Head,,1702,1701-1702-52,1701-1702,1701/1702,7424
Laxton-1702-52-verso,Wen,,1702,1701-1702-52,1701-1702,1701/1702,7425
Laxton-1702-52-verso,Wind,,1702,1701-1702-52,1701-1702,1701/1702,7426
Laxton-1702-52-verso,Wolf,,1702,1701-1702-52,1701-1702,1701/1702,7427
Laxton-1702-52-verso,Worms,2,1702,1701-1702-52,1701-1702,1701/1702,7428
Laxton-1702-52-verso,Abortive,1,1702,1701-1702-52,1701-1702,1701/1702,7429
Laxton-1702-52-verso,Overlaid,3,1702,1701-1702-52,1701-1702,1701/1702,7430
Laxton-1702-52-verso,Still-born,10,1702,1701-1702-52,1701-1702,1701/1702,7431
Laxton-1702-52-verso,Drowned,1,1702,1701-1702-52,1701-1702,1701/1702,7432
Laxton-1702-52-verso,Found Dead,,1702,1701-1702-52,1701-1702,1701/1702,7433
