"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique ID","Start Day","Start Month","End Day","End month","St Alban Woodstreet - Buried","Alhallows Barking - Buried","Allhallows Breadstreet - Buried","Allhallows Great - Buried","Alhallows Honylane - Buried","Alhallows Lesse - Buried","Alhallows Lumbardstreet - Buried","Alhallows Stayning - Buried","Alhallows the Wall - Buried","St Alphage - Buried","St Andrew Hubbard - Buried","St Andrew Undershaft - Buried","St Andrew Wardrobe - Buried","St Ann Aldersgate - Buried","St Ann Blackfryers - Buried","St Antholins Parish - Buried","St Austins Parish - Buried","St Bartholomew Exchange - Buried","St Bennet Fynck - Buried","St Bennet Gracechurch - Buried","St Bennet Paulswharf - Buried","St Bennet Sherehog - Buried","St Botolph Billingsgate - Buried","Christ Church - Buried","St Christophers - Buried","St Clement Eastcheap - Buried","St Dionis Backchurch - Buried","St Dunstan East - Buried","St Edmund Lumbardstr. - Buried","St Ethelborough - Buried","St Faith - Buried","St Foster - Buried","St Gabriel Fenchurch - Buried","St George Botolphlane - Buried","St Gregory by St Pauls - Buried","St Hellen - Buried","St James Dukes place - Buried","St James Garlickhithe - Buried","St John Baptist - Buried","St John Evangelist - Buried","St John Zachary - Buried","St Katharine Coleman - Buried","St Katharine Creechurch - Buried","St Lawrence Jewry - Buried","St Lawrence Pountney - Buried","St Leonard Eastcheap - Buried","St Leonard Fosterlane - Buried","St Magnus Parish - Buried","St Margaret Lothbury - Buried","St Margaret Moses - Buried","St Margaret Newfishstreet - Buried","St Margaret Pattons - Buried","St Mary Abchurch - Buried","St Mary Aldermanbury - Buried","St Mary Aldermary - Buried","St Mary le Bow - Buried","St Mary Bothaw - Buried","St Mary Colechurch - Buried","St Mary Hill - Buried","St Mary Mounthaw - Buried","St Mary Sommerset - Buried","St Mary Stayning - Buried","St Mary Woolchurch - Buried","St Mary Woolnoth - Buried","St Martin Iremongerlane - Buried","St Martin Ludgate - Buried","St Martin Orgars - Buried","St Martin Outwich - Buried","St Martin Vintrey - Buried","St Matthew Fridaystreet - Buried","St Maudlin Milkstreet - Buried","St Maudlin Oldfishstreet - Buried","St Michael Bassishaw - Buried","St Michael Cornhil - Buried","St Michael Crookedlane - Buried","St Michael Queenhithe - Buried","St Michael Quern - Buried","St Michael Royal - Buried","St Michael Woodstreet - Buried","St Mildred Breadstreet - Buried","St Mildred Poultrey - Buried","St Nicholas Acons - Buried","St Nicholas Coleabby - Buried","St Nicholas Olaves - Buried","St Olave Hartstreet - Buried","St Olave Jewry - Buried","St Olave Silverstreet - Buried","St Pancras Pancras street - Buried","St Peter Cheap - Buried","St Peter Cornhil - Buried","St Peter Paulswharf - Buried","St Peter Poor - Buried","St Steven Colemanstreet - Buried","St Steven Walbrook - Buried","St Swithin- Buried","St Thomas Apostles - Buried","Trinity Parish - Buried","Christened in the 97 parishes within the walls","Buried in the 97 parishes within the walls","Plague in the 97 parishes within the walls","St Andrew Holborn - Buried","St Bartholomew Great - Buried","St Bartholomew Less - Buried","St Botolph Aldersgate - Buried","St Botolph Aldgate - Buried","St Botolph Bishopsgate - Buried","Bridewel Precinct - Buried","St Bridget - Buried","St Dunstan West - Buried","St George Southwark - Buried","St Giles Cripplegate - Buried","St John Southwark","St Olave Southwark - Buried","Saviours Southwark - Buried","S Sepulchres Parish - Buried","St Thomas Southwark - Buried","Trinity Minories - Buried","Pesthouse Without the Walls - Buried","Christened in the parishes without the walls","Buried in the parishes without the walls","Plague in the parishes without the walls","St. Ann in Middlesex - Buried","Christ Church in Surry - Buried","Christ Church in Middlesex - Buried","St George in Bloomsbury - Buried","St. George in Middlesex","St. George by Queen's Square - Buried","St Giles in the Field - Buried","Hackney Parish - Buried","St John at Wapping - Buried","St James Clerkenwel - Buried","St Katharine Tower - Buried","Lambeth Parish - Buried","St Leonard Shoreditch - Buried","St. Luke in Middlesex - Buried","St Magdalen Bermondsey - Buried","St Mary Islington - Buried","St Mary Newington - Buried","St Mary Whitechappel - Buried","St Matthew at Bethnal Green - Buried","St Pauls Shadwel - Buried","Rothorith Parish - Buried","Stepney Parish - Buried","Christened in the out-Parishes in Middlesex and Surrey","Buried in the out-Parishes in Middlesex and Surrey","Plague in the out-Parishes in Middlesex and Surrey","St Ann in Westminster - Buried","St Clement Danes - Buried","St George by Hanover Square - Buried","St James in Westminster - Buried","St. John the Evangelist - Buried","St Paul Covent Garden - Buried","St Martin in the fields - Buried","St Mary Savoy - Buried","St Mary le Strand","St Margaret Westminster - Buried","Pesthouse in Westminster","Christened in the Parishes and Liberties of Westminster","Buried in the Parishes and Liberties of Westminster","Plague in the Parishes and Liberties of Westminster"
1201,449,297,1,1704,17,Laxton-1704-17-recto,4,April,11,April,,3,,,,2,,,,1,,,,,1,1,,1,,2,2,,,2,,,,1,,,,1,,,2,2,,,1,,,,,,,1,,,,,,2,,,,,1,,1,,,,,,,,1,,3,,,,,,,,,,,1,1,,1,,1,1,1,,,,1,,3,,,,,28,41,0,30,,,3,12,7,2,9,,5,22,,21,12,18,1,1,,93,143,0,,2,,,,,26,1,6,6,1,6,5,,13,,9,24,,6,9,46,105,160,0,10,5,,19,,4,25,2,,14,,71,79,0
1202,450,298,1,1704,18,Laxton-1704-18-recto,11,April,18,April,,,,1,,2,,2,3,1,1,,1,1,1,,,,,,,,,2,,1,,2,,1,,1,,,1,,,,,,,2,,1,,,,,1,,,1,,1,,1,,,,,,1,,,,,,1,,,,1,,1,,1,2,,,1,,,,,,,,,,2,,,3,,2,,,41,43,0,29,,,10,12,13,,4,6,6,19,,13,8,18,,,,88,138,0,,3,,,,,28,,6,6,4,4,20,,8,,4,16,,10,9,74,102,192,0,11,11,,21,,6,42,4,,13,,76,108,0
1203,451,299,1,1704,19,Laxton-1704-19-recto,18,April,25,April,1,2,,,,,,,2,,,2,,1,3,,,,3,,,,,1,,,1,1,1,,,,1,,2,1,,1,,,1,2,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,2,,,,,,,1,,,,,,1,,2,,1,,,,2,3,,1,,,,44,41,0,23,1,1,8,12,9,,3,3,7,22,,15,10,7,1,,,107,122,0,,1,,,,,26,2,5,6,2,9,6,,3,4,1,17,,5,3,32,95,122,0,15,9,,20,,4,33,4,,15,,68,100,0
1204,452,300,1,1704,20,Laxton-1704-20-recto,25,April,2,May,,1,,,,1,,2,1,1,1,,,,4,,1,,,,,,,2,,2,,,,,,1,,,,1,,,,,,,1,2,,,2,,,,,,,1,1,,,,,,,,,1,,,,,,1,,,1,,1,2,,,,,,,1,,,1,,,,,,,1,,,1,2,35,37,0,21,3,,4,12,11,,7,6,8,18,,13,8,11,1,,,86,123,0,,2,,,,,29,1,7,8,2,5,12,,9,1,1,13,,9,,43,101,142,0,6,8,,17,,3,28,2,,24,,61,88,0
1205,453,301,1,1704,21,Laxton-1704-21-recto,2,May,9,May,,2,2,1,,,,,,1,,,,,1,,,,,,,,,2,,,1,2,,1,1,,,1,3,,,2,1,,,2,,,,,1,1,,,,,1,,1,1,,,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,3,2,,1,,32,39,0,17,,,5,15,8,,8,3,7,25,,6,5,10,3,,,83,112,0,,3,,,,,30,2,5,7,4,5,9,,11,,,9,,6,2,45,112,138,0,9,7,,33,,4,32,2,,24,,75,111,0
1206,454,302,1,1704,22," Laxton-1704-22-recto",9,May,16,May,,1,,,,,,,1,,,,1,1,3,,1,2,,,4,,,6,,,1,,1,,,2,,,1,,,,1,,,3,1,1,2,,,1,1,,,,,,,1,,,,,,,,,,,1,1,1,,,,1,,,2,,2,,,,,,1,,,2,,1,,2,,,1,,,1,34,52,0,24,1,,1,13,12,,14,2,4,22,,10,16,7,,,,89,126,0,,2,,,,,26,5,6,7,2,6,11,,8,,4,18,,8,3,47,88,153,0,4,15,,20,,2,22,2,,14,,49,79,0
1207,455,317,1,1704,23,Laxton-1704-23-recto,16,May,23,May,,,1,,,,,2,2,1,,,,,3,,,,1,,3,,,2,,,,,,,1,,,,1,,1,1,,,,2,2,,1,,1,,2,,,,,,,,1,,,,2,,,,,,,,,,,,2,,,1,,,,,,,,1,,,,,,,,,2,,,,1,25,37,0,18,1,,4,9,5,1,7,2,5,19,,11,7,14,,,,75,103,0,,3,,,,,23,6,6,7,2,,11,,6,3,5,12,,,3,36,91,123,0,11,7,,17,,3,26,1,,19,,69,84,0
1208,456,318,1,1704,24,Laxton-1704-24-recto,23,May,30,May,1,,,,,,,,,,,1,2,,4,,,,,,,1,,3,,,,3,1,,1,,2,1,1,1,1,,,1,,1,1,1,1,,1,,1,,,,,1,,,,,,,1,,,,,2,,,,,,,,1,2,,,,,,,,,,,,,1,,1,,1,6,1,1,,,35,48,0,17,2,,3,11,7,,5,3,7,9,,11,7,18,4,1,,90,105,0,,1,,,,,25,2,6,5,3,4,14,,10,7,3,16,,24,5,33,89,158,0,6,10,,25,,3,27,3,,13,,49,87,0
1209,457,319,1,1704,25,Laxton-1704-25-recto,30,May,6,June,,1,,1,1,1,1,,,1,,1,,,5,,,,,1,3,,,2,,,1,,1,,1,1,,,2,1,,2,,,1,1,1,1,1,,,3,1,,,,,,1,1,,,,1,,1,,,,1,,,3,1,,,1,,,1,,,,2,,,1,1,,,,,,,1,,,,1,,,38,53,0,19,2,1,6,9,5,,7,4,14,20,,11,4,,,,,71,102,0,,4,,,,,21,4,5,6,1,8,10,,2,3,,21,,8,,34,91,127,0,5,4,,23,,5,18,,,25,,68,80,0
1210,458,320,1,1704,26,Laxton-1704-26-recto,6,June,13,June,,,,1,,,,,,1,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,2,1,1,2,,,,,1,1,,,1,,,,,1,,,,,,1,,1,,,,6,,,,,23,26,0,14,2,1,,4,8,2,5,2,5,22,,11,4,28,,,,90,108,0,,2,,,,,19,2,7,9,2,7,12,,2,3,2,11,,4,3,27,81,112,0,11,8,,11,,2,30,2,,14,,65,78,0
1211,459,321,1,1704,27,Laxton-1704-27-recto,13,June,20,June,,1,,1,,1,1,,,1,,,1,,2,,2,,,1,,,,3,,,1,2,,,1,1,,,,2,,1,,,,3,1,,,,2,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,24,33,0,13,4,,2,17,15,,6,6,5,18,,12,6,10,5,,,77,119,0,,1,,,,,17,2,5,6,3,5,10,,9,5,4,12,,5,,37,77,121,0,11,8,,19,,6,22,2,,9,,52,77,0
1212,460,343,1,1704,28,Laxton-1704-28-recto,20,June,27,June,1,2,,,,,,2,2,1,,,1,1,2,,,,,1,1,,,5,,,2,1,1,,1,1,,,2,2,2,,2,,1,2,2,,,,1,,,,,,,,,2,,,,,1,,,,,,,1,,,,1,1,,1,1,1,,,,1,,2,,1,,1,,,,1,,7,1,1,,,52,63,0,17,,,1,8,7,,2,2,7,19,,11,4,6,1,,,85,85,0,,1,,,,,25,1,4,4,5,,9,,5,,4,14,,10,4,31,93,117,0,13,6,,17,,7,33,1,,15,,56,92,0
1253,461,344,1,1704,29,Laxton-1704-29-recto,27,June,4,July,,2,2,,,,,,1,2,,,1,,1,,,,2,,,,,1,,1,,1,1,1,,,,,1,1,,,1,,1,,,,1,,,,1,,,,,2,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,1,1,,,1,3,1,,,2,26,37,0,14,1,1,4,8,7,,10,,8,18,,12,16,7,2,,,70,108,0,,1,,,,,11,2,4,5,,4,6,,5,3,2,6,,2,3,32,82,86,0,7,11,,19,,4,22,5,,27,,53,95,0
1254,462,345,1,1704,30,Laxton-1704-30-recto,4,July,11,July,2,2,,,,,2,,1,,,1,,1,5,,,2,1,,,,,3,,,,1,,1,,,,,3,1,,,,,,,2,,1,,,1,1,,,,1,,1,1,,,,1,,,,1,,1,,,,,,1,2,,,1,,,1,,,,,,1,,,,,,,1,5,,1,,,21,50,0,17,1,1,6,15,13,,6,,5,17,,18,8,9,1,1,,80,118,0,,2,,,,,20,2,10,2,6,7,8,,11,1,4,13,,9,3,28,88,126,0,6,2,,24,,2,38,1,,14,,82,87,0
1255,463,346,1,1704,31,Laxton-1704-31-recto,11,July,18,July,,1,1,,,,,2,1,,1,,4,1,4,,,,,,3,,,3,1,,4,,1,,2,,1,1,,2,2,3,3,,,3,3,3,,,2,3,,,,,1,1,,3,1,,,,,,,1,,,2,,,,,,1,1,,2,,,,,,,,,,,,,1,,,1,2,1,,,1,36,74,0,22,3,,4,10,16,1,8,1,4,31,,15,14,12,2,1,,88,144,0,,4,,,,,26,1,3,6,4,3,18,,11,2,4,23,,11,9,41,93,166,0,4,10,,24,,2,29,5,,28,,65,102,0
1256,464,347,1,1704,32,Laxton-1704-32-recto,18,July,25,July,,3,,1,,,,2,4,,,,1,,2,,1,,,,,,,,,,1,,1,,,,,,3,,,3,1,,1,3,1,,2,,1,1,1,,,,1,,,1,,,,,,,,1,1,,,,3,1,,,,,,,,1,,,,,,,1,,,,,,,1,4,,2,1,,45,51,0,20,4,2,1,13,10,,6,1,10,31,,24,12,10,,,,76,144,0,,3,,,,,21,4,3,4,5,7,21,,7,,5,16,,6,6,59,95,167,0,8,4,,17,,5,27,5,,28,,54,94,0
1257,465,348,1,1704,33,Laxton-1704-33-recto,25,July,1,August,,,,,,,1,2,3,3,,,,2,5,,1,,,,1,,,,,,,2,1,1,,,,,,2,,3,,,,1,2,,,,2,1,1,,,2,,,,,1,1,,1,1,,,,,2,,,,,,,,2,,,1,,,2,,,1,1,,,2,,1,1,,1,,,1,,,47,55,0,24,2,,6,13,12,,10,3,9,24,,15,14,8,,,,86,140,0,,3,,,,,22,,7,13,,9,20,,12,5,4,17,,14,3,58,116,187,0,9,8,,30,,1,21,2,,30,,65,101,0
1258,466,349,1,1704,34,Laxton-1704-34-recto,1,August,8,August,1,3,1,1,,,,,2,,,2,,1,2,,,,,,,,,3,,,2,1,1,1,,,,,1,,,,1,,,2,1,,,,,1,2,,,,,1,,,,,3,,1,,,,,1,,1,2,,,,,,,1,1,1,,,1,,1,1,,,1,,,1,,1,7,,,2,,33,57,0,19,2,1,5,9,13,,12,4,4,24,,25,13,15,,1,,82,147,0,,3,,,,,34,3,4,8,2,8,15,,2,6,4,14,,11,4,40,98,158,0,7,7,,27,,3,22,2,,14,,55,82,0
1259,467,350,1,1704,35,Laxton-1704-35-recto,8,August,15,August,1,,,,,,,,2,2,,,2,1,2,1,,1,,,,,,3,,,2,2,2,,1,,,,3,,,2,2,,,,,1,2,,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,2,1,,,2,,1,,,,,,1,,,,,,,3,1,1,1,,26,50,0,28,3,1,4,12,8,,4,1,2,30,,16,13,16,,,,69,138,0,,3,,,,,28,5,9,10,3,11,20,,13,9,5,24,,7,3,50,97,200,0,14,6,,22,,4,23,1,,30,,61,100,0
1260,468,351,1,1704,36,Laxton-1704-36-recto,15,August,22,August,,3,,1,,,,,3,1,,1,4,,3,1,1,,1,,2,,,1,1,1,1,,2,1,3,1,,1,,,,2,1,1,,7,,3,,,1,,1,,,1,,,1,2,,,1,1,1,1,,2,1,1,1,1,1,,,2,1,,,1,,,,,3,,1,1,1,1,1,,,2,,,5,,,,,51,83,0,33,,,7,16,11,4,7,4,11,25,,19,14,26,2,2,,84,181,0,,6,,,,,34,3,4,17,7,8,28,,13,11,4,25,,,7,72,86,239,0,13,9,,22,,3,35,1,,25,,63,108,
1261,469,352,1,1704,37,Laxton-1704-37-recto,22,August,29,August,1,3,,,,,,,1,,,1,4,,5,,,3,,,1,,,2,,,,2,1,,,,,,1,,,3,,,,1,,2,2,1,,,1,,,,2,,1,1,,,,,1,,,1,,,,,1,,,2,3,1,,1,,1,,,,,,,1,,,,,,1,2,1,,,1,1,38,57,0,16,,1,8,7,9,,8,5,11,30,,14,16,17,,1,,96,143,0,,2,,,,,48,8,6,9,5,11,17,,3,5,6,22,,24,,61,110,227,0,13,12,,13,,4,19,4,,26,,60,91,0
1262,470,360,1,1704,38,Laxton-1704-38-recto,29,August,5,September,,2,1,,,,1,1,3,1,,,,2,,1,,,,1,,,,2,1,,,1,1,,,1,,,2,2,,,,,,,1,2,,,2,2,,,,1,,2,2,,,,1,,,,,1,1,2,,,1,1,,,3,,,1,,1,,,,,4,,,,1,,,,,1,4,,,,2,34,58,0,23,1,1,5,11,13,1,6,2,14,16,,14,20,14,,,,85,141,0,,3,,,,,33,7,6,19,,6,20,,9,5,4,20,,17,15,56,94,220,0,10,8,,20,,2,30,4,,24,,54,98,0
1263,471,361,1,1704,39,Laxton-1704-39-recto,5,September,22,September,1,1,,,1,,,2,,,1,,,1,3,,,1,,,1,,,2,1,1,1,5,1,,1,,,1,1,,,2,,,,,1,,,,,2,,,,,1,,,,,,,,,,,1,,1,3,,,,,1,,,,,1,,,2,,,,,1,1,,,,,,,2,,,,,32,45,0,21,4,1,8,12,12,1,7,8,3,21,,16,16,15,1,,,83,146,0,,3,,,,,34,7,10,13,6,7,13,,4,3,4,21,,11,2,48,116,186,0,15,9,,18,,7,24,4,,30,,68,107,0
1264,472,362,1,1704,40,Laxton-1704-40-recto,12,September,19,September,1,,,,,,,1,2,1,,4,2,,2,1,,,3,2,1,,1,1,,,,,,,1,1,1,,1,,1,,,,,2,3,,,,,1,1,,,,,,1,,1,,,,,2,,,,,,,,,,1,2,,1,1,,,1,,,,1,,,1,1,1,,,,3,4,,,1,3,41,59,0,17,1,2,3,11,12,,2,6,10,22,,15,12,17,4,1,,92,135,0,,4,,,,,26,6,10,11,4,8,11,,11,1,4,18,,13,2,55,77,184,0,5,5,,17,,2,21,3,,26,,72,79,0
1265,473,363,1,1704,41,Laxton-1704-41-recto,19,September,26,September,,,,1,,,,1,4,,,3,1,1,3,,,1,1,,,,,1,,,2,1,1,1,1,3,,,,2,,,,,1,,2,,,,,1,,,,,,,,,,,,1,4,,,1,,,,,3,,,2,1,,1,1,,1,,,1,,,,2,,,,,1,,,3,,,,,43,54,0,17,2,,2,14,12,2,,4,10,19,,19,14,8,,1,,96,124,0,,3,,,,,47,2,6,,5,6,18,,7,2,3,25,,8,2,47,97,160,0,7,9,,26,,3,21,3,,23,,65,92,0
1266,474,364,1,1704,42,Laxton-1704-42-recto,26,September,3,October,1,1,,2,,,1,,2,1,,,1,2,,,,,,1,,1,,,,,,1,,2,3,,,,3,,1,,,,,,,3,1,,,,1,,,,,1,,3,,,2,,,,,1,,,,,1,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,24,40,0,12,,,9,7,12,,4,,7,18,,9,6,9,,1,,98,94,0,,3,,,,,19,3,6,11,1,3,9,,3,4,2,10,,10,3,54,112,141,0,8,11,,12,,3,19,3,,19,,68,75,0
1267,475,365,1,1704,43,Laxton-1704-43-recto,3,October,10,October,,2,3,,,,,,2,,,2,1,2,3,1,,2,1,1,,,,2,,1,,1,,,,1,,,,,,1,,,,2,,1,,1,1,,,,,1,,,,,,,,,,,,,1,1,1,,1,,,1,1,2,,,,,,,,,2,,,,,,,,,,2,2,1,,,51,47,0,13,,,3,20,10,,6,7,4,19,,22,14,10,,,,93,128,0,,3,,,,,33,2,7,8,2,2,10,,11,2,1,15,,9,3,40,127,148,0,8,5,,11,,2,15,1,,13,,64,55,0
1268,476,366,1,1704,44," Laxton-1704-44-recto",10,October,17,October,,,,,,,1,1,1,1,,,,,3,2,,1,,,,,,1,,,1,2,,1,3,1,,,,,,1,,,,,1,2,2,,,1,2,,,1,1,2,,,1,,2,,,,,,,1,,1,1,,,,,,,,,,,2,,,2,,1,,,1,,1,,,6,,,,,34,51,0,19,1,,5,14,8,,5,3,6,21,,8,13,12,2,,,90,117,0,,4,,,,,37,,2,5,4,5,9,,8,4,6,11,,10,6,29,115,134,0,8,10,,10,,1,27,2,,10,,71,63,0
1269,477,367,1,1704,45,Laxton-1704-45-recto,17,October,24,October,,1,,1,,1,,2,,,,1,1,,3,1,2,,,,2,,,,1,,,,,,1,1,,1,,,2,,1,,,3,,,,,1,1,,,,,,1,,,,,1,1,1,,,1,,,1,,,,,2,,,,,,,,,,,,,3,,,,,1,,1,3,1,1,2,,45,50,0,9,4,,6,13,9,,2,3,7,21,,9,8,6,5,,,101,102,0,,2,,,,,25,2,5,6,2,6,13,,11,1,3,16,,11,4,38,119,145,0,5,7,,10,,5,15,2,,18,,76,62,0
1270,478,368,1,1704,46,Laxton-1704-46-recto,24,October,31,October,1,2,,3,,,3,,2,2,,2,,1,5,,,1,,,1,,,1,1,,,1,,,,2,,,,1,,2,,,,1,1,,,,,1,,,,,,,1,1,,,1,,,,,,1,,,,2,1,,1,,2,,,,,,,,,2,1,1,,,,,2,1,,,,,,1,43,52,0,14,1,,5,15,15,,6,1,9,21,,6,12,6,1,1,,88,113,0,,3,,,,,23,2,4,3,2,8,16,,5,3,3,20,,7,6,32,97,137,0,7,8,,22,,3,23,3,,16,,79,82,0
1271,479,369,1,1704,47,Laxton-1704-47-recto,31,October,7,November,1,2,,5,,,,,1,,2,2,1,,2,,,1,1,,1,,,1,,,,2,,,2,1,1,,1,2,1,1,,,,,2,1,,1,,,1,,,1,1,,,,,,,,,3,,,1,,,,1,1,,,,,1,,,,,,,,1,,2,,,,,,,3,,,1,1,,42,53,0,12,1,,3,13,16,2,6,6,6,15,,9,11,10,,,,105,110,0,,4,,,,,19,,4,7,3,5,9,,5,3,5,18,,11,,35,99,128,0,13,11,,15,,5,31,,,15,,58,90,0
1272,480,380,1,1704,48,Laxton-1704-48-recto,7,November,14,November,2,,,2,,,,,1,,,1,1,1,2,,,,,,2,,,3,,,,,,1,,1,,1,2,1,2,2,,,,3,,1,,,,2,,,,,,1,1,1,,,2,,,,,1,,,,,,,,2,,,,,,1,,,1,,,,3,,,,,,,2,5,,,,,93,51,0,15,2,1,4,8,13,2,8,4,7,25,,15,9,10,2,1,,121,126,0,,3,,,,,18,,8,2,3,,13,,4,,3,8,,8,9,47,95,126,0,4,10,,11,,1,16,1,,10,,67,53,0
1313,481,381,1,1704,49,Laxton-1704-49-recto,14,November,21,November,,2,,3,,,,,,,,,,,3,,,2,1,,2,,,1,,,,,,1,4,,,,4,,,,1,,,,2,1,,,,1,1,,,,,,,1,,,,,,,,,,,,,1,1,,,1,,,3,,,,,,,1,,,,,,,1,,,6,1,,,2,32,47,0,18,2,,1,14,7,,,4,8,24,,17,10,14,,,,92,119,0,,4,,,,,21,,9,3,3,10,13,,8,3,2,14,,11,7,47,117,115,0,4,10,,12,,2,23,1,,15,,65,67,0
1314,482,382,1,1704,50,Laxton-1704-50-recto,21,November,28,November,,,,,,,,,3,1,,,1,1,2,,,,1,,,,,1,,,,1,2,1,,,,,1,,,1,,,,,1,1,,1,1,,,,,,1,1,,1,,,,1,,1,,1,1,,2,,,,,2,,,2,,1,,1,,,,,,2,,,,,,,,4,,,,,33,41,0,15,1,,2,11,13,,2,3,8,24,,6,11,10,2,,,106,108,0,,4,,,,,8,3,3,5,3,4,11,,3,,,17,,14,4,41,121,120,0,4,8,,9,,3,23,1,,23,,65,71,0
1315,483,383,1,1704,51,Laxton-1704-51-recto,28,November,5,December,,,,1,,1,,,,,,,,,2,,1,2,2,1,,,,2,,,1,2,,1,2,1,,,,,,,,,,1,1,,,,,,2,,,,1,,1,2,,1,,,1,1,,,,,,,2,,,,1,,,,,,1,,,,,,1,,,,,1,,,2,2,1,,,44,41,0,18,,1,3,6,7,,3,3,4,25,,12,17,7,2,1,,85,109,0,,2,,,,,22,8,5,4,4,5,9,,6,2,6,14,,5,5,42,118,139,0,2,6,,14,,3,17,3,,15,,84,60,0
1316,484,384,1,1704,52," Laxton-1704-52-recto",5,December,12,December,,,1,2,,,,,,,,1,1,,3,,,1,2,,1,,,3,,1,,1,,,1,1,2,,1,,,1,,,,3,1,,,,,,,,,,1,3,,,,,1,,,,,1,,1,,,1,,,1,,1,3,1,1,1,,,,,,,2,,,,1,,,2,4,,,,,39,51,0,16,5,,3,10,9,,7,3,12,23,,13,10,12,,,,89,123,0,,4,,,,,20,3,4,5,3,3,9,,4,3,2,7,,11,4,63,116,145,0,6,13,,13,,6,44,,,16,,56,98,0
1355,485,391,1,1704,01,Laxton-1704-01-recto,19,December,26,December,,2,,,,,,,2,1,,,3,1,3,,,,,,,,,,2,,,2,1,,,,,,1,,1,,,,,2,2,,,1,,,,,,,1,,,,,,2,,,,,,,1,,,,,,1,1,,,1,,,,,1,,,1,1,3,,,,2,,2,3,,1,,2,25,47,,25,2,,4,10,11,,9,4,8,17,,13,11,9,1,,,85,124,,,2,,,,,21,,6,8,1,6,14,,6,2,3,18,,10,5,44,106,156,,5,12,,12,,4,27,1,,15,,,68,76
1356,486,392,1,1704,02,Laxton-1700-02-recto,26,December,2,January,,2,,,,,,3,,1,,1,1,1,1,,,,4,,,,1,2,1,1,1,4,,,,1,,1,3,3,,1,1,,2,2,1,,,1,2,1,,1,,,1,2,2,,,,,,,,,,,,1,,3,,,1,,,,1,,,,,,1,,,1,,1,,,,1,,2,,,,,36,61,,17,2,1,8,11,12,,8,5,10,22,,16,15,7,3,,,92,137,,,,,,,,22,3,7,4,4,7,7,,5,,2,10,,8,2,53,92,137,,5,6,,23,,3,19,3,,21,,72,80,
1357,487,393,1,1704,03,Laxton-1704-03-recto,2,January,9,January,,,,2,,,1,,,,,,2,3,2,,,1,,1,,,,,1,,,2,1,3,1,,,,1,2,,,1,1,,4,1,,,1,,3,2,,,1,,1,,1,,,,1,3,,,,1,1,,,,1,,1,,,,3,1,2,1,,,1,,,,,,,1,,2,,3,,,,1,36,62,,14,3,2,6,20,9,,6,5,10,20,,14,9,8,1,,,91,127,,,2,,,,,33,2,8,3,5,8,9,,5,3,,15,,,3,45,106,141,,8,9,,18,,1,28,2,,27,,55,93,
1358,488,394,1,1704,04,Laxton-1704-04-recto,09,January,16,January,1,1,,5,,,,,2,,,,1,1,5,1,,2,1,,2,,1,2,,,,,,3,1,2,,,3,,3,,,,,2,1,,,,1,,,,,1,,1,,,,,3,,1,,,,,,,,,,,1,,1,,1,,,,,,,1,,,,,,,,,2,1,,,1,1,43,56,,23,1,2,4,18,16,,7,3,13,22,,15,14,12,2,,,102,152,,,3,,,,,42,2,5,6,3,2,17,,9,3,8,26,,19,9,60,114,205,,7,10,,16,,2,33,2,,27,,73,97,
1359,489,395,1,1704,05,Laxton-1704-05-recto,16,January,23,January,2,2,,,,,,,4,1,1,1,1,1,,,1,,,1,,,,4,,,3,1,,,1,,,,1,2,,,,,,3,,3,1,,,3,2,,,,1,1,2,1,1,,,,,3,,2,,3,,2,2,,,2,,1,,,2,,,,,,1,,2,2,1,,,2,1,1,6,,1,,,51,79,,22,3,,10,20,21,,7,3,8,30,,26,21,19,,,,82,190,,,5,,,,,34,2,12,17,5,3,11,,14,6,8,22,,10,6,56,121,211,,9,10,,18,,3,28,4,,25,,77,97,
1360,490,396,1,1704,06,Laxton-1704-06-recto,23,January,30,January,2,4,,,,,1,3,,2,,,2,1,4,1,,,,,3,,,4,2,,,2,1,2,,,,1,2,,3,1,,,2,3,,1,,2,1,,1,,,1,3,1,,,,,,,1,,,1,,3,,,,,,,,,,1,,,,,,,1,1,2,,1,,,,,1,4,,1,,1,37,75,,21,4,,5,33,19,,14,4,11,37,,19,27,26,1,1,,90,222,,,4,,,,,56,3,6,15,7,12,30,,13,,9,22,,10,4,63,95,254,,14,16,,36,,8,54,2,,25,,78,155,
