year,week,unique_identifier,start_day,start_month,end_day,end_month,parish_name,count_type,count,missing,illegible,source,bill_type,joinid,start_year,end_year
1724,90,Millar-1724-1725-GeneralBill,15,December,14,December,Christened in the parishes without the walls,Total,6320,,,millar post-plague,General,1724121517241214,1724,1725
1724,90,Millar-1724-1725-GeneralBill,15,December,14,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6890,,,millar post-plague,General,1724121517241214,1724,1725
1724,90,Millar-1724-1725-GeneralBill,15,December,14,December,Christened in the Parishes and Liberties of Westminster,Total,3827,,,millar post-plague,General,1724121517241214,1724,1725
1725,90,Millar-1725-1726-GeneralBill,14,December,13,December,Christened in the 97 parishes within the walls,Total,1982,,,millar post-plague,General,1725121417251213,1725,1726
1725,90,Millar-1725-1726-GeneralBill,14,December,13,December,Christened in the parishes without the walls,Total,6157,,,millar post-plague,General,1725121417251213,1725,1726
1725,90,Millar-1725-1726-GeneralBill,14,December,13,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6919,,,millar post-plague,General,1725121417251213,1725,1726
1725,90,Millar-1725-1726-GeneralBill,14,December,13,December,Christened in the Parishes and Liberties of Westminster,Total,3750,,,millar post-plague,General,1725121417251213,1725,1726
1726,90,Millar-1726-1727-GeneralBill,14,December,12,December,Christened in the 97 parishes within the walls,Total,1843,,,millar post-plague,General,1726121417261212,1726,1727
1726,90,Millar-1726-1727-GeneralBill,14,December,12,December,Christened in the parishes without the walls,Total,5933,,,millar post-plague,General,1726121417261212,1726,1727
1726,90,Millar-1726-1727-GeneralBill,14,December,12,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6763,,,millar post-plague,General,1726121417261212,1726,1727
1726,90,Millar-1726-1727-GeneralBill,14,December,12,December,Christened in the Parishes and Liberties of Westminster,Total,3713,,,millar post-plague,General,1726121417261212,1726,1727
1727,90,Millar-1727-1728-GeneralBill,11,December,10,December,Christened in the 97 parishes within the walls,Total,1574,,,millar post-plague,General,1727121117271210,1727,1728
1727,90,Millar-1727-1728-GeneralBill,11,December,10,December,Christened in the parishes without the walls,Total,5570,,,millar post-plague,General,1727121117271210,1727,1728
1727,90,Millar-1727-1728-GeneralBill,11,December,10,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6027,,,millar post-plague,General,1727121117271210,1727,1728
1727,90,Millar-1727-1728-GeneralBill,11,December,10,December,Christened in the Parishes and Liberties of Westminster,Total,3481,,,millar post-plague,General,1727121117271210,1727,1728
1728,90,Millar-1728-1729-GeneralBill,10,December,9,December,Christened in the 97 parishes within the walls,Total,1703,,,millar post-plague,General,1728121017281209,1728,1729
1728,90,Millar-1728-1729-GeneralBill,10,December,9,December,Christened in the parishes without the walls,Total,5504,,,millar post-plague,General,1728121017281209,1728,1729
1728,90,Millar-1728-1729-GeneralBill,10,December,9,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6405,,,millar post-plague,General,1728121017281209,1728,1729
1728,90,Millar-1728-1729-GeneralBill,10,December,9,December,Christened in the Parishes and Liberties of Westminster,Total,3448,,,millar post-plague,General,1728121017281209,1728,1729
1729,90,Millar-1729-1730-GeneralBill,9,December,15,December,Christened in the 97 parishes within the walls,Total,1564,,,millar post-plague,General,1729120917291215,1729,1730
1729,90,Millar-1729-1730-GeneralBill,9,December,15,December,Christened in the parishes without the walls,Total,5585,,,millar post-plague,General,1729120917291215,1729,1730
1729,90,Millar-1729-1730-GeneralBill,9,December,15,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6082,,,millar post-plague,General,1729120917291215,1729,1730
1729,90,Millar-1729-1730-GeneralBill,9,December,15,December,Christened in the Parishes and Liberties of Westminster,Total,3687,,,millar post-plague,General,1729120917291215,1729,1730
1730,90,Millar-1730-1731-GeneralBill,15,December,14,December,Christened in the 97 parishes within the walls,Total,1593,,,millar post-plague,General,1730121517301214,1730,1731
1730,90,Millar-1730-1731-GeneralBill,15,December,14,December,Christened in the parishes without the walls,Total,5809,,,millar post-plague,General,1730121517301214,1730,1731
1730,90,Millar-1730-1731-GeneralBill,15,December,14,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6470,,,millar post-plague,General,1730121517301214,1730,1731
1730,90,Millar-1730-1731-GeneralBill,15,December,14,December,Christened in the Parishes and Liberties of Westminster,Total,3958,,,millar post-plague,General,1730121517301214,1730,1731
1731,90,Millar-1731-1732-GeneralBill,14,December,12,December,Christened in the 97 parishes within the walls,Total,1551,,,millar post-plague,General,1731121417311212,1731,1732
1731,90,Millar-1731-1732-GeneralBill,14,December,12,December,Christened in the parishes without the walls,Total,5874,,,millar post-plague,General,1731121417311212,1731,1732
1731,90,Millar-1731-1732-GeneralBill,14,December,12,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6345,,,millar post-plague,General,1731121417311212,1731,1732
1731,90,Millar-1731-1732-GeneralBill,14,December,12,December,Christened in the Parishes and Liberties of Westminster,Total,4018,,,millar post-plague,General,1731121417311212,1731,1732
1732,90,Millar-1732-1733-GeneralBill,12,December,11,December,Christened in the 97 parishes within the walls,Total,1480,,,millar post-plague,General,1732121217321211,1732,1733
1732,90,Millar-1732-1733-GeneralBill,12,December,11,December,Christened in the parishes without the walls,Total,5768,,,millar post-plague,General,1732121217321211,1732,1733
1732,90,Millar-1732-1733-GeneralBill,12,December,11,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6355,,,millar post-plague,General,1732121217321211,1732,1733
1732,90,Millar-1732-1733-GeneralBill,12,December,11,December,Christened in the Parishes and Liberties of Westminster,Total,3862,,,millar post-plague,General,1732121217321211,1732,1733
1733,90,Millar-1733-1734-GeneralBill,12,December,10,December,Christened in the 97 parishes within the walls,Total,1441,,,millar post-plague,General,1733121217331210,1733,1734
1733,90,Millar-1733-1734-GeneralBill,12,December,10,December,Christened in the parishes without the walls,Total,4909,,,millar post-plague,General,1733121217331210,1733,1734
1733,90,Millar-1733-1734-GeneralBill,12,December,10,December,Christened in the out-Parishes in Middlesex and Surrey,Total,7171,,,millar post-plague,General,1733121217331210,1733,1734
1733,90,Millar-1733-1734-GeneralBill,12,December,10,December,Christened in the Parishes and Liberties of Westminster,Total,4109,,,millar post-plague,General,1733121217331210,1733,1734
1734,90,Millar-1734-1735-GeneralBill,12,December,9,December,Christened in the 97 parishes within the walls,Total,1424,,,millar post-plague,General,1734121217341209,1734,1735
1734,90,Millar-1734-1735-GeneralBill,12,December,9,December,Christened in the parishes without the walls,Total,4770,,,millar post-plague,General,1734121217341209,1734,1735
1734,90,Millar-1734-1735-GeneralBill,12,December,9,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6742,,,millar post-plague,General,1734121217341209,1734,1735
1734,90,Millar-1734-1735-GeneralBill,12,December,9,December,Christened in the Parishes and Liberties of Westminster,Total,3937,,,millar post-plague,General,1734121217341209,1734,1735
1735,90,Millar-1735-1736-GeneralBill,9,December,7,December,Christened in the 97 parishes within the walls,Total,1452,,,millar post-plague,General,1735120917351207,1735,1736
1735,90,Millar-1735-1736-GeneralBill,9,December,7,December,Christened in the parishes without the walls,Total,4475,,,millar post-plague,General,1735120917351207,1735,1736
1735,90,Millar-1735-1736-GeneralBill,9,December,7,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6780,,,millar post-plague,General,1735120917351207,1735,1736
1735,90,Millar-1735-1736-GeneralBill,9,December,7,December,Christened in the Parishes and Liberties of Westminster,Total,3784,,,millar post-plague,General,1735120917351207,1735,1736
1736,90,Millar-1736-1737-GeneralBill,7,December,13,December,Christened in the 97 parishes within the walls,Total,1430,,,millar post-plague,General,1736120717361213,1736,1737
1736,90,Millar-1736-1737-GeneralBill,7,December,13,December,Christened in the parishes without the walls,Total,4670,,,millar post-plague,General,1736120717361213,1736,1737
1736,90,Millar-1736-1737-GeneralBill,7,December,13,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6735,,,millar post-plague,General,1736120717361213,1736,1737
1736,90,Millar-1736-1737-GeneralBill,7,December,13,December,Christened in the Parishes and Liberties of Westminster,Total,3925,,,millar post-plague,General,1736120717361213,1736,1737
1737,90,Millar-1737-1738-GeneralBill,13,December,12,December,Christened in the 97 parishes within the walls,Total,1283,,,millar post-plague,General,1737121317371212,1737,1738
1737,90,Millar-1737-1738-GeneralBill,13,December,12,December,Christened in the parishes without the walls,Total,4325,,,millar post-plague,General,1737121317371212,1737,1738
1737,90,Millar-1737-1738-GeneralBill,13,December,12,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6412,,,millar post-plague,General,1737121317371212,1737,1738
1737,90,Millar-1737-1738-GeneralBill,13,December,12,December,Christened in the Parishes and Liberties of Westminster,Total,4040,,,millar post-plague,General,1737121317371212,1737,1738
1738,90,Millar-1738-1739-GeneralBill,12,December,11,December,Christened in the 97 parishes within the walls,Total,1331,,,millar post-plague,General,1738121217381211,1738,1739
1738,90,Millar-1738-1739-GeneralBill,12,December,11,December,Christened in the parishes without the walls,Total,4450,,,millar post-plague,General,1738121217381211,1738,1739
1738,90,Millar-1738-1739-GeneralBill,12,December,11,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6585,,,millar post-plague,General,1738121217381211,1738,1739
1738,90,Millar-1738-1739-GeneralBill,12,December,11,December,Christened in the Parishes and Liberties of Westminster,Total,3815,,,millar post-plague,General,1738121217381211,1738,1739
1739,90,Millar-1739-1740-GeneralBill,11,December,16,December,Christened in the 97 parishes within the walls,Total,1279,,,millar post-plague,General,1739121117391216,1739,1740
1739,90,Millar-1739-1740-GeneralBill,11,December,16,December,Christened in the parishes without the walls,Total,3852,,,millar post-plague,General,1739121117391216,1739,1740
1739,90,Millar-1739-1740-GeneralBill,11,December,16,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6141,,,millar post-plague,General,1739121117391216,1739,1740
1739,90,Millar-1739-1740-GeneralBill,11,December,16,December,Christened in the Parishes and Liberties of Westminster,Total,3955,,,millar post-plague,General,1739121117391216,1739,1740
1740,90,Millar-1740-1741-GeneralBill,16,December,15,December,Christened in the 97 parishes within the walls,Total,1262,,,millar post-plague,General,1740121617401215,1740,1741
1740,90,Millar-1740-1741-GeneralBill,16,December,15,December,Christened in the parishes without the walls,Total,3851,,,millar post-plague,General,1740121617401215,1740,1741
1740,90,Millar-1740-1741-GeneralBill,16,December,15,December,Christened in the out-Parishes in Middlesex and Surrey,Total,6080,,,millar post-plague,General,1740121617401215,1740,1741
1740,90,Millar-1740-1741-GeneralBill,16,December,15,December,Christened in the Parishes and Liberties of Westminster,Total,3764,,,millar post-plague,General,1740121617401215,1740,1741
1741,90,Millar-1741-1742-GeneralBill,15,December,14,December,Christened in the 97 parishes within the walls,Total,1099,,,millar post-plague,General,1741121517411214,1741,1742
1741,90,Millar-1741-1742-GeneralBill,15,December,14,December,Christened in the parishes without the walls,Total,3473,,,millar post-plague,General,1741121517411214,1741,1742
1741,90,Millar-1741-1742-GeneralBill,15,December,14,December,Christened in the out-Parishes in Middlesex and Surrey,Total,5489,,,millar post-plague,General,1741121517411214,1741,1742
1741,90,Millar-1741-1742-GeneralBill,15,December,14,December,Christened in the Parishes and Liberties of Westminster,Total,3645,,,millar post-plague,General,1741121517411214,1741,1742
1742,90,Millar-1742-1743-GeneralBill,14,December,13,December,Christened in the 97 parishes within the walls,Total,1135,,,millar post-plague,General,1742121417421213,1742,1743
1742,90,Millar-1742-1743-GeneralBill,14,December,13,December,Christened in the parishes without the walls,Total,4163,,,millar post-plague,General,1742121417421213,1742,1743
1742,90,Millar-1742-1743-GeneralBill,14,December,13,December,Christened in the out-Parishes in Middlesex and Surrey,Total,5962,,,millar post-plague,General,1742121417421213,1742,1743
1742,90,Millar-1742-1743-GeneralBill,14,December,13,December,Christened in the Parishes and Liberties of Westminster,Total,3790,,,millar post-plague,General,1742121417421213,1742,1743
1743,90,Millar-1743-1744-GeneralBill,13,December,11,December,Christened in the 97 parishes within the walls,Total,1044,,,millar post-plague,General,1743121317431211,1743,1744
1743,90,Millar-1743-1744-GeneralBill,13,December,11,December,Christened in the parishes without the walls,Total,3966,,,millar post-plague,General,1743121317431211,1743,1744
1743,90,Millar-1743-1744-GeneralBill,13,December,11,December,Christened in the out-Parishes in Middlesex and Surrey,Total,5779,,,millar post-plague,General,1743121317431211,1743,1744
1743,90,Millar-1743-1744-GeneralBill,13,December,11,December,Christened in the Parishes and Liberties of Westminster,Total,3472,,,millar post-plague,General,1743121317431211,1743,1744
1744,90,Millar-1744-1745-GeneralBill,11,December,10,December,Christened in the 97 parishes within the walls,Total,1104,,,millar post-plague,General,1744121117441210,1744,1745
1744,90,Millar-1744-1745-GeneralBill,11,December,10,December,Christened in the parishes without the walls,Total,3846,,,millar post-plague,General,1744121117441210,1744,1745
1744,90,Millar-1744-1745-GeneralBill,11,December,10,December,Christened in the out-Parishes in Middlesex and Surrey,Total,5644,,,millar post-plague,General,1744121117441210,1744,1745
1744,90,Millar-1744-1745-GeneralBill,11,December,10,December,Christened in the Parishes and Liberties of Westminster,Total,3484,,,millar post-plague,General,1744121117441210,1744,1745
1745,90,Millar-1745-1746-GeneralBill,10,December,11,December,Christened in the 97 parishes within the walls,Total,1058,,,millar post-plague,General,1745121017451211,1745,1746
1745,90,Millar-1745-1746-GeneralBill,10,December,11,December,Christened in the parishes without the walls,Total,4015,,,millar post-plague,General,1745121017451211,1745,1746
1745,90,Millar-1745-1746-GeneralBill,10,December,11,December,Christened in the out-Parishes in Middlesex and Surrey,Total,5533,,,millar post-plague,General,1745121017451211,1745,1746
1745,90,Millar-1745-1746-GeneralBill,10,December,11,December,Christened in the Parishes and Liberties of Westminster,Total,3971,,,millar post-plague,General,1745121017451211,1745,1746
1746,90,Millar-1746-1747-GeneralBill,10,December,15,December,Christened in the 97 parishes within the walls,Total,1092,,,millar post-plague,General,1746121017461215,1746,1747
1746,90,Millar-1746-1747-GeneralBill,10,December,15,December,Christened in the parishes without the walls,Total,4214,,,millar post-plague,General,1746121017461215,1746,1747
1746,90,Millar-1746-1747-GeneralBill,10,December,15,December,Christened in the out-Parishes in Middlesex and Surrey,Total,5621,,,millar post-plague,General,1746121017461215,1746,1747
1746,90,Millar-1746-1747-GeneralBill,10,December,15,December,Christened in the Parishes and Liberties of Westminster,Total,4015,,,millar post-plague,General,1746121017461215,1746,1747
1747,90,Millar-1747-1748-GeneralBill,15,December,13,December,Christened in the 97 parishes within the walls,Total,1014,,,millar post-plague,General,1747121517471213,1747,1748
1747,90,Millar-1747-1748-GeneralBill,15,December,13,December,Christened in the parishes without the walls,Total,4032,,,millar post-plague,General,1747121517471213,1747,1748
1747,90,Millar-1747-1748-GeneralBill,15,December,13,December,Christened in the out-Parishes in Middlesex and Surrey,Total,5316,,,millar post-plague,General,1747121517471213,1747,1748
1747,90,Millar-1747-1748-GeneralBill,15,December,13,December,Christened in the Parishes and Liberties of Westminster,Total,3791,,,millar post-plague,General,1747121517471213,1747,1748
1748,90,Millar-1748-1749-GeneralBill,13,December,12,December,Christened in the 97 parishes within the walls,Total,1026,,,millar post-plague,General,1748121317481212,1748,1749
1748,90,Millar-1748-1749-GeneralBill,13,December,12,December,Christened in the parishes without the walls,Total,4010,,,millar post-plague,General,1748121317481212,1748,1749
1748,90,Millar-1748-1749-GeneralBill,13,December,12,December,Christened in the out-Parishes in Middlesex and Surrey,Total,5539,,,millar post-plague,General,1748121317481212,1748,1749
1748,90,Millar-1748-1749-GeneralBill,13,December,12,December,Christened in the Parishes and Liberties of Westminster,Total,3685,,,millar post-plague,General,1748121317481212,1748,1749
1749,90,Millar-1749-1750-GeneralBill,12,December,11,December,Christened in the 97 parishes within the walls,Total,1090,,,millar post-plague,General,1749121217491211,1749,1750
1749,90,Millar-1749-1750-GeneralBill,12,December,11,December,Christened in the parishes without the walls,Total,4184,,,millar post-plague,General,1749121217491211,1749,1750
1749,90,Millar-1749-1750-GeneralBill,12,December,11,December,Christened in the out-Parishes in Middlesex and Surrey,Total,5692,,,millar post-plague,General,1749121217491211,1749,1750
1749,90,Millar-1749-1750-GeneralBill,12,December,11,December,Christened in the Parishes and Liberties of Westminster,Total,3582,,,millar post-plague,General,1749121217491211,1749,1750
1750,90,Millar-1750-1751-GeneralBill,11,December,10,December,Christened in the 97 parishes within the walls,Total,1070,,,millar post-plague,General,1750121117501210,1750,1751
1750,90,Millar-1750-1751-GeneralBill,11,December,10,December,Christened in the parishes without the walls,Total,4158,,,millar post-plague,General,1750121117501210,1750,1751
1750,90,Millar-1750-1751-GeneralBill,11,December,10,December,Christened in the out-Parishes in Middlesex and Surrey,Total,5819,,,millar post-plague,General,1750121117501210,1750,1751
1750,90,Millar-1750-1751-GeneralBill,11,December,10,December,Christened in the Parishes and Liberties of Westminster,Total,3644,,,millar post-plague,General,1750121117501210,1750,1751
