unique_identifier,start_day,start_month,start_year,end_day,end_month,end_year,parish_name,count,count_type,week,bill_type,source,year
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Bridget,278,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St John Southwark,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Dunstan West,171,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St George Southwark,342,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Giles Cripplegate,1192,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Olave Southwark,581,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,Saviours Southwark,480,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,S Sepulchres Parish,554,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Thomas Southwark,55,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,Trinity Minories,12,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,Pesthouse Without the Walls,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Ann in Middlesex,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,Christ Church in Middlesex,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,Christ Church in Surry,141,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St George in Bloomsburg,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St George in Middlesex,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St George by Queen's Square,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Giles in the Field,1200,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,Hackney Parish,84,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St John at Wapping,272,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St James Clerkenwel,294,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Katharine Tower,152,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,Lambeth Parish,240,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Leonard Shoreditch,447,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Luke in Middlesex,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Magdalen Bermondsey,376,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Matthew at Bethnal Green,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Mary Islington,99,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Mary Newington,167,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Mary Whitechappel,715,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Pauls Shadwel,331,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,Rothorith Parish,211,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,Stepney Parish,1918,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Ann in Westminster,496,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Clement Danes,403,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St George Hanover-square,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St James in Westminster,927,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St John the Evangelist,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Paul Covent Garden,180,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Martin in the fields,1424,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Mary Savoy,104,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Mary le Strand,,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,St Margaret Westminster,794,Total,90,General,millar post-plague,1699
Millar-1699-1700-GeneralBill,19,December,1699,17,December,1700,Pesthouse in Westminster,,Total,90,General,millar post-plague,1699
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Alban Woodstreet,29,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Alhallows Barking,86,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Alhallows Breadstreet,18,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Alhallows Great,41,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Alhallows Honylane,4,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Alhallows Lesse,14,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Alhallows Lumbardstreet,16,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Alhallows Stayning,34,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Alhallows the Wall,61,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Alphage,32,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Andrew Hubbard,20,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Andrew Undershaft,41,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Andrew Wardrobe,48,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Ann Aldersgate,33,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Ann Blackfryers,138,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Antholins Parish,8,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Austins Parish,12,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Bartholomew Exchange,18,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Bennet Fynck,28,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Bennet Gracechurch,16,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Bennet Paulswharf,39,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Bennet Sherehog,2,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Botolph Billingsgate,14,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Christ Church,117,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Christophers,16,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Clement Eastcheap,13,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Dionis Backchurch,27,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Dunstan East,76,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Edmund Lumbardstr.,28,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Ethelborough,34,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Faith,42,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Foster,32,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Gabriel Fenchurch,7,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St George Botolphlane,13,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Gregory by St Pauls,81,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Hellen,38,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St James Dukes place,11,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St James Garlickhithe,49,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St John Baptist,27,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St John Evangelist,5,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St John Zachary,27,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Katharine Coleman,63,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Katharine Creechurch,70,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Lawrence Jewry,53,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Lawrence Pountney,15,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Leonard Eastcheap,12,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Leonard Fosterlane,43,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Magnus Parish,42,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Margaret Lothbury,24,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Margaret Moses,3,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Margaret Newfishstreet,0,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Margaret Pattons,6,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Abchurch,30,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Aldermanbury,30,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Aldermary,17,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary le Bow,21,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Bothaw,6,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Colechurch,1,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Hill,29,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Mounthaw,5,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Sommerset,44,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Stayning,17,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Woolchurch,0,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Woolnoth,32,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Martin Iremongerlane,9,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Martin Ludgate,40,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Martin Orgars,19,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Martin Outwich,13,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Martin Vintrey,20,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Matthew Fridaystreet,11,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Maudlin Milkstreet,0,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Maudlin Oldfishstreet,29,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Michael Bassishaw,26,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Michael Cornhil,24,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Michael Crookedlane,36,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Michael Queenhithe,38,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Michael Quern,14,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Michael Royal,26,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Michael Woodstreet,9,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mildred Breadstreet,20,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mildred Poultrey,21,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Nicholas Acons,0,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Nicholas Coleabby,13,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Nicholas Olaves,14,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Olave Hartstreet,40,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Olave Jewry,13,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Olave Silverstreet,27,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Pancras,5,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Peter Ad Vincula,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Peter Cheap,11,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Peter Cornhil,25,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Peter Paulswharf,18,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Peter Poor,24,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Steven Colemanstreet,109,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Steven Walbrook,25,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Swithin,18,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Thomas Apostles,24,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Trinity Parish,12,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Andrew Holborn,904,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Bartholomew Great,70,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Bartholomew Less,33,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Botolph Aldersgate,198,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Botolph Aldgate,527,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Botolph Bishopsgate,507,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Bridewel Precinct,9,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Bridget,302,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St John Southwark,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Dunstan West,175,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St George Southwark,347,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Giles Cripplegate,1148,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Olave Southwark,711,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Saviours Southwark,519,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,S Sepulchres Parish,634,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Thomas Southwark,80,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Trinity Minories,18,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Pesthouse Without the Walls,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Ann in Middlesex,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Christ Church in Middlesex,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Christ Church in Surry,106,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St George in Bloomsburg,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St George in Middlesex,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St George by Queen's Square,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Giles in the Field,1298,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Hackney Parish,117,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St John at Wapping,289,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St James Clerkenwel,336,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Katharine Tower,167,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Lambeth Parish,278,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Leonard Shoreditch,469,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Luke in Middlesex,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Magdalen Bermondsey,410,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Matthew at Bethnal Green,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Islington,114,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Newington,195,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Whitechappel,735,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Pauls Shadwel,375,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Rothorith Parish,172,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Stepney Parish,2057,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Ann in Westminster,446,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Clement Danes,434,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St George Hanover-square,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St James in Westminster,1007,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St John the Evangelist,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Paul Covent Garden,212,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Martin in the fields,1424,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary Savoy,126,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Mary le Strand,,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,St Margaret Westminster,831,Total,90,General,millar post-plague,1700
Millar-1700-1701-GeneralBill,17,December,1700,16,December,1701,Pesthouse in Westminster,,Total,90,General,millar post-plague,1700
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Alban Woodstreet,21,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,Alhallows Barking,84,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,Alhallows Breadstreet,20,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,Alhallows Great,33,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,Alhallows Honylane,2,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,Alhallows Lesse,15,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,Alhallows Lumbardstreet,27,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,Alhallows Stayning,36,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,Alhallows the Wall,52,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Alphage,31,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Andrew Hubbard,18,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Andrew Undershaft,46,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Andrew Wardrobe,56,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Ann Aldersgate,17,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Ann Blackfryers,131,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Antholins Parish,17,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Austins Parish,15,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Bartholomew Exchange,28,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Bennet Fynck,32,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Bennet Gracechurch,8,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Bennet Paulswharf,42,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Bennet Sherehog,1,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Botolph Billingsgate,11,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,Christ Church,98,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Christophers,14,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Clement Eastcheap,15,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Dionis Backchurch,30,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Dunstan East,80,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Edmund Lumbardstr.,22,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Ethelborough,25,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Faith,26,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Foster,26,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Gabriel Fenchurch,9,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St George Botolphlane,16,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Gregory by St Pauls,68,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St Hellen,27,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St James Dukes place,13,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St James Garlickhithe,37,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St John Baptist,13,Total,90,General,millar post-plague,1701
Millar-1701-1702-GeneralBill,16,December,1701,15,December,1702,St John Evangelist,5,Total,90,General,millar post-plague,1701
