year,week,unique_identifier,start_day,start_month,end_day,end_month,parish_name,count,missing,illegible,source,version,bill_type,start_year,end_year,count_type
1713,49,Laxton-1713-49-recto,,,24,November,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1713,49,Laxton-1713-49-recto,,,24,November,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1713,49,Laxton-1713-49-recto,,,24,November,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1713,50,Laxton-1713-50-recto,,,1,December,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1713,50,Laxton-1713-50-recto,,,1,December,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1713,50,Laxton-1713-50-recto,,,1,December,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1713,50,Laxton-1713-50-recto,,,1,December,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1713,51,Laxton-1713-51-recto,,,8,December,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1713,51,Laxton-1713-51-recto,,,8,December,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1713,51,Laxton-1713-51-recto,,,8,December,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1713,51,Laxton-1713-51-recto,,,8,December,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1713,52,Laxton-1713-52-recto,,,15,December,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1713,52,Laxton-1713-52-recto,,,15,December,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1713,52,Laxton-1713-52-recto,,,15,December,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1713,52,Laxton-1713-52-recto,,,15,December,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,17,Laxton-1714-17-recto,,,13,April,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,17,Laxton-1714-17-recto,,,13,April,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,17,Laxton-1714-17-recto,,,13,April,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,17,Laxton-1714-17-recto,,,13,April,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,18,Laxton-1714-18-recto,,,20,April,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,18,Laxton-1714-18-recto,,,20,April,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,18,Laxton-1714-18-recto,,,20,April,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,18,Laxton-1714-18-recto,,,20,April,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,19,Laxton-1714-19-recto,,,27,April,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,19,Laxton-1714-19-recto,,,27,April,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,19,Laxton-1714-19-recto,,,27,April,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,19,Laxton-1714-19-recto,,,27,April,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,20,Laxton-1714-20-recto,,,4,May,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,20,Laxton-1714-20-recto,,,4,May,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,20,Laxton-1714-20-recto,,,4,May,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,20,Laxton-1714-20-recto,,,4,May,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,21,Laxton-1714-21-recto,,,11,May,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,21,Laxton-1714-21-recto,,,11,May,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,21,Laxton-1714-21-recto,,,11,May,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,21,Laxton-1714-21-recto,,,11,May,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,22,Laxton-1714-22-recto,,,18,May,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,22,Laxton-1714-22-recto,,,18,May,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,22,Laxton-1714-22-recto,,,18,May,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,22,Laxton-1714-22-recto,,,18,May,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,23,Laxton-1714-23-recto,,,25,May,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,23,Laxton-1714-23-recto,,,25,May,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,23,Laxton-1714-23-recto,,,25,May,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,23,Laxton-1714-23-recto,,,25,May,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,24,Laxton-1714-24-recto,,,1,June,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,24,Laxton-1714-24-recto,,,1,June,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,24,Laxton-1714-24-recto,,,1,June,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,24,Laxton-1714-24-recto,,,1,June,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,25,Laxton-1714-25-recto,,,8,June,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,25,Laxton-1714-25-recto,,,8,June,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,25,Laxton-1714-25-recto,,,8,June,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,25,Laxton-1714-25-recto,,,8,June,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,26,Laxton-1714-26-recto,,,15,June,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,26,Laxton-1714-26-recto,,,15,June,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,26,Laxton-1714-26-recto,,,15,June,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,26,Laxton-1714-26-recto,,,15,June,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,27,Laxton-1714-27-recto,,,22,June,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,27,Laxton-1714-27-recto,,,22,June,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,27,Laxton-1714-27-recto,,,22,June,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,27,Laxton-1714-27-recto,,,22,June,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,28,Laxton-1714-28-recto,,,29,June,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,28,Laxton-1714-28-recto,,,29,June,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,28,Laxton-1714-28-recto,,,29,June,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,28,Laxton-1714-28-recto,,,29,June,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,29,Laxton-1714-29-recto,,,6,July,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,29,Laxton-1714-29-recto,,,6,July,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,29,Laxton-1714-29-recto,,,6,July,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,29,Laxton-1714-29-recto,,,6,July,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,30,Laxton-1714-30-recto,,,13,July,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,30,Laxton-1714-30-recto,,,13,July,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,30,Laxton-1714-30-recto,,,13,July,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,30,Laxton-1714-30-recto,,,13,July,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,31,Laxton-1714-31-recto,,,20,July,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,31,Laxton-1714-31-recto,,,20,July,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,31,Laxton-1714-31-recto,,,20,July,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,31,Laxton-1714-31-recto,,,20,July,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,32,Laxton-1714-32-recto,,,27,July,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,32,Laxton-1714-32-recto,,,27,July,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,32,Laxton-1714-32-recto,,,27,July,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,32,Laxton-1714-32-recto,,,27,July,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,33,Laxton-1714-33-recto,,,3,August,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,33,Laxton-1714-33-recto,,,3,August,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,33,Laxton-1714-33-recto,,,3,August,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,33,Laxton-1714-33-recto,,,3,August,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,34,Laxton-1714-34-recto,,,10,August,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,34,Laxton-1714-34-recto,,,10,August,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,34,Laxton-1714-34-recto,,,10,August,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,34,Laxton-1714-34-recto,,,10,August,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,35,Laxton-1714-35-recto,,,17,August,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,35,Laxton-1714-35-recto,,,17,August,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,35,Laxton-1714-35-recto,,,17,August,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,35,Laxton-1714-35-recto,,,17,August,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,36,Laxton-1714-36-recto,,,24,August,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,36,Laxton-1714-36-recto,,,24,August,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,36,Laxton-1714-36-recto,,,24,August,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,36,Laxton-1714-36-recto,,,24,August,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,37,Laxton-1714-37-recto,,,31,August,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,37,Laxton-1714-37-recto,,,31,August,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,37,Laxton-1714-37-recto,,,31,August,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,37,Laxton-1714-37-recto,,,31,August,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,38,Laxton-1714-38-recto,,,7,September,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,38,Laxton-1714-38-recto,,,7,September,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,38,Laxton-1714-38-recto,,,7,September,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,38,Laxton-1714-38-recto,,,7,September,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,39,Laxton-1714-39-recto,,,14,September,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,39,Laxton-1714-39-recto,,,14,September,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,39,Laxton-1714-39-recto,,,14,September,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,39,Laxton-1714-39-recto,,,14,September,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,40,Laxton-1714-40-recto,,,21,September,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,40,Laxton-1714-40-recto,,,21,September,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,40,Laxton-1714-40-recto,,,21,September,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,40,Laxton-1714-40-recto,,,21,September,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,41,Laxton-1714-41-recto,,,28,September,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,41,Laxton-1714-41-recto,,,28,September,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,41,Laxton-1714-41-recto,,,28,September,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,41,Laxton-1714-41-recto,,,28,September,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,42,Laxton-1714-42-recto,,,5,October,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,42,Laxton-1714-42-recto,,,5,October,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,42,Laxton-1714-42-recto,,,5,October,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,42,Laxton-1714-42-recto,,,5,October,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,43,Laxton-1714-43-recto,,,12,October,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,43,Laxton-1714-43-recto,,,12,October,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,43,Laxton-1714-43-recto,,,12,October,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,43,Laxton-1714-43-recto,,,12,October,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,44,Laxton-1714-44-recto,,,19,October,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,44,Laxton-1714-44-recto,,,19,October,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,44,Laxton-1714-44-recto,,,19,October,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,44,Laxton-1714-44-recto,,,19,October,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,45,Laxton-1714-45-recto,,,26,October,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,45,Laxton-1714-45-recto,,,26,October,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,45,Laxton-1714-45-recto,,,26,October,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,45,Laxton-1714-45-recto,,,26,October,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,46,Laxton-1714-46-recto,,,2,November,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,46,Laxton-1714-46-recto,,,2,November,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,46,Laxton-1714-46-recto,,,2,November,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,46,Laxton-1714-46-recto,,,2,November,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,47,Laxton-1714-47-recto,,,9,November,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,47,Laxton-1714-47-recto,,,9,November,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,47,Laxton-1714-47-recto,,,9,November,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,47,Laxton-1714-47-recto,,,9,November,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,48,Laxton-1714-48-recto,,,16,November,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,48,Laxton-1714-48-recto,,,16,November,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,48,Laxton-1714-48-recto,,,16,November,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,48,Laxton-1714-48-recto,,,16,November,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,49,Laxton-1714-49-recto,,,23,November,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,49,Laxton-1714-49-recto,,,23,November,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,49,Laxton-1714-49-recto,,,23,November,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,49,Laxton-1714-49-recto,,,23,November,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,50,Laxton-1714-50-recto,,,30,November,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,50,Laxton-1714-50-recto,,,30,November,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,50,Laxton-1714-50-recto,,,30,November,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,50,Laxton-1714-50-recto,,,30,November,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,51,Laxton-1714-51-recto,,,7,December,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,51,Laxton-1714-51-recto,,,7,December,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,51,Laxton-1714-51-recto,,,7,December,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,51,Laxton-1714-51-recto,,,7,December,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1714,52,Laxton-1714-52-recto,,,14,December,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,52,Laxton-1714-52-recto,,,14,December,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1714,52,Laxton-1714-52-recto,,,14,December,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1714,52,Laxton-1714-52-recto,,,14,December,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,51,Laxton-1716-51-recto,,,4,December,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,51,Laxton-1716-51-recto,,,4,December,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,51,Laxton-1716-51-recto,,,4,December,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,51,Laxton-1716-51-recto,,,4,December,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,5,Laxton-1716-05-recto,,,15,January,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,5,Laxton-1716-05-recto,,,15,January,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,5,Laxton-1716-05-recto,,,15,January,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,5,Laxton-1716-05-recto,,,15,January,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,6,Laxton-1716-06-recto,,,22,January,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,6,Laxton-1716-06-recto,,,22,January,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,6,Laxton-1716-06-recto,,,22,January,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,6,Laxton-1716-06-recto,,,22,January,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,7,Laxton-1716-07-recto,,,29,January,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,7,Laxton-1716-07-recto,,,29,January,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,7,Laxton-1716-07-recto,,,29,January,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,7,Laxton-1716-07-recto,,,29,January,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,8,Laxton-1716-09-recto,,,5,February,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,8,Laxton-1716-09-recto,,,5,February,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,8,Laxton-1716-09-recto,,,5,February,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,8,Laxton-1716-09-recto,,,5,February,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,9,Laxton-1716-09-recto,,,12,February,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,9,Laxton-1716-09-recto,,,12,February,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,9,Laxton-1716-09-recto,,,12,February,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,9,Laxton-1716-09-recto,,,12,February,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,10,Laxton-1716-10-recto,,,19,February,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,10,Laxton-1716-10-recto,,,19,February,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,10,Laxton-1716-10-recto,,,19,February,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,10,Laxton-1716-10-recto,,,19,February,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,11,Laxton-1716-11-recto,,,26,February,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,11,Laxton-1716-11-recto,,,26,February,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,11,Laxton-1716-11-recto,,,26,February,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,11,Laxton-1716-11-recto,,,26,February,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,12,Laxton-1716-12-recto,,,5,March,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,12,Laxton-1716-12-recto,,,5,March,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,12,Laxton-1716-12-recto,,,5,March,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,12,Laxton-1716-12-recto,,,5,March,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,13,Laxton-1716-13-recto,,,12,March,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,13,Laxton-1716-13-recto,,,12,March,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,13,Laxton-1716-13-recto,,,12,March,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,13,Laxton-1716-13-recto,,,12,March,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1716,14,Laxton-1716-14-recto,,,19,March,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,14,Laxton-1716-14-recto,,,19,March,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1716,14,Laxton-1716-14-recto,,,19,March,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1716,14,Laxton-1716-14-recto,,,19,March,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1717,15,Laxton-1717-15-recto,,,26,March,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1717,15,Laxton-1717-15-recto,,,26,March,Plague in the parishes without the walls,,FALSE,FALSE,Laxton,,Weekly,,,
1717,15,Laxton-1717-15-recto,,,26,March,Plague in the out-Parishes in Middlesex and Surrey,,FALSE,FALSE,Laxton,,Weekly,,,
1717,15,Laxton-1717-15-recto,,,26,March,Plague in the Parishes and Liberties of Westminster,,FALSE,FALSE,Laxton,,Weekly,,,
1717,16,Laxton-1717-16-recto,,,2,April,Plague in the 97 parishes within the walls,,FALSE,FALSE,Laxton,,Weekly,,,
