Omeka Item #,DataScribe Item #,DataScribe Record #,DataScribe Record Position,Year,is_missing,is_illegible,Week,is_missing,is_illegible,Unique ID,is_missing,is_illegible,Start Day,is_missing,is_illegible,Start Month,is_missing,is_illegible,End Day,is_missing,is_illegible,End month,is_missing,is_illegible,St Alban Woodstreet - Buried,is_missing,is_illegible,Alhallows Barking - Buried,is_missing,is_illegible,Allhallows Breadstreet - Buried,is_missing,is_illegible,Allhallows Great - Buried,is_missing,is_illegible,Alhallows Honylane - Buried,is_missing,is_illegible,Alhallows Lesse - Buried,is_missing,is_illegible,Alhallows Lumbardstreet - Buried,is_missing,is_illegible,Alhallows Stayning - Buried,is_missing,is_illegible,Alhallows the Wall - Buried,is_missing,is_illegible,St Alphage - Buried,is_missing,is_illegible,St Andrew Hubbard - Buried,is_missing,is_illegible,St Andrew Undershaft - Buried,is_missing,is_illegible,St Andrew Wardrobe - Buried,is_missing,is_illegible,St Ann Aldersgate - Buried,is_missing,is_illegible,St Ann Blackfryers - Buried,is_missing,is_illegible,St Antholins Parish - Buried,is_missing,is_illegible,St Austins Parish - Buried,is_missing,is_illegible,St Bartholomew Exchange - Buried,is_missing,is_illegible,St Bennet Fynck - Buried,is_missing,is_illegible,St Bennet Gracechurch - Buried,is_missing,is_illegible,St Bennet Paulswharf - Buried,is_missing,is_illegible,St Bennet Sherehog - Buried,is_missing,is_illegible,St Botolph Billingsgate - Buried,is_missing,is_illegible,Christ Church - Buried,is_missing,is_illegible,St Christophers - Buried,is_missing,is_illegible,St Clement Eastcheap - Buried,is_missing,is_illegible,St Dionis Backchurch - Buried,is_missing,is_illegible,St Dunstan East - Buried,is_missing,is_illegible,St Edmund Lumbardstr. - Buried,is_missing,is_illegible,St Ethelborough - Buried,is_missing,is_illegible,St Faith - Buried,is_missing,is_illegible,St Gabriel Fenchurch - Buried,is_missing,is_illegible,St George Botolphlane - Buried,is_missing,is_illegible,St Gregory by St Pauls - Buried,is_missing,is_illegible,St Hellen - Buried,is_missing,is_illegible,St James Dukes place - Buried,is_missing,is_illegible,St James Garlickhithe - Buried,is_missing,is_illegible,St John Baptist - Buried,is_missing,is_illegible,St John Evangelist - Buried,is_missing,is_illegible,St John Zachary - Buried,is_missing,is_illegible,St Katharine Coleman - Buried,is_missing,is_illegible,St Katharine Creechurch - Buried,is_missing,is_illegible,St Lawrence Jewry - Buried,is_missing,is_illegible,St Lawrence Pountney - Buried,is_missing,is_illegible,St Leonard Eastcheap - Buried,is_missing,is_illegible,St Leonard Fosterlane - Buried,is_missing,is_illegible,St Magnus Parish - Buried,is_missing,is_illegible,St Margaret Lothbury - Buried,is_missing,is_illegible,St Margaret Moses - Buried,is_missing,is_illegible,St Margaret Newfishstreet - Buried,is_missing,is_illegible,St Margaret Pattons - Buried,is_missing,is_illegible,St Martin Iremongerlane - Buried,is_missing,is_illegible,St Martin Ludgate - Buried,is_missing,is_illegible,St Martin Orgars - Buried,is_missing,is_illegible,St Martin Outwich - Buried,is_missing,is_illegible,St Martin Vintrey - Buried,is_missing,is_illegible,St Mary Abchurch - Buried,is_missing,is_illegible,St Mary Aldermanbury - Buried,is_missing,is_illegible,St Mary Aldermary - Buried,is_missing,is_illegible,St Mary le Bow - Buried,is_missing,is_illegible,St Mary Bothaw - Buried,is_missing,is_illegible,St Mary Colechurch - Buried,is_missing,is_illegible,St Mary Hill - Buried,is_missing,is_illegible,St Maudlin Milkstreet - Buried,is_missing,is_illegible,St Maudlin Oldfishstreet - Buried,is_missing,is_illegible,St Mary Mounthaw - Buried,is_missing,is_illegible,St Mary Sommerset - Buried,is_missing,is_illegible,St Mary Stayning - Buried,is_missing,is_illegible,St Mary Woolchurch - Buried,is_missing,is_illegible,St Mary Woolnoth - Buried,is_missing,is_illegible,St Matthew Fridaystreet - Buried,is_missing,is_illegible,St Michael Bassishaw - Buried,is_missing,is_illegible,St Michael Cornhil - Buried,is_missing,is_illegible,St Michael Crookedlane - Buried,is_missing,is_illegible,St Michael Queenhithe - Buried,is_missing,is_illegible,St Michael Quern - Buried,is_missing,is_illegible,St Michael Royal - Buried,is_missing,is_illegible,St Michael Woodstreet - Buried,is_missing,is_illegible,St Mildred Breadstreet - Buried,is_missing,is_illegible,St Mildred Poultrey - Buried,is_missing,is_illegible,St Nicholas Acons - Buried,is_missing,is_illegible,St Nicholas Coleabby - Buried,is_missing,is_illegible,St Nicholas Olaves - Buried,is_missing,is_illegible,St Olave Hartstreet - Buried,is_missing,is_illegible,St Olave Jewry - Buried,is_missing,is_illegible,St Olave Silverstreet - Buried,is_missing,is_illegible,St Pancras Pancras street - Buried,is_missing,is_illegible,St Peter Cheap - Buried,is_missing,is_illegible,St Peter Cornhil - Buried,is_missing,is_illegible,St Peter Paulswharf - Buried,is_missing,is_illegible,St Peter Poor - Buried,is_missing,is_illegible,St Steven Colemanstreet - Buried,is_missing,is_illegible,St Steven Walbrook - Buried,is_missing,is_illegible,St Swithin- Buried,is_missing,is_illegible,St Thomas Apostles - Buried,is_missing,is_illegible,Trinity Parish - Buried,is_missing,is_illegible,St Foster - Buried,is_missing,is_illegible,Christened in the 97 parishes within the walls,is_missing,is_illegible,Buried in the 97 parishes within the walls,is_missing,is_illegible,Plague in the 97 parishes within the walls,is_missing,is_illegible,St Andrew Holborn - Buried,is_missing,is_illegible,St Bartholomew Great - Buried,is_missing,is_illegible,St Bartholomew Less - Buried,is_missing,is_illegible,St Botolph Aldersgate - Buried,is_missing,is_illegible,St Botolph Aldgate - Buried,is_missing,is_illegible,St Botolph Bishopsgate - Buried,is_missing,is_illegible,Bridewel Precinct - Buried,is_missing,is_illegible,St Bridget - Buried,is_missing,is_illegible,St Dunstan West - Buried,is_missing,is_illegible,St George Southwark - Buried,is_missing,is_illegible,St Giles Cripplegate - Buried,is_missing,is_illegible,St John Southwark,is_missing,is_illegible,St Olave Southwark - Buried,is_missing,is_illegible,Saviours Southwark - Buried,is_missing,is_illegible,S Sepulchres Parish - Buried,is_missing,is_illegible,St Thomas Southwark - Buried,is_missing,is_illegible,Trinity Minories - Buried,is_missing,is_illegible,Pesthouse Without the Walls - Buried,is_missing,is_illegible,Christened in the parishes without the walls,is_missing,is_illegible,Buried in the parishes without the walls,is_missing,is_illegible,Plague in the parishes without the walls,is_missing,is_illegible,St. Ann in Middlesex - Buried,is_missing,is_illegible,Christ Church in Surry - Buried,is_missing,is_illegible,Christ Church in Middlesex - Buried,is_missing,is_illegible,Stepney Parish - Buried,is_missing,is_illegible,St George in Bloomsbury - Buried,is_missing,is_illegible,St. George in Middlesex,is_missing,is_illegible,St. George by Queen's Square - Buried,is_missing,is_illegible,St Giles in the Field - Buried,is_missing,is_illegible,St James Clerkenwel - Buried,is_missing,is_illegible,Hackney Parish - Buried,is_missing,is_illegible,St John at Wapping - Buried,is_missing,is_illegible,St Katharine Tower - Buried,is_missing,is_illegible,St Leonard Shoreditch - Buried,is_missing,is_illegible,St. Luke in Middlesex - Buried,is_missing,is_illegible,St Mary Islington - Buried,is_missing,is_illegible,Lambeth Parish - Buried,is_missing,is_illegible,St Magdalen Bermondsey - Buried,is_missing,is_illegible,St Mary Newington - Buried,is_missing,is_illegible,Rothorith Parish - Buried,is_missing,is_illegible,St Mary Whitechappel - Buried,is_missing,is_illegible,St Matthew at Bethnal Green - Buried,is_missing,is_illegible,St Pauls Shadwel - Buried,is_missing,is_illegible,Christened in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Buried in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,Plague in the out-Parishes in Middlesex and Surrey,is_missing,is_illegible,St Ann in Westminster - Buried,is_missing,is_illegible,St Clement Danes - Buried,is_missing,is_illegible,St George by Hanover Square - Buried,is_missing,is_illegible,St James in Westminster - Buried,is_missing,is_illegible,St. John the Evangelist - Buried,is_missing,is_illegible,St Margaret Westminster - Buried,is_missing,is_illegible,St Martin in the fields - Buried,is_missing,is_illegible,St Mary le Strand,is_missing,is_illegible,St Mary Savoy - Buried,is_missing,is_illegible,St Paul Covent Garden - Buried,is_missing,is_illegible,Pesthouse in Westminster,is_missing,is_illegible,Christened in the Parishes and Liberties of Westminster,is_missing,is_illegible,Buried in the Parishes and Liberties of Westminster,is_missing,is_illegible,Plague in the Parishes and Liberties of Westminster,is_missing,is_illegible
7805,31381,6894,1,1728,,,13,,,Laxton-1728-13-recto,,,,1,,,1,,11,,,March,,,1,,,2,,,,,,2,,,,,,3,,,2,,,1,,,2,,,,,,,,,,,,2,,,1,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,10,,,,,,2,,,2,,,4,,,1,,,,,,1,,,,,,,,,4,,,,,,2,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,1,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,1,,,2,,,45,,,76,,,,1,,29,,,,,,,,,1,,,24,,,19,,,,,,7,,,6,,,13,,,37,,,,1,,24,,,12,,,20,,,9,,,,,,,,,102,,,201,,,,1,,,1,,10,,,,1,,55,,,,1,,,1,,2,,,44,,,9,,,2,,,3,,,3,,,8,,,,1,,1,,,12,,,17,,,10,,,4,,,27,,,,1,,6,,,158,,,213,,,,1,,9,,,18,,,,1,,33,,,,1,,24,,,40,,,,,,2,,,3,,,,1,,70,,,129,,,,1,
7806,31382,6895,1,1728,,,14,,,Laxton-1728-14-recto,,,,1,,,1,,18,,,March,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,2,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,,,,,,,7,,,1,,,,,,3,,,2,,,,,,,,,1,,,,,,,,,2,,,2,,,1,,,,,,,,,,,,,,,2,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,2,,,2,,,1,,,,,,37,,,49,,,,1,,29,,,2,,,3,,,8,,,15,,,8,,,,,,7,,,7,,,12,,,30,,,,1,,19,,,15,,,15,,,12,,,,,,,,,128,,,182,,,,1,,,1,,3,,,,1,,57,,,,1,,,1,,7,,,34,,,14,,,4,,,7,,,,,,15,,,,1,,5,,,10,,,10,,,10,,,7,,,24,,,,1,,8,,,135,,,215,,,,1,,9,,,19,,,,1,,31,,,,1,,21,,,44,,,2,,,1,,,7,,,,1,,73,,,134,,,,1,
7647,31331,6737,1,1728,,,15,,,Laxton-1728-15-recto,,,,1,,,1,,26,,,March,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,3,,,1,,,1,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,2,,,3,,,2,,,,,,,,,,,,,,,2,,,2,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,34,,,45,,,,1,,16,,,,,,,,,4,,,14,,,6,,,,,,11,,,3,,,16,,,26,,,,1,,21,,,18,,,14,,,7,,,,,,,,,130,,,156,,,,1,,,1,,2,,,,1,,44,,,,1,,,1,,,1,,21,,,13,,,5,,,5,,,,,,10,,,,1,,6,,,15,,,15,,,10,,,8,,,18,,,,1,,7,,,121,,,179,,,,1,,8,,,15,,,,1,,18,,,,1,,24,,,43,,,4,,,2,,,2,,,,1,,79,,,116,,,,1,
7648,31332,6738,1,1728,,,16,,,Laxton-1728-16-recto,,,,1,,,1,,2,,,April,,,,,,3,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,2,,,,,,1,,,1,,,1,,,,,,5,,,2,,,,,,,,,1,,,,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,27,,,45,,,,1,,24,,,1,,,1,,,3,,,13,,,11,,,2,,,3,,,6,,,7,,,20,,,,1,,18,,,17,,,19,,,6,,,,,,,,,91,,,151,,,,1,,,1,,4,,,,1,,55,,,,1,,,1,,,1,,29,,,6,,,5,,,9,,,5,,,14,,,,1,,1,,,6,,,9,,,5,,,5,,,18,,,,1,,12,,,98,,,183,,,,1,,10,,,15,,,,1,,26,,,,1,,17,,,32,,,3,,,2,,,2,,,,1,,81,,,107,,,,1,
7649,31333,6739,1,1728,,,17,,,Laxton-1728-17-recto,,,,1,,,1,,9,,,April,,,1,,,,,,,,,,,,,,,1,,,,,,,,,2,,,1,,,,,,1,,,2,,,1,,,5,,,,,,1,,,,,,,,,,,,2,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,1,,,,,,2,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,3,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,21,,,50,,,,1,,23,,,2,,,2,,,4,,,17,,,10,,,,,,8,,,2,,,10,,,31,,,,1,,18,,,13,,,13,,,5,,,,,,,,,99,,,158,,,,1,,,1,,2,,,,1,,40,,,,1,,,1,,,1,,26,,,7,,,4,,,5,,,4,,,16,,,,1,,5,,,9,,,6,,,6,,,2,,,15,,,,1,,11,,,106,,,158,,,,1,,12,,,12,,,,1,,24,,,,1,,12,,,29,,,1,,,,,,10,,,,1,,60,,,100,,,,1,
7650,31334,6740,1,1728,,,18,,,Laxton-1728-18-recto,,,,1,,,1,,16,,,April,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,1,,,,,,,,,3,,,,,,,,,8,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,2,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,1,,,29,,,48,,,,1,,23,,,,,,,,,2,,,12,,,3,,,,,,6,,,3,,,14,,,38,,,,1,,27,,,15,,,13,,,10,,,,,,,,,116,,,166,,,,1,,,1,,4,,,,1,,48,,,,1,,,1,,,1,,18,,,14,,,,,,10,,,2,,,13,,,,1,,,,,10,,,8,,,,,,,,,22,,,,1,,10,,,108,,,159,,,,1,,7,,,17,,,,1,,22,,,,1,,34,,,39,,,,,,1,,,2,,,,1,,54,,,122,,,,1,
7671,31335,6759,1,1728,,,19,,,Laxton-1728-19-recto,,,,1,,,1,,23,,,April,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,,,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,1,,,2,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,2,,,,,,,,,,,,40,,,38,,,,1,,28,,,1,,,,,,5,,,14,,,8,,,,,,4,,,2,,,11,,,23,,,,1,,13,,,21,,,18,,,8,,,,,,,,,93,,,156,,,,1,,,1,,3,,,,1,,53,,,,1,,,1,,,1,,25,,,7,,,4,,,4,,,,,,11,,,,1,,6,,,7,,,11,,,7,,,6,,,22,,,,1,,6,,,117,,,172,,,,1,,5,,,12,,,,1,,22,,,,1,,23,,,24,,,2,,,1,,,8,,,,1,,75,,,97,,,,1,
7672,31336,6760,1,1728,,,20,,,Laxton-1728-20-recto,,,,1,,,1,,30,,,April,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,1,,,,,,,,,,,,1,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,1,,,,,,1,,,,,,37,,,39,,,,1,,25,,,2,,,2,,,5,,,23,,,8,,,,,,4,,,6,,,14,,,29,,,,1,,24,,,22,,,7,,,6,,,,,,,,,113,,,177,,,,1,,,1,,4,,,,1,,37,,,,1,,,1,,,1,,21,,,8,,,6,,,3,,,6,,,18,,,,1,,5,,,8,,,4,,,6,,,4,,,18,,,,1,,9,,,112,,,157,,,,1,,8,,,14,,,,1,,16,,,,1,,13,,,28,,,2,,,2,,,5,,,,1,,66,,,88,,,,1,
7673,31337,6765,1,1728,,,21,,,Laxton-1728-21-recto,,,,1,,,1,,7,,,May,,,1,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,,,,,,,,2,,,1,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,3,,,,,,1,,,3,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,26,,,53,,,,1,,23,,,,,,,,,2,,,5,,,14,,,3,,,8,,,3,,,11,,,33,,,,1,,17,,,11,,,9,,,5,,,,,,,,,110,,,144,,,,1,,,1,,6,,,,1,,44,,,,1,,,1,,,1,,25,,,11,,,3,,,8,,,3,,,12,,,,1,,4,,,7,,,8,,,5,,,3,,,16,,,,1,,8,,,104,,,163,,,,1,,7,,,9,,,,1,,24,,,,1,,11,,,28,,,4,,,1,,,6,,,,1,,75,,,90,,,,1,
7674,31338,6766,1,1728,,,22,,,Laxton-1728-22-recto,,,,1,,,1,,14,,,May,,,,,,3,,,,,,2,,,,,,,,,2,,,2,,,,,,,,,,,,2,,,1,,,1,,,2,,,,,,,,,,,,,,,,,,1,,,,,,1,,,4,,,,,,1,,,2,,,1,,,,,,,,,1,,,,,,,,,2,,,,,,1,,,2,,,3,,,,,,,,,1,,,1,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,1,,,2,,,,,,,,,3,,,,,,1,,,,,,,,,,,,1,,,1,,,1,,,43,,,61,,,,1,,15,,,,,,1,,,2,,,13,,,17,,,,,,5,,,4,,,9,,,39,,,,1,,13,,,16,,,12,,,7,,,,,,,,,93,,,153,,,,1,,,1,,6,,,,1,,41,,,,1,,,1,,,1,,20,,,10,,,3,,,4,,,6,,,13,,,,1,,,,,6,,,14,,,8,,,4,,,24,,,,1,,4,,,115,,,163,,,,1,,5,,,14,,,,1,,19,,,,1,,12,,,27,,,2,,,,,,4,,,,1,,63,,,83,,,,1,
7675,31339,6767,1,1728,,,23,,,Laxton-1728-23-recto,,,,1,,,1,,21,,,May,,,,,,,,,,,,1,,,,,,1,,,2,,,,,,,,,,,,,,,1,,,2,,,,,,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,2,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,17,,,42,,,,1,,18,,,1,,,1,,,4,,,9,,,14,,,1,,,4,,,2,,,8,,,34,,,,1,,21,,,25,,,14,,,7,,,2,,,,,,107,,,165,,,,1,,,1,,2,,,,1,,31,,,,1,,,1,,,1,,27,,,16,,,,,,3,,,5,,,16,,,,1,,6,,,11,,,6,,,,,,7,,,18,,,,1,,13,,,89,,,161,,,,1,,8,,,16,,,,1,,19,,,,1,,22,,,24,,,,,,1,,,4,,,,1,,63,,,94,,,,1,
7676,31340,6768,1,1728,,,24,,,Laxton-1728-24-recto,,,,1,,,1,,28,,,May,,,1,,,,,,1,,,1,,,,,,2,,,,,,,,,,,,2,,,,,,2,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,29,,,44,,,,1,,19,,,1,,,,,,1,,,11,,,11,,,1,,,4,,,4,,,19,,,28,,,,1,,12,,,27,,,16,,,8,,,,,,,,,84,,,162,,,,1,,,1,,4,,,,1,,45,,,,1,,,1,,,1,,22,,,8,,,6,,,4,,,7,,,15,,,,1,,,,,13,,,7,,,6,,,9,,,20,,,,1,,8,,,106,,,174,,,,1,,11,,,8,,,,1,,22,,,,1,,17,,,33,,,2,,,1,,,3,,,,1,,64,,,97,,,,1,
7677,31341,6769,1,1728,,,25,,,Laxton-1728-25-recto,,,,1,,,1,,4,,,June,,,,,,,,,,,,2,,,,,,,,,1,,,,,,2,,,2,,,,,,,,,2,,,1,,,5,,,,,,,,,1,,,,,,1,,,,,,,,,,,,3,,,1,,,2,,,2,,,1,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,2,,,,,,,,,,,,1,,,1,,,2,,,,,,,,,,,,1,,,4,,,,,,2,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,1,,,,,,,,,,,,2,,,22,,,59,,,,1,,14,,,,,,,,,4,,,12,,,10,,,1,,,8,,,9,,,8,,,22,,,,1,,17,,,20,,,16,,,7,,,3,,,,,,85,,,151,,,,1,,,1,,2,,,,1,,35,,,,1,,,1,,,1,,30,,,6,,,3,,,4,,,1,,,11,,,,1,,10,,,7,,,12,,,8,,,,,,7,,,,1,,6,,,111,,,142,,,,1,,6,,,10,,,,1,,26,,,,1,,17,,,28,,,1,,,2,,,3,,,,1,,50,,,93,,,,1,
7678,31342,6770,1,1728,,,26,,,Laxton-1728-26-recto,,,,1,,,1,,11,,,June,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,1,,,1,,,1,,,,,,,,,2,,,2,,,2,,,,,,,,,3,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,11,,,34,,,,1,,21,,,,,,,,,4,,,12,,,12,,,,,,7,,,6,,,8,,,27,,,,1,,18,,,10,,,16,,,8,,,,,,,,,94,,,149,,,,1,,,1,,6,,,,1,,29,,,,1,,,1,,,1,,18,,,15,,,7,,,,,,4,,,14,,,,1,,6,,,8,,,8,,,9,,,8,,,11,,,,1,,10,,,111,,,153,,,,1,,2,,,9,,,,1,,21,,,,1,,15,,,22,,,,,,1,,,3,,,,1,,74,,,73,,,,1,
7679,31343,6775,1,1728,,,27,,,Laxton-1728-27-recto,,,,1,,,1,,18,,,June,,,1,,,2,,,,,,4,,,,,,1,,,1,,,2,,,,,,,,,,,,2,,,4,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,8,,,,,,,,,,,,3,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,,,,,,2,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,26,,,58,,,,1,,18,,,,,,1,,,5,,,12,,,7,,,,,,9,,,8,,,12,,,31,,,,1,,14,,,23,,,10,,,7,,,,,,,,,87,,,157,,,,1,,,1,,4,,,,1,,40,,,,1,,,1,,,1,,22,,,4,,,3,,,16,,,2,,,14,,,,1,,,,,13,,,9,,,5,,,5,,,15,,,,1,,7,,,99,,,159,,,,1,,8,,,7,,,,1,,20,,,,1,,19,,,20,,,1,,,1,,,4,,,,1,,47,,,80,,,,1,
