"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,is_missing,is_illegible,"Week Number",is_missing,is_illegible,"Unique Identifier",is_missing,is_illegible,"Start Day",is_missing,is_illegible,"Start Month",is_missing,is_illegible,"End Day",is_missing,is_illegible,"End Month",is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,"Chicken Pox",is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,"Flox and Small-Pox",is_missing,is_illegible,"Flox and Small-Pox (Descriptive Text)",is_missing,is_illegible,Flux,is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,"Griping in the Guts",is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,"Hooping Cough",is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,"Kings Evil",is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,"Lunatick and Frenzy",is_missing,is_illegible,"Malignant Fever",is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,"Noli me tangere",is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,"Rising of the Lights",is_missing,is_illegible,"Running of the Reins",is_missing,is_illegible,Rupture,is_missing,is_illegible,"Scald Head",is_missing,is_illegible,"Scarlet Fever",is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,"St. Anthony's Fire",is_missing,is_illegible,Starved,is_missing,is_illegible,"Starved (Descriptive Text)",is_missing,is_illegible,Stone,is_missing,is_illegible,"Stopping of the Stomach",is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,"Swelling in the Throat",is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,"Twisting of the Guts",is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,"Water in the Head",is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Abortive,is_missing,is_illegible,Overlaid,is_missing,is_illegible,Still-born,is_missing,is_illegible,Drowned,is_missing,is_illegible,"Drowned (Descriptive Text)",is_missing,is_illegible,"Found Dead",is_missing,is_illegible,"Found Dead (Descriptive Text)",is_missing,is_illegible,Executed,is_missing,is_illegible,"Executed (Descriptive Text)",is_missing,is_illegible,Killed,is_missing,is_illegible,"Killed (Descriptive Text)",is_missing,is_illegible,Suicide,is_missing,is_illegible,"Suicide (Descriptive Text)",is_missing,is_illegible,Other,is_missing,is_illegible,"Other (Descriptive Text)",is_missing,is_illegible,"Christened (Male)",is_missing,is_illegible,"Christened (Female)",is_missing,is_illegible,"Christened (In All)",is_missing,is_illegible,"Buried (Male)",is_missing,is_illegible,"Buried (Female)",is_missing,is_illegible,"Buried (All)",is_missing,is_illegible,"Increase/Decrease in Burials",is_missing,is_illegible
1994,14912,7289,1,1709,,,16,,,Laxton-1709-16-verso,,,,1,,,1,,5,,,April,,,56,,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,60,,,137,,,,1,,,1,,,1,,17,,,,1,,52,,,,1,,16,,,"flox 0; small-pox 16",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,1,,,6,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,5,,,,1,,,1,,2,,,,1,,,1,,,1,,21,,,1,,,10,,,1,,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,14,,,1,,,"Drown'd at St Mary Magdalen Bermondsey 1",,,1,,,"Found dead (a male Child) at St Andrew by the Wardrobe 1",,,,1,,,1,,1,,,"Died by excessive Drinking at St Nicolas Olave 1",,,,1,,,1,,1,,,"Bursten 1",,,171,,,172,,,343,,,212,,,235,,,447,,,-63,,
1995,14913,7291,1,1709,,,17,,,Laxton-1709-17-verso,,,,1,,,1,,12,,,April,,,34,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,6,,,1,,,,1,,3,,,68,,,136,,,,1,,,1,,,1,,17,,,,1,,63,,,2,,,17,,,"Flox 0; small-pox 17",,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,17,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,6,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,1,,,,1,,2,,,5,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,8,,,,1,,,1,,,1,,,1,,,1,,,1,,24,,,,1,,20,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,2,,,3,,,8,,,2,,,"One in the Thames at Alhallows Barkin; one at St Mary Magdalen Bermondsey",,,1,,,"Found dead in a Cellar (a female Infant) at St Andrew in Holborn 1",,,,1,,,1,,1,,,"Smother'd at St Mary Rotherhith 1",,,1,,,"Threw himself out of a Window (being a lunatick) at St Sepulchres 1",,,2,,,"Bursten 1; Kill'd by a Wind-mill at St James at Clerkenwel, buried at St Mary Aldermary 1",,,147,,,148,,,295,,,253,,,216,,,469,,,22,,
1996,14914,7293,1,1709,,,18,,,Laxton-1709-18-verso,,,,1,,,1,,19,,,April,,,31,,,1,,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,4,,,75,,,115,,,,1,,,1,,,1,,19,,,,1,,56,,,,1,,20,,,"flox 0; small-pox 20",,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,13,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,6,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,3,,,5,,,,1,,,1,,,1,,1,,,,1,,,1,,18,,,,1,,6,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,1,,,9,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"Bruis'd by the blowing up of a Ship at St Paul at Shadwel 1; One by a Fall from the Leads of an House at St Thomas in Southwark; one by the Bar of a Crane (a Man) at St Mary at Lambeth.",,,150,,,125,,,275,,,210,,,211,,,421,,,-48,,
1997,14915,7295,1,1709,,,19,,,Laxton-1709-19-verso,,,,1,,,1,,26,,,April,,,40,,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,1,,,,1,,1,,,67,,,126,,,,1,,,1,,,1,,16,,,,1,,68,,,,1,,11,,,"flox 0; small-pox 11",,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,12,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,4,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,11,,,,1,,,1,,3,,,,1,,,1,,,1,,22,,,1,,,7,,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,12,,,1,,,"Drown'd (a Woman) at St Mary at Lambeth 1",,,1,,,"Found dead in the Thames at St John at Wapping 1",,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"Died by Misfortune (so reported in the Coroner's Warrant) buried at St Michael in Crookedlane 1",,,133,,,153,,,286,,,221,,,213,,,434,,,13,,
1998,14916,7297,1,1709,,,20,,,Laxton-1709-20-verso,,,,1,,,1,,3,,,May,,,56,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,6,,,75,,,109,,,,1,,,1,,,1,,16,,,,1,,56,,,1,,,13,,,"flox 0; small-pox 13",,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,15,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,7,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,8,,,,1,,,1,,1,,,1,,,,1,,,1,,23,,,2,,,14,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,3,,,2,,,9,,,2,,,"One (a Boy) at St Saviour in Southwark; one (a Man) at St Mary at Lambeth",,,,1,,,1,,,1,,,1,,1,1,,"Kill'd at St Andrew in Holborn 1",1,,1,,,"Hang'd himself (being Lunatick) at St Alban in Woodstreet 1",,,,1,,,1,,143,,,122,,,265,,,231,,,215,,,446,,,12,,
2039,14917,7298,1,1709,,,21,,,Laxton-1709-21-verso,,,,1,,,1,,10,,,May,,,37,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,4,,,,1,,2,,,68,,,110,,,,1,,,1,,,1,,12,,,,1,,53,,,1,,,16,,,"flox 0; small-pox 16",,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,15,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,10,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,1,,,2,,,,1,,,1,,23,,,4,,,11,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,2,,,1,,,11,,,1,,,"Drown'd at St Olave in Southwark 1",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"Hang'd herself (being Lunatick) at St Dunstan at Stepney 1",,,140,,,161,,,301,,,209,,,212,,,421,,,-25,,
2040,14918,7300,1,1709,,,22,,,Laxton-1709-22-verso,,,,1,,,1,,17,,,May,,,32,,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,4,,,3,,,,1,,3,,,60,,,96,,,,1,,,1,,,1,,13,,1,,1,,66,,,1,,,9,,,"flox 0; small-pox 9",,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,25,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,1,,,2,,,12,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,8,,,,1,,,1,,3,,,1,,,,1,,,1,,24,,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,3,,,8,,,1,,,"Drown'd in the Thames at St Katharine by the Tower 1",,,1,,,"Found dead in the Thames at Alhallows Barkin 1",,,,1,,,1,,1,,,"one by a Dray at St John at Wapping",,,1,,,"Hang'd himself at St Saviour in Southwark 1",,,2,,,"One by a Fall at St Giles without Cripplegate 1; one by a Bruise, at St John at Wapping 1",,,149,,,141,,,290,,,216,,,194,,,410,,,-11,,
2041,14919,7302,1,1709,,,23,,,Laxton-1709-23-verso,,,,1,,,1,,24,,,May,,,53,,,1,,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,3,,,1,,,,1,,3,,,51,,,233,,1,,1,,,1,,,1,,18,,,,1,,62,,,,1,,8,,,"flox 0; small-pox 8",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,15,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,10,,,2,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,1,,,2,,,,1,,,1,,17,,,1,,,5,,,,1,,,1,,2,,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,5,,,,1,,,1,,1,,,"Found dead in the Thames (a Woman) at St Olave in Southwark 1",,,,1,,,1,,2,,,"Kill'd accidentally at St Martin in the Field 1; Smother'd at St Saviour in Southwark 1",,,,1,,,1,,3,,,"Bursten 1; chin-cough 1; Hang'd himself (being lunatick) at St Leonard in Shoreditch 1",,,135,,,139,,,274,,,225,,,209,,,434,,,24,,
2042,14920,7303,1,1709,,,24,,,Laxton-1709-24-verso,,,,1,,,1,,31,,,May,,,41,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,4,,,,1,,,1,,4,,,66,,,106,,,,1,,,1,,,1,,14,,,,1,,58,,,,1,,12,,,"flox 0; small-pox 12",,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,7,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,6,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,6,,,,1,,,1,,1,,,1,,,,1,,,1,,16,,,1,,,5,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,9,,,,1,,,1,,,1,,,1,,1,,1,,1,,,1,,,1,,,1,,,1,,,1,,,1,,131,,,134,,,265,,,196,,,196,,,392,,,-42,,
2043,14921,7305,1,1709,,,25,,,Laxton-1709-25-verso,,,,1,,,1,,7,,,June,,,46,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,3,,,60,,,97,,,,1,,,1,,,1,,8,,,,1,,70,,,,1,,14,,,"flox 0; small-pox 14",,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,20,,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,9,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,7,,,,1,,,1,,2,,,,1,,,1,,,1,,15,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,2,,,,1,,13,,,1,,,"Drown'd accidentally in the Thames at St Paul at Shadwel 1",,,,1,,,1,,,1,,,1,,1,,,"Kill'd by a Cart at St Ann in Westminster 1",,,,1,,,1,,1,,,"Hectick Fever 1",,,129,,,123,,,252,,,206,,,198,,,404,,,12,,
2044,14922,7329,1,1709,,,26,,,Laxton-1709-26-verso,,,,1,,,1,,14,,,June,,,53,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,60,,,100,,,,1,,,1,,,1,,15,,,,1,,64,,,1,,,21,,,"flox 0; small-pox 21",,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,19,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,4,,,,1,,3,,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,5,,,2,,,,1,,2,,,,1,,,1,,,1,,18,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,1,,,10,,,1,,,"one at St Martin in the Fields.",,,1,,,"Found dead in the Thames at St Paul at Shadwel 1",,,,1,,,1,,,1,,,1,,2,,,"One herself (being a Lunatick) at St Leonard in Shoreditch 1; Hang'd himself (being Distracted) at St Paul in Coven Garden 1. ",,,1,,,"Died by Misfortune (so reported in the Coroners Warrant) at St Olave in Southwark 1.",,,136,,,110,,,246,,,219,,,199,,,418,,,14,,
2045,14923,7330,1,1709,,,27,,,Laxton-1709-27-verso,,,,1,,,1,,21,,,June,,,26,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,1,,,1,,,,1,,1,,,54,,,97,,,,1,,,1,,,1,,12,,,,1,,54,,,1,,,14,,,"flox 0; small-pox 14",,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,16,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,2,,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,3,,,4,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,6,,,,1,,,1,,1,,,,1,,,1,,,1,,22,,,,1,,6,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,17,,,,1,,,1,,1,,,"Found dead in the Thames at St Paul at Shadwel 1.",,,,1,,,1,,1,,,"Smother'd accidentally (an Infant) in an House of Office at St Giles in the Fields 1",,,2,,,"Cast herself out of a Window (being Distracted) at St Giles in the Fields 1; Hang'd herself (being Lunatick) at St Margaret in Lothbury 1.",,,2,,,"One by a Fall from his Horse at St John at Hackney 1; one (a Woman) by the Fall of a Branch of a Tree at St Margaret in Westminster 1",,,156,,,125,,,281,,,195,,,177,,,372,,,-46,,
2046,14924,7331,1,1709,,,28,,,Laxton-1709-28-verso,,,,1,,,1,,28,,,June,,,37,,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,4,,1,,1,,,1,,2,,,59,,,84,,,,1,,,1,,,1,,14,,,,1,,51,,,2,,,13,,,"flox 0; small-pox 13",,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,16,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,3,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,,1,,,1,,,1,,16,,,,1,,2,,,,1,,,1,,1,,,1,,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"One herself (being a Lunatick) by falling from an House at St Michael in Woodstreet",,,1,,,"Kill'd one at Alhallows Barkin 1",,,147,,,126,,,273,,,158,,,185,,,343,,,-29,,
2047,14925,7332,1,1709,,,29,,,Laxton-1709-29-verso,,,,1,,,1,,5,,,July,,,31,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,,1,,,1,,,1,,46,,,100,,,,1,,,1,,,1,,13,,,,1,,52,,,1,,,16,,,"flox 0; small-pox 16",,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,19,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,5,,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,5,,,,1,,,1,,1,,,,1,,,1,,,1,,9,,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,10,,,1,,,"Drown'd (a Boy) at St Mary at Lambeth 1",,,1,,,"Found dead in the Thames at St Dunstan at Stepney 1",,,,1,,,1,,1,,,"Murder'd at St Andrew in Holborn 1",,,3,,,"Hang'd himself (being Lunatick) at St Peter Poor in Broadstreet 1; Poison'd themselves (being Lunatick) 2. One at St Dunstan at Stepney; and one at St Margaret in Westminster.",,,1,,,"Kill'd by a Fall out of a Window at St Ann in Westminster 1",,,118,,,133,,,251,,,174,,,171,,,345,,,2,,
2048,14926,7333,1,1709,,,30,,,Laxton-1709-30-verso,,,,1,,,1,,12,,,July,,,15,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,48,,,96,,,,1,,,1,,,1,,11,,,,1,,68,,,,1,,21,,,"flox 0; small-pox 21",,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,11,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,6,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,2,,,1,,,,1,,,1,,12,,,2,,,4,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,6,,,1,,,"Drown'd accidentally in the River Thames at St Dunstan at Stepney 1",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,166,,,126,,,292,,,182,,,150,,,332,,,-13,,
2049,14927,7334,1,1709,,,31,,,Laxton-1709-31-verso,,,,1,,,1,,19,,,July,,,35,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,1,,,,1,,,1,,44,,,104,,,,1,,,1,,,1,,11,,,,1,,53,,,1,,,16,,,"flox 0; small-pox 16",,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,14,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,1,,,7,,,2,,,,1,,1,,,1,,,,1,,,1,,11,,,2,,,1,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,6,,,5,,,"Drown'd accidentally 5. One in the Thames at Alhallows Barkin 1; two, one in a Tub, and one in a Ditch, at St Olave in Southwark 2; one in the Thames at St Dustan at Stepney 1; and one in the Thames at St Paul at Shadwel 1",,,1,,,"Found dead in the Thames at St Dustan in the East 1",,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,"Sore Leg 1; Vomiting and Loosness 1; Fightned at St Saviour in Southwark 1; Kill'd by a Fall at St Margaret in Westminster 1",,,143,,,117,,,260,,,165,,,180,,,345,,,13,,
2050,14928,7337,1,1709,,,32,,,Laxton-1709-32-verso,,,,1,,,1,,26,,,July,,,19,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,5,,,3,,,,1,,,1,,46,,,79,,,,1,,,1,,,1,,6,,,,1,,53,,,,1,,31,,,"flox 0; small-pox 31",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,16,,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,,1,,,1,,,1,,3,,,3,,,,1,,,1,,2,,,,1,,,1,,,1,,10,,,1,,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,1,,,9,,,,1,,,1,,1,,,"Found dead (a female Infant) at St Helen near Bishopsgate 1",,,,1,,,1,,1,,,"one by the Fall of a Cart at St John at Hackney",,,2,,,"Cute his Throat (being Lunatick) at St George in Southwark 1; Hang'd himself (being Lunatick) at St John at Hackney 1",,,3,,,"vomiting and loosness 1; Kill'd accidentally... One by falling into an House of Office at St Botolph without Aldgate; and one by a Fall at St Martin in the Fields, buried at St James in Westminster",,,140,,,150,,,290,,,157,,,168,,,325,,,-20,,
