"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique ID","Start Day","Start Month","End Day","End month","St Alban Woodstreet - Buried","St Alban Woodstreet - Plague","Alhallows Barking - Buried","Alhallows Barking - Plague","Alhallows Breadstreet - Buried","Alhallows Breadstreet - Plague","Alhallows Great - Buried","Alhallows Great - Plague","Alhallows Honylane - Buried","Alhallows Honylane - Plague","Alhallows Lesse - Buried","Alhallows Lesse - Plague","Alhallows Lumbardstreet - Buried","Alhallows Lumbardstreet - Plague","Alhallows Stayning - Buried","Alhallows Stayning - Plague","Alhallows the Wall - Buried","Alhallows the Wall - Plague","St Alphage - Buried","St Alphage - Plague","St Andrew Hubbard - Buried","St Andrew Hubbard - Plague","St Andrew Undershaft - Buried","St Andrew Undershaft - Plague","St Andrew Wardrobe - Buried","St Andrew Wardrobe - Plague","St Ann Aldersgate - Buried","St Ann Aldersgate - Plague","St Ann Blackfryers - Buried","St Ann Blackfryers - Plague","St Antholins Parish - Buried","St Antholins Parish - Plague","St Austins Parish - Buried","St Austins Parish - Plague","St Bartholomew Exchange - Buried","St Bartholomew Exchange - Plague","St Bennet Fynck - Buried","St Bennet Fynck - Plague","St Bennet Gracechurch - Buried","St Bennet Gracechurch - Plague","St Bennet Paulswharf - Buried","St Bennet Paulswharf - Plague","St Bennet Sherehog - Buried","St Bennet Sherehog - Plague","St Botolph Billingsgate - Buried","St Botolph Billingsgate - Plague","Christ Church - Buried","Christ Church - Plague","St Christophers - Buried","St Christophers - Plague","St Clement Eastcheap - Buried","St Clement Eastcheap - Plague","St Dionis Backchurch - Buried","St Dionis Backchurch - Plague","St Dunstan East - Buried","St Dunstan East - Plague","St Edmund Lumbardstr. - Buried","St Edmund Lumbardstr. - Plague","St Ethelborough - Buried","St Ethelborough - Plague","St Faith - Buried","St Faith - Plague","St Foster - Buried","St Foster - Plague","St Gabriel Fenchurch - Buried","St Gabriel Fenchurch - Plague","St George Botolphlane - Buried","St George Botolphlane - Plague","St Gregory by St Pauls - Buried","St Gregory by St Pauls - Plague","St Hellen - Buried","St Hellen - Plague","St James Dukes place - Buried","St James Dukes place - Plague","St James Garlickhithe - Buried","St James Garlickhithe - Plague","St John Baptist - Buried","St John Baptist - Plague","St John Evangelist - Buried","St John Evangelist - Plague","St John Zachary - Buried","St John Zachary - Plague","St Katharine Coleman - Buried","St Katharine Coleman - Plague","St Katharine Creechurch - Buried","St Katharine Creechurch - Plague","St Lawrence Jewry - Buried","St Lawrence Jewry - Plague","St Lawrence Pountney - Buried","St Lawrence Pountney - Plague","St Leonard Eastcheap - Buried","St Leonard Eastcheap - Plague","St Leonard Fosterlane - Buried","St Leonard Fosterlane - Plague","St Magnus Parish - Buried","St Magnus Parish - Plague","St Margaret Lothbury - Buried","St Margaret Lothbury - Plague","St Margaret Moses - Buried","St Margaret Moses - Plague","St Margaret Newfishstreet - Buried","St Margaret Newfishstreet - Plague","St Margaret Pattons - Buried","St Margaret Pattons - Plague","St Mary Abchurch - Buried","St Mary Abchurch - Plague","St Mary Aldermanbury - Buried","St Mary Aldermanbury - Plague","St Mary Aldermary - Buried","St Mary Aldermary - Plague","St Mary le Bow - Buried","St Mary le Bow - Plague","St Mary Bothaw - Buried","St Mary Bothaw - Plague","St Mary Colechurch - Buried","St Mary Colechurch - Plague","St Mary Hill - Buried","St Mary Hill - Plague","St Mary Mounthaw - Buried","St Mary Mounthaw - Plague","St Mary Sommerset - Buried","St Mary Sommerset - Plague","St Mary Stayning - Buried","St Mary Stayning - Plague","St Mary Woolchurch - Buried","St Mary Woolchurch - Plague","St Mary Woolnoth - Buried","St Mary Woolnoth - Plague","St Martin Iremongerlane - Buried","St Martin Iremongerlane - Plague","St Martin Ludgate - Buried","St Martin Ludgate - Plague","St Martin Orgars - Buried","St Martin Orgars - Plague","St Martin Outwich - Buried","St Martin Outwich - Plague","St Martin Vintrey - Buried","St Martin Vintrey - Plague","St Matthew Fridaystreet - Buried","St Matthew Fridaystreet - Plague","St Maudlin Milkstreet - Buried","St Maudlin Milkstreet - Plague","St Maudlin Oldfishstreet - Buried","St Maudlin Oldfishstreet - Plague","St Michael Bassishaw - Buried","St Michael Bassishaw - Plague","St Michael Cornhil - Buried","St Michael Cornhil - Plague","St Michael Crookedlane - Buried","St Michael Crookedlane - Plague","St Michael Queenhithe - Buried","St Michael Queenhithe - Plague","St Michael Quern - Buried","St Michael Quern - Plague","St Michael Royal - Buried","St Michael Royal - Plague","St Michael Woodstreet - Buried","St Michael Woodstreet - Plague","St Mildred Breadstreet - Buried","St Mildred Breadstreet - Plague","St Mildred Poultrey - Buried","St Mildred Poultrey - Plague","St Nicholas Acons - Buried","St Nicholas Acons - Plague","St Nicholas Coleabby - Buried","St Nicholas Coleabby - Plague","St Nicholas Olaves - Buried","St Nicholas Olaves - Plague","St Olave Hartstreet - Buried","St Olave Hartstreet - Plague","St Olave Jewry - Buried","St Olave Jewry - Plague","St Olave Silverstreet - Buried","St Olave Silverstreet - Plague","St Pancras Soperlane - Buried","St Pancras Soperlane - Plague","St Peter Cheap - Buried","St Peter Cheap - Plague","St Peter Cornhil - Buried","St Peter Cornhil - Plague","St Peter Paulswharf - Buried","St Peter Paulswharf - Plague","St Peter Poor - Buried","St Peter Poor - Plague","St Steven Colemanstreet - Buried","St Steven Colemanstreet - Plague","St Steven Walbrook - Buried","St Steven Walbrook - Plague","St Swithin - Buried","St Swithin - Plague","St Thomas Apostles - Buried","St Thomas Apostles - Plague","Trinity Parish - Buried","Trinity Parish - Plague","Buried in the 97 Parishes within the Walls","Plague in the 97 Parishes within the Walls","St Andrew Holborn - Buried","St Andrew Holborn - Plague","St Bartholomew Great - Buried","St Bartholomew Great - Plague","St Bartholomew Less - Buried","St Bartholomew Less - Plague","St Bridget - Buried","St Bridget - Plague","Bridewel Precinct - Buried","Bridewel Precinct - Plague","St Botolph Aldersgate - Buried","St Botolph Aldersgate - Plague","St Botolph Aldgate - Buried","St Botolph Aldgate - Plague","St Botolph Bishopsgate - Buried","St Botolph Bishopsgate - Plague","St Dunstan West - Buried","St Dunstan West - Plague","St George Southwark - Buried","St George Southwark - Plague","St Giles Cripplegate - Buried","St Giles Cripplegate - Plague","St Olave Southwark - Buried","St Olave Southwark - Plague","Saviours Southwark - Buried","Saviours Southwark - Plague","S Sepulchres Parish - Buried","S Sepulchres Parish - Plague","St Thomas Southwark - Buried","St Thomas Southwark - Plague","Trinity Minories - Buried","Trinity Minories - Plague","Pesthouse Without the Walls - Buried","Pesthouse Without the Walls - Plague","Buried in the parishes without the Walls","Plague in the parishes without the Walls","St Clement Danes - Buried","St Clement Danes - Plague","St Paul Covent Garden - Buried","St Paul Covent Garden - Plague","St Giles in the Field - Buried","St Giles in the Field - Plague","St James Clerkenwel - Buried","St James Clerkenwel - Plague","St Katharine Tower - Buried","St Katharine Tower - Plague","St Leonard Shoreditch - Buried","St Leonard Shoreditch - Plague","St Martin in the fields - Buried","St Martin in the fields - Plague","St Mary Whitechappel - Buried","St Mary Whitechappel - Plague","St Magdalen Bermondsey - Buried","St Magdalen Bermondsey - Plague","St Mary Savoy - Buried","St Mary Savoy - Plague","Buried in the out-Parishes in Middlesex and Surrey","Plague in the out-Parishes in Middlesex and Surrey","Total of all Burials","Total of all Plague","Total Christenings","Parishes Clear of the Plague","Parishes Infected"
24592,23288,2363,1,1639,26,Bodleian-1639-26-recto,6,June,13,June,1,,2,,,,,,,,2,,1,,1,,2,,1,,1,,1,,,,1,,5,,,,1,,,,,,1,,1,,,,1,,1,,,,,,,,2,,2,,,,1,,,,1,,,,2,,,,2,,,,,,,,1,,2,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,,1,,1,,,,,,2,,,,,,2,,1,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,1,,,,,,,,1,,1,,,,57,0,7,,1,,,,8,,,,,,4,,4,,2,,4,,9,,8,,2,,13,3,1,,,,,,63,3,8,,,,3,,2,,2,,,,6,,9,,2,,,,32,0,152,3,171,121,1
24593,23289,2364,1,1639,27,Bodleian-1639-27-recto,13,June,20,June,,,2,,,,,,,,,,,,1,,2,,,,,,1,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,2,,,,,,1,,,,,,,,2,,,,1,,,,,,,,,,,,1,,,,1,,,,,,1,,1,,32,0,10,1,1,,1,,1,,,,1,,9,,3,,2,,3,,15,,5,,8,,7,,,,1,,,,67,1,4,,,,8,,4,,4,,4,,12,,13,,,,,,49,0,148,1,158,121,1
24594,23290,2365,1,1639,28,Bodleian-1639-28-recto,20,June,27,June,,,1,,,,1,,,,,,1,,,,,,,,,,1,,1,,,,,,1,,1,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,1,,2,,1,,,,2,,,,,,,,3,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,2,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,1,,,,,,,,2,,,,,,1,,1,,37,0,2,,,,,,5,,,,2,,10,,4,,4,,3,,8,,8,,6,,13,,,,1,,,,66,0,3,,,,0,,2,,4,,3,,11,,7,,2,,1,,35,0,138,0,161,122,0
24595,23291,2366,1,1639,29,Bodleian-1639-29-recto,27,June,4,July,2,,2,,,,1,,,,,,,,,,1,,2,,,,,,1,,,,3,,,,,,1,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,1,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,1,,,,,,1,,,,,,,,,,36,0,5,,,,,,5,,,,3,1,2,,1,,1,,1,,5,,6,,5,,10,,,,,,,,44,1,6,,,,7,,1,,2,,5,,10,,8,,3,,1,,43,0,123,1,161,121,1
24596,23292,2409,1,1639,30,Bodleian-1639-30-recto,4,July,11,July,1,,4,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,2,,,,3,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,2,,,,3,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,1,,,,34,0,5,,,,,,1,,,,6,4,3,,6,,3,,4,,11,1,10,,5,,8,,,,,,,,62,5,7,,,,6,,3,,2,,3,,12,,7,,2,,1,,43,0,139,5,155,120,2
24597,23293,2410,1,1639,31,Bodleian-1639-31-recto,11,July,18,July,1,,1,,2,,,,,,,,,,,,,,,,,,,,3,,1,,1,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,2,,,,,,1,,,,2,,,,,,,,,,,,2,,1,,,,,,2,,,,,,,,,,,,1,,,,1,,,,,,,,1,,1,,1,,,,,,,,,,2,,,,,,4,,,,,,,,,,,,2,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,,,1,,1,,1,,46,0,14,,2,,,,2,,,,3,3,6,,2,,2,,1,,11,,10,,6,,7,,1,,,,,,67,3,3,,,,6,,6,,1,,2,,8,,5,,2,,1,,34,0,147,3,166,121,1
24625,23294,2411,1,1639,32,Bodleian-1639-32-recto,18,July,25,July,,,2,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,,,1,,,,,,,,,,,,4,,,,,,2,,,,1,,1,,1,,1,,1,,,,,,6,3,,,,,,,,,,,,,,,2,,1,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,2,,,,1,,,,,,1,,2,,1,,,,,,,,1,,,,1,,1,,,,1,,1,,1,1,2,2,,,,,,,1,,1,,,,1,,,,,,51,7,5,,1,,1,,2,,,,6,2,2,,3,,3,,3,,13,,10,,5,,11,,2,,,,,,67,2,5,,,,2,,3,,4,,4,,5,,8,,1,,,,32,0,150,9,186,117,5
24626,23295,2412,1,1639,34,Bodleian-1639-34-recto,1,August,8,August,,,1,,,,,,,,,,1,,1,,,,1,,,,,,1,,,,,,,,,,,,,,1,,2,,,,,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,2,,,,1,,1,,1,,1,,,,1,,4,2,,,,,,,1,,,,,,,,,,3,2,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,1,,,,,,1,,,,,,1,,,,1,,,,,,41,4,3,,1,,,,6,,1,,4,1,4,,3,,4,,5,,16,3,5,,7,,5,1,2,,,,2,2,68,7,3,1,,,6,,5,1,2,,5,,6,,1,,2,,1,,31,2,140,13,181,115,7
24627,23296,2503,1,1639,35,Bodleian-1639-35-recto,8,August,15,August,,,,,,,2,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,1,,,,1,,1,,,,1,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,3,2,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,1,,3,,,,,,,,,,,,,,2,,1,,1,,,,1,,,,1,,,,1,,38,2,10,,,,,,4,,1,,6,3,10,,9,2,4,,3,,9,,10,,2,,12,1,1,,,,,,81,6,5,,,,6,,3,,4,,2,,7,,9,,1,,,,37,0,156,8,180,118,4
24628,23297,2504,1,1639,36,Bodleian-1639-36-recto,13,August,22,August,,,1,,,,2,,,,,,,,,,,,1,,,,,,1,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,5,,,,,,1,,,,,,3,,1,,,,1,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,1,,,,1,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,2,1,,,,,,,2,,,,1,,,,,,39,1,8,,1,,,,2,,2,,6,2,7,1,7,,1,,5,,31,5,5,,6,,7,,2,,,,,,90,9,6,,,,3,,8,3,6,,2,,16,,10,1,,,,,51,4,180,14,180,116,6
24629,23298,2561,1,1639,37,Bodleian-1639-37-recto,22,August,29,August,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,,1,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,3,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,2,,2,,,,2,,,,,,,,,,,,,,,,1,,,,3,,,,1,,1,,,,,,,,,,1,,2,,,,,,,,40,0,9,4,2,,1,,4,,1,,4,2,9,,3,1,7,3,8,,15,3,10,,6,,12,3,2,,,,1,1,94,17,6,,,,5,,7,2,5,,3,,8,,13,,4,,,,51,2,185,19,192,115,7
24630,23299,2182,1,1639,38,Bodleian-1639-38-recto,29,August,5,September,,,1,,,,1,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,7,,,,,,,,1,,,,,,1,,,,,,2,,2,,,,3,,,,,,,,1,,,,1,,,,2,,,,1,1,1,,1,,,,,,2,,3,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,1,1,,,1,,2,,,,,,2,,1,,,,,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,2,,1,,54,2,10,2,3,,,,4,,1,,5,4,8,,6,,1,1,2,,19,,5,,4,,5,,,,1,,1,1,76,8,4,,,,5,,8,,4,,11,1,6,,7,,1,,1,,47,1,177,11,208,116,6
24631,23300,2194,1,1639,39,Bodleian-1639-39-recto,5,September,12,September,1,,1,,,,1,,,,,,,,,,,,,,2,,,,4,,,,7,3,,,,,1,,,,,,,,1,,,,1,,,,1,,1,,2,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,2,1,3,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,3,,,,1,,,,,,52,5,13,4,1,,,,9,1,,,5,2,6,1,5,,2,,10,1,24,3,7,,6,,17,1,,,,,2,2,107,15,7,,,,7,1,5,,7,1,3,,9,,10,1,4,,2,,54,3,213,23,185,109,13
24632,23301,2217,1,1639,40,Bodleian-1639-40-recto,12,September,19,September,,,3,,1,,,,,,,,,,,,1,,,,1,,1,,2,,,,5,1,1,,1,,,,,,,,1,,,,1,,3,,,,1,,1,,,,1,,1,,,,,,,,,,,,1,,,,1,,1,,,,1,,,,,,,,,,,,2,1,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,2,2,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,2,,,,1,,,,1,,46,4,16,3,3,,3,,2,,,,6,4,8,,6,1,4,1,7,,13,3,11,,5,1,15,,,,,,2,2,101,15,8,,,,4,,13,4,6,1,3,,10,,9,,2,,2,1,57,6,204,25,223,110,12
24633,23302,2219,1,1639,41,Bodleian-1639-41-recto,19,September,26,September,1,,1,,,,2,,,,2,,,,,,3,1,,,,,,,4,1,1,,1,,,,,,,,,,,,1,,,,1,,2,,,,2,,1,,1,,1,,1,,2,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,3,,1,,,,1,,1,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,2,,,,,,2,,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,52,2,12,1,5,2,1,,3,1,,,3,3,6,1,6,,6,,1,,40,9,2,,5,1,10,,1,,,,1,1,108,18,8,,,,9,,3,1,2,,2,,13,,6,,3,,2,2,48,3,208,23,188,111,11
24634,23303,2220,1,1639,42,Bodleian-1639-42-recto,26,September,3,October,1,1,1,,,,2,,1,,,,,,,,1,,,,1,,,,8,5,1,,2,,1,,,,,,1,,1,,1,,,,,,2,,,,,,1,,2,,,,,,2,,1,,,,,,3,,,,,,,,1,,1,,,,,,5,,,,,,,,1,,2,,1,,,,,,,,1,,1,,,,,,,,,,,,,,1,,1,,1,,,,,,1,,,,,,2,,,,,,,,2,,,,,,1,1,1,,,,2,,,,1,,,,,,,,2,,,,1,,,,,,1,,,,,,,,,,,,,,,,63,7,18,4,2,1,,,8,1,,,1,,11,1,7,,7,,2,,23,3,13,2,6,2,12,1,,,,,1,,111,15,9,,,,10,,4,,6,,3,,12,,8,2,3,1,,,57,1,231,23,210,110,12
24664,23304,2224,1,1639,43,Bodleian-1639-43-recto,3,October,10,October,1,1,1,,,,2,,1,,,,,,,,1,,,,,,,,4,1,1,,3,1,,,,,,,1,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,1,,1,,,,,,1,,,,3,,1,,,,3,,,,,,,,2,,,,,,1,,2,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,46,3,12,3,2,1,,,7,1,2,1,5,1,10,3,7,,4,,4,,21,5,12,,8,2,16,5,,,,,,,110,22,4,1,,,4,,10,1,1,,6,1,11,,7,,1,,5,,49,3,205,28,233,107,15
24665,23305,2225,1,1639,44,Bodleian-1639-44-recto,10,October,17,October,,,1,,1,,3,2,,,1,,,,,,,,,,,,2,3,1,,,,3,1,1,,1,,1,,1,,,,1,,,,1,,7,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,2,,,,,,,,1,,2,,,,,,1,,,,1,,2,,2,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,2,,1,,,,,,,,,,,,,,,,,,53,4,13,7,2,2,2,,3,,1,,1,,7,,3,,3,1,4,,20,2,9,,8,1,20,2,2,,,,2,2,100,17,5,,,,9,,,,3,,7,,9,,10,,2,,2,,47,0,200,21,213,113,9
24666,23306,2259,1,1639,45,Bodleian-1639-45-recto,17,October,24,October,2,,2,,1,,,,,,,,,,1,,1,,,,,,,,2,,,,1,,,,,,,,,,,,2,,1,,,,2,,,,,,1,,1,,,,1,,1,,,,,,,,2,,,,,,2,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,,,1,1,,,1,,,,,,3,,,,1,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,1,,1,,1,,2,,1,,1,,,,,,47,1,16,,2,1,,,4,1,,,3,,5,,4,,2,,2,,29,3,9,,10,4,13,3,,,,,,,99,12,3,,,,6,,3,1,2,,3,,17,,7,,2,,1,,44,1,190,14,216,115,7
24667,23307,2261,1,1639,46,Bodleian-1639-46-recto,24,October,31,October,2,,2,,,,,,,,,,,,,,,,1,,1,,,,5,2,1,,,,,,1,,1,,1,,1,,,,,,2,,1,,1,,2,,,,,,,,,,,,1,,1,,2,,2,,1,,,,,,1,,,,,,1,,2,,1,,,,,,4,,,,,,,,,,1,,,,,,1,,,,2,1,,,2,,,,,,,,,,1,,,,1,,,,,,2,,,,,,,,,,1,,,,,,,,1,,1,,1,,1,,,,1,,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,5,,62,4,14,,,,,,8,,,,2,,4,,3,,2,,5,,19,2,13,,10,1,14,,1,1,,,,,95,4,3,,,,6,,5,,6,,4,1,13,,4,,1,,1,,43,1,200,9,210,115,7
24668,23308,2272,1,1639,47,Bodleian-1639-47-recto,31,October,7,November,3,,1,,3,,2,,,,,,1,,,,1,,2,,,,,,4,,1,,4,,,,2,,,,1,,,,,,,,,,2,,1,,1,,,,1,,,,,,,,1,,,,,,1,,,,1,,2,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,6,,,,,,,,,,,,1,1,,,1,,1,,1,1,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,2,,,,60,2,8,,2,,1,,9,1,,,2,,11,,5,,5,,4,,11,1,9,,11,3,15,3,,,,,,,93,8,6,,,,2,,2,,6,,,,14,,3,,2,,2,,37,0,190,10,206,116,6
24669,23309,2273,1,1639,48,Bodleian-1639-48-recto,7,November,14,November,1,,,,,,1,,,,,,,,,,1,,1,,,,1,,5,1,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,2,,1,1,,,,,1,,,,,,2,,,,,,1,,,,,,2,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,38,2,6,,,,,,3,,1,,3,,7,1,11,,3,,2,,17,,11,,5,,8,1,1,,1,,1,1,80,3,6,,,,5,,4,,1,,2,,14,,7,,1,,,,40,0,158,5,198,118,4
24670,23310,2274,1,1639,49,Bodleian-1639-49-recto,14,November,21,November,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,4,,2,,1,,,,1,,,,,,,,1,,,,,,3,,,,,,1,,,,,,,,,,1,,1,,3,,3,3,1,,,,1,,,,,,,,1,,1,,1,,,,,,3,,2,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,1,,,,1,,1,,,,,,,,1,,,,,,1,,,,,,,,,,50,3,12,1,2,,1,,3,,1,,3,,4,,,,2,,7,,12,,12,,6,1,13,2,2,,,,,,80,4,1,,,,6,,9,,2,,4,,9,,7,,3,,1,,42,0,172,7,187,118,4
24671,23311,2275,1,1639,50,Bodleian-1639-50-recto,21,November,28,November,1,,2,,,,1,,,,4,,1,,,,,,2,,,,,,1,1,1,,3,,,,1,,,,,,,,1,,,,,,1,,,,,,3,,3,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,2,,2,,1,,,,1,,1,,,,,,1,,,,1,,1,,1,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,3,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,1,,1,,1,,,,,,2,1,1,,58,2,15,2,1,,1,,6,,,,,,8,,6,,1,,3,,16,2,6,,10,,15,3,4,,1,,1,1,94,8,3,,,,9,,7,1,3,,,,13,,12,,6,,,,13,1,205,11,223,116,6
24672,23312,2276,1,1639,51,Bodleian-1639-51-recto,28,November,5,December,1,,1,,,,1,,1,,,,,,2,,2,,2,,,,,,2,,,,3,,1,,1,,1,,,,,,,,,,1,,2,,,,,,,,1,,,,,,,,1,,,,3,,,,,,,,,,1,,1,,,,,,1,,1,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,1,,,,,,,,,,3,1,,,,,3,,2,,,,,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,51,1,8,2,1,,1,,6,,,,4,,4,,9,,4,,3,,6,,4,,6,2,9,2,2,,,,1,,68,6,6,,,,6,,7,,,,,,12,,12,,,,2,,45,0,164,7,230,118,4
24673,23313,2284,1,1639,52,Bodleian-1639-52-recto,5,December,12,December,,,2,,,,1,,,,,,,,1,,,,,,2,,,,1,,2,,2,,,,,,2,,,,,,1,,,,1,,3,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,2,,3,,,,,,,,1,,41,0,6,,,,,,2,,,,,,7,,3,,4,,1,,7,,14,,5,1,16,,,,1,,,,66,1,3,1,,,2,,6,1,2,,3,,13,,7,,3,,,,39,2,146,3,198,119,3
24705,23314,2285,1,1640,4,Bodleian-1640-04-recto,7,January,14,January,1,,1,,,,1,,,,,,,,3,3,1,,,,1,,2,,2,,1,,1,,,,,,,,1,,,,4,,,,1,,2,,,,1,,,,1,,,,1,,2,,,,,,,,4,,,,,,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,,1,,,,,,,,,,,,,,1,,2,,,,2,,3,,,,1,,,,,,,,2,,1,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,57,3,10,,1,,1,,4,,,,2,,9,,6,,7,,5,,16,,7,,6,,14,,1,,,,1,1,90,1,4,,,,15,,6,,5,,6,,5,,9,,1,,,,51,0,198,4,184,121,1
