"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,is_missing,is_illegible,"Week Number",is_missing,is_illegible,"Unique Identifier",is_missing,is_illegible,"Start Day",is_missing,is_illegible,"Start Month",is_missing,is_illegible,"End Day",is_missing,is_illegible,"End Month",is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,"Chicken Pox",is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,"Flox and Small-Pox",is_missing,is_illegible,"Flox and Small-Pox (Descriptive Text)",is_missing,is_illegible,Flux,is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,"Griping in the Guts",is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,"Hooping Cough",is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,"Kings Evil",is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,"Lunatick and Frenzy",is_missing,is_illegible,"Malignant Fever",is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,"Noli me tangere",is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,"Rising of the Lights",is_missing,is_illegible,"Running of the Reins",is_missing,is_illegible,Rupture,is_missing,is_illegible,"Scald Head",is_missing,is_illegible,"Scarlet Fever",is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,"St. Anthony's Fire",is_missing,is_illegible,Starved,is_missing,is_illegible,"Starved (Descriptive Text)",is_missing,is_illegible,Stone,is_missing,is_illegible,"Stopping of the Stomach",is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,"Swelling in the Throat",is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,"Twisting of the Guts",is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,"Water in the Head",is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Abortive,is_missing,is_illegible,Overlaid,is_missing,is_illegible,Still-born,is_missing,is_illegible,Drowned,is_missing,is_illegible,"Drowned (Descriptive Text)",is_missing,is_illegible,"Found Dead",is_missing,is_illegible,"Found Dead (Descriptive Text)",is_missing,is_illegible,Executed,is_missing,is_illegible,"Executed (Descriptive Text)",is_missing,is_illegible,Killed,is_missing,is_illegible,"Killed (Descriptive Text)",is_missing,is_illegible,Suicide,is_missing,is_illegible,"Suicide (Descriptive Text)",is_missing,is_illegible,Other,is_missing,is_illegible,"Other (Descriptive Text)",is_missing,is_illegible,"Christened (Male)",is_missing,is_illegible,"Christened (Female)",is_missing,is_illegible,"Christened (In All)",is_missing,is_illegible,"Buried (Male)",is_missing,is_illegible,"Buried (Female)",is_missing,is_illegible,"Buried (All)",is_missing,is_illegible,"Increase/Decrease in Burials",is_missing,is_illegible
5163,15825,8681,1,1744,,,43,,,Laxton-1744-43-verso,,,,1,,,1,,9,,,October,,,18,,,,1,,3,,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,,1,,,1,,,1,,54,,,128,,,,1,,,1,,,1,,17,,,,1,,54,,,,1,,25,,,"flox 0; small-pox 25",,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,15,,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,3,,,1,,,9,,,2,,,"Drowned 2, one at St, Mary Hill & one at St. Saviour Southwark.",,,1,,,"Found dead at George Bloomibury 1.",,,3,,,"Executed 3.",,,1,,,"Murdered at St. Mary Islington 1.",,,,1,,,1,,2,,,"Fracture 1. Kill'd by a fall at St. Luke Mddlesex 1.",,,137,,,121,,,258,,,196,,,176,,,372,,,3,,
5164,15826,8682,1,1744,,,44,,,Laxton-1744-44-verso,,,,1,,,1,,16,,,October,,,27,,,,1,,4,,,2,,,,1,,,1,,,1,,,1,,,1,,1,,1,,1,,,1,,4,,,,1,,,1,,,1,,61,,,93,,,,1,,,1,,,1,,15,,,,1,,50,,,,1,,17,,,"flox 0; small-pox 17",,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,11,,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,8,,,1,,,"Drowned at St. Saviour Southwark 1.",,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"Shot himself, being Lunatick, at St. Mary Islington 1.",,,3,,,"Excessive drinking 2. Kill'd by fall at St. James Westminster 1.",,,118,,,135,,,253,,,161,,1,166,,,327,,,-45,,
5165,15827,8718,1,1744,,,43,,,Laxton-1744-43-verso,,,,1,,,1,,23,,,October,,,23,,,,1,,1,,,4,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,71,,,107,,,,1,,,1,,,1,,26,,,,1,,44,,,,1,,29,,,"flox 0; small-pox 29",,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,5,,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,11,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,14,,,1,,,"Drowned at St. Bennet Pauls Wharf 1.",,,1,,,"Found dead at St. Mary Rotherhith 1.",,,,1,,,1,,,1,,,1,,2,,,"Hanged himself a Lad 14 years of Age at st. Leonard Shoreditch 1. Knocked her own brains out at St, Mary Whitechappel.",,,,1,,,1,,164,,,133,,,297,,,166,,,204,,,370,,,43,,
5166,15828,8719,1,1744,,,46,,,Laxton-1744-46-verso,,,,1,,,1,,30,,,October,,,14,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,69,,,90,,,,1,,,1,,,1,,14,,,,1,,38,,,1,,,26,,,"flox 0; small-pox 26",,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,2,,,,1,,,1,,,1,,16,,,5,,,1,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,3,,,2,,,"Drowned 2, one at St. Botolph Biillnsgate, and one at St, Martin Orgars.",,,2,,,"Found dead at St. James Clerkenwell.",,,,1,,,1,,,1,,,1,,1,,,"Hanged himself at St. Dunstan Stepney.",,,1,,,"Excessive drinking 1.",,,112,,,112,,,224,,,153,,,165,,,318,,,-52,,
5167,15829,8737,1,1744,,,47,,,Laxton-1744-47-verso,,,,1,,,1,,6,,,November,,,20,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,64,,,118,,,,1,,,1,,,1,,27,,,,1,,55,,,1,,,40,,,"flox 0; small-pox 40",,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,4,,,,1,,,1,,1,,,,1,,3,,,2,,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,4,,,,1,,,1,,,1,,17,,,2,,,5,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,2,,,8,,,,1,,,1,,1,,,"Found dead at St, Leonard Shoreditch 1.",,,,1,,,1,,,1,,,1,,2,,,"Hanged himself at St. Dunstan Stepney 1. Shot himself at St. James Westminster 1. ",,,4,,,"Excessive Drinking 1. Fractured Scull 1. Frighted 1. Killed by a fall at St. Christophers 1.",,,156,,,143,,,299,,,187,,,219,,,406,,,88,,
5168,15830,8738,1,1744,,,48,,,Laxton-1744-48-verso,,,,1,,,1,,13,,,November,,,31,,,,1,,2,,,3,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,78,,,122,,,,1,,,1,,,1,,14,,,,1,,50,,,,1,,34,,,"flox 0; small-pox 34",,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,26,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,,1,,,1,,,1,,,1,,2,,,"Executed 2",,,,1,,,1,,1,,,"Hanged himself at St. John Wappin 1.",,,4,,,"Died for Want at St, George Middlesex 1. Gored by an Ox buried at St, Stephen Coleman Street 1. Killed accidentally at St. Clement Dane 1. Killed by a fall at St. Helen Bishopgate 1.",,,129,,,171,,,300,,,194,,,205,,,399,,,-67,,
5189,15831,8739,1,1744,,,49,,,Laxton-1744-49-verso,,,,1,,,1,,20,,,November,,,41,,,,1,,2,,,5,,,,1,,,,,,1,,,1,,,1,,,1,,,1,,,1,,11,,,,1,,,1,,,1,,62,,,121,,,,1,,,1,,,1,,23,,,,1,,43,,,,1,,22,,,"flox 0; small-pox 22",,,1,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,2,,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,4,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,20,,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,11,,,3,,,"Drowned 3, one at St, John Southwark, one at St, John Wappin, and one at St, Paul Shadwell.",,,2,,,"Found dead 2, one at St. James Clerkenwell, and one at St. John Hackney.",,,,1,,,1,,,1,,,1,,2,,,"Hanged himself at St. Saviour Southwark 1. Shot himself at St, James Westminster 1.",,,5,,,"Burnt at St Thomas Southwark 1. Died for Want at Christchurch London 1. Fractured Scull 1. Killed by a fall at St, Leonard Shoreditch 1. Scalded at St. Botolph Aldgate 1.",,,126,,,131,,,257,,,212,,,198,,,410,,,11,,
5190,15832,8740,1,1744,,,50,,,Laxton-1744-50-verso,,,,1,,,1,,27,,,November,,,36,,,,1,,1,,,5,,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,4,,,,1,,,1,,,1,,92,,,119,,,,1,,,1,,,1,,14,,,,1,,50,,,1,,,20,,,"flox 0; small-pox 20",,,,1,,2,,,,1,,,1,,1,,,1,,,,1,,2,,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,20,,,,1,,8,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,8,,,1,,,"Drowned at St, Michael Queenhith 1.",,,2,,,"Found dead 2, at St. Leonard Shoreditch.",,,,1,,,1,,,1,,,1,,1,,,"Hanged herself at St. Mary Whitechappell 1.",,,3,,,"Died by the bite of a Dog at St George Hanover Square 1. Killed by falls 2, one at St. Michael Crooked Lane, and one at St, John Wappin.",,,151,,,128,,,279,,,210,,,205,,,415,,,5,,
5191,15833,8741,1,1744,,,51,,,Laxton-1744-51-verso,,,,1,,,1,,4,,,December,,,36,,,1,,,1,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,73,,,111,,,,1,,,1,,,1,,14,,,,1,,47,,,,1,,22,,,"flox 0; small pox 22",,,,1,,2,,,,1,,,1,,1,,,,1,,1,,,2,,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Starved at St John Southwark 1.,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,18,,,2,,,4,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,3,,,2,,,13,,,4,,,"Drowned 4, one at St, Ann Middlesex, one at St. George Middlesex, one at St. Mary Rotherhith, and one at St. Clement Danes.",,,2,,,"Found dead at St, Leonard Shoreditch 2.",,,,1,,,1,,,1,,,1,,1,,,"Killed himself at St, Edmund tho King 1.",,,1,,,"Excessive Drinking 1.",,,139,,,129,,,268,,,181,,,208,,,389,,,-26,,
5192,15834,8742,1,1744,,,52,,,Laxton-1744-52-verso,,,,1,,,1,,11,,,December,,,51,,,1,,,,1,,7,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,,1,,,1,,,1,,88,,,106,,,,1,,,1,,,1,,29,,,,1,,45,,,,1,,23,,,"flox 0; small-pox 23",,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,2,,,1,,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,Starved at St James Garlickhith 1.,,,1,,,2,,,,1,,,1,,3,,,,1,,,1,,,1,,19,,,3,,,4,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,11,,,1,,,"Drowned at St, John Haehney 1.",,,1,,,"Found dead at St, Saviour Southwark 1.",,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,"Broken Leg1. Broken thigh 1. Excessive Drinking 1. Killed by accident at Alhallows Barkin 1. Killed by a fall at St. Clement Danes 1. ",,,141,,,130,,,271,,,205,,,226,,,431,,,42,,
5518,15835,8683,1,1746,,,1,,,Laxton-1746-01-verso,,,,1,,,1,,16,,,December,,,29,,,,1,,2,,,2,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,4,,,,1,,,1,,,1,,90,,,106,,,,1,,,1,,,1,,,1,,,1,,98,,,,1,,30,,,"flox 0; small-pox 30",,,2,,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,7,,,1,,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,4,,,,1,,,1,,,1,,23,,,2,,,6,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,12,,,3,,,"Drowned 3, one at St George Middleton, one at St John Wappin, and one at St Mary Lambeth. ",,,,1,,,1,,1,,,"Executed 1. ",,,1,,,"Killed by a fall at St Mary Rotherhith 1. ",,,1,,,"Hanged herself at St Ann Blackfriars 1",,,5,,,"Burnt 1. ; Excessive Drinking 2. ; Fractured Scull 1. ; Scalded at St Leonard Shoreditch 1. ",,,136,,,135,,,271,,,237,,,242,,,479,,,-40,,
5519,15836,8691,1,1746,,,2,,,Laxton-1746-02-verso,,,,1,,,1,,23,,,December,,,39,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,91,,,112,,,,1,,,1,,,1,,17,,,,1,,72,,,,1,,29,,,"flox 0; small-pox 29",,,,1,,3,,,,1,,,1,,3,,,,1,,,1,,3,,,,1,,1,,,1,,,,1,,,1,,2,,,,1,,4,,,,1,,4,,,,1,,1,,,,1,,1,,,,1,,,,,,1,,,1,,,1,,5,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,18,,,1,,,1,,,,1,,2,,,1,,,,1,,1,,,4,,,,1,,,1,,,1,,,1,,,1,,1,,,7,,,4,,,"Drowned 4, one at Christchurch in Surry, one at St Dunstan Stepney, one at St Mary Magdalen Bermondsey, and one St. Mary Rotherhith. ",,,3,,,"Found dead 3 one at St Botolph Aldgate, one at St. Giles in the Fields and one at St Martin in the fields. ",,,,1,,,1,,,1,,,1,,1,,,"Hanged herself at St Luke Middlesex 1. ",,,3,,,"Broken Leg 1. ; Excessive Drinking 1. ; Suffocated in a clay Pit at St Matthew Bethnal Green 1. ",,,130,,,197,,,227,,,198,,,249,,,447,,,-32,,
5520,15837,8692,1,1746,,,3,,,Laxton-1746-03-verso,,,,1,,,1,,30,,,December,,,40,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,3,,,,1,,,1,,1,,,91,,,107,,,,1,,,1,,,1,,19,,,,1,,80,,1,,1,,30,,,"flox 0; small-pox 30",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,,1,,2,,,,1,,,1,,,1,,1,,,3,,,,1,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,6,,,,1,,4,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,4,,,1,,,1,,,,1,,20,,,1,,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,1,,,10,,,,1,,,1,,2,,,"Found dead 2 at St Leonard, Shoreditch. ",,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,"Choaked with fat 1; Excessive Drinking 3; Starved 1 at St Mary White-chapel. ",,,143,,,141,,,284,,,232,,,228,,,460,,,13,,
5521,15838,8694,1,1746,,,4,,,Laxton-1746-04-verso,,,,1,,,1,,6,,,January,,,39,,,,1,,2,,,5,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,86,,,129,,,,1,,,1,,,1,,25,,,,1,,65,,,,1,,31,,,"flox 0; small-pox 31",,,1,,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,5,,,,1,,,1,,,1,,26,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,1,,,"Drowned at the Precinct of the Savoy 1. ",,,1,,,"Found dead at St Giles in the Fields 1. ",,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Excessive Drinking 2. ; Starved at St, Andrew Hubbard 1. ",,,154,,,123,,,277,,,213,,,247,,,460,,,0,,
5522,15839,8695,1,1746,,,5,,,Laxton-1746-05-verso,,,,1,,,1,,11,,,January,,,52,,,,1,,2,,,14,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,5,,,,1,,,1,,,1,,105,,,160,,,,1,,,1,,,1,,29,,,,1,,94,,,,1,,26,,,"flox 0; small-pox 26",,,3,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,1,,,8,,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,10,,,,1,,7,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,,1,,,1,,,1,,28,,,3,,,8,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,1,,,"Drowned at St Michael Queenhith 1. ",,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"Hanged himself at St Olave Southwark",,,3,,,"Fractured Sculls 2 at St Mary Whitechapel 2. ; Starved at Alhallows Steining 1. ",,,158,,,175,,,333,,,275,,,314,,,589,,,129,,
5523,15840,8696,1,1746,,,6,,,Laxton-1746-06-verso,,,,1,,,1,,20,,,January,,,37,,,,,1,1,,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,1,,1,,,1,,,1,,90,,,111,,,,1,,,1,,,1,,16,,,,1,,79,,,,1,,26,,,"flox 0; small-pox 26",,,,1,,1,,,,1,,,1,,3,,,1,,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,2,,,2,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,1,,1,,,1,,,1,,,1,,1,,,,1,,18,,,1,,,4,,,,1,,1,,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,2,,,"Drowned 2 one at St James Clerkenwell, & one at St Mary Islington ",,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Hanged themselves 2, one at Christ Church London, & one at St Luke Middlesex. ",,,2,,,"Excessive Drinking 1. ; Starved at St Ann Middlesex 1. ",,,129,,,144,,,273,,,217,,,227,,,444,,,-145,,
5524,15841,8698,1,1746,,,7,,,Laxton-1746-07-verso,,,,1,,,1,,27,,,January,,,42,,,,1,,5,,,9,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,1,,,95,,,12,,,,1,,,1,,,1,,18,,,,1,,86,,,,1,,34,,,"flox 0; small-pox 34",,,,1,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,,1,,54,,,3,,,7,,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,10,,,2,,,"Drowned 2, one at St Laurence Pountney, & one at St. Mary Magdalen Bermondsey. ",,,1,,,"Found dead at St John Southwark 1. ",,,3,,,"Executed 3. ",,,1,,,"Killed by a Cart at St Botolph Aldgate 1. ",,,,1,,,1,,3,,,"Excessive Drinking 2. ; Fractured thigh at St Mary Whitechappel 1. ",,,163,,,157,,,320,,,245,,,277,,,522,,,78,,
